id,race,sex,score,true_label,predicted_label,true-pred,score-adv
1615,1,1,-5.057800293,0,0,0,3.997365475
7252,0,1,-0.331333607,1,0,1,0.972467601
7526,1,0,-2.811622143,1,0,1,2.638142824
9354,1,0,-2.235858679,0,0,0,2.263730288
10552,1,1,-5.321343422,0,0,0,4.144734859
4471,1,0,-4.40967226,0,0,0,3.623541117
1643,1,0,-3.346114874,0,0,0,2.977094889
5364,1,1,-3.600973368,0,0,0,3.135532379
2611,0,1,-4.602593899,0,0,0,3.736475229
4305,0,0,-4.65826416,0,0,0,3.768805027
6401,1,0,-5.061444759,0,0,0,3.999421835
1803,1,0,-3.657784224,0,0,0,3.170557022
3159,1,0,-4.480939865,0,0,0,3.665421486
9398,0,0,-2.689978361,1,0,1,2.559805393
925,1,0,-4.462974548,0,0,0,3.654881954
3992,0,0,-1.148651719,1,0,1,1.534735799
5315,0,0,-4.637784958,0,0,0,3.756925583
7932,0,0,-4.056792259,0,0,0,3.41343689
8831,0,0,-5.071660042,0,0,0,4.00518322
6661,1,0,-3.337362766,0,0,0,2.971616507
10185,0,0,-3.952378035,0,0,0,3.350413799
7551,0,0,-3.248870134,1,0,1,2.916085958
8610,1,0,-4.686303616,0,0,0,3.78504467
454,0,0,-0.32242462,1,0,1,0.966289878
5226,0,0,4.706185341,0,1,-1,-2.478674412
6808,1,0,-4.447761059,0,0,0,3.645947218
71,1,0,-4.120594025,1,0,1,3.451756954
9845,0,0,-4.98859787,0,0,0,3.958217144
8969,0,0,-1.57242763,1,0,1,1.821901083
563,1,1,-5.372512817,1,0,1,4.173030376
9934,0,0,-1.743214011,1,0,1,1.936603785
2588,0,0,-3.427189589,0,0,0,3.027726889
1424,1,0,-3.345605612,1,0,1,2.976776123
4372,0,0,-1.60456574,1,0,1,1.843533158
7577,0,1,-4.235836983,0,0,0,3.52060318
1917,1,0,-4.65892601,0,0,0,3.769188881
10990,1,0,2.345474482,1,1,0,-0.895596445
3504,0,0,-2.968283176,0,0,0,2.738393068
5117,0,0,0.91628623,1,1,0,0.101571366
5869,1,0,-1.678912997,0,0,0,1.893492222
9165,0,0,-0.309631675,0,0,0,0.957417428
3286,1,0,-4.218887329,1,0,1,3.510507584
2415,0,0,-5.060194016,0,0,0,3.998715878
6442,0,0,-1.607226014,1,0,1,1.845322609
6150,1,0,-4.198344231,0,0,0,3.498257637
4748,0,1,-4.438972473,0,0,0,3.640781879
7236,0,0,-5.284088135,0,0,0,4.12406826
4039,0,0,-3.44180727,0,0,0,3.036832809
10292,0,0,0.084781528,0,0,0,0.68309027
5808,0,0,-0.545461476,1,0,1,1.120671153
5390,0,0,0.412357599,1,1,0,0.454340994
3223,1,0,-0.042161454,1,0,1,0.771535873
8298,1,0,-4.072506428,0,0,0,3.422888756
3248,1,0,-4.345597267,1,0,1,3.585727215
1332,1,0,-3.355760813,1,0,1,2.983129978
396,0,0,-0.368069261,0,0,0,0.99793154
10317,0,0,-5.167823792,0,0,0,4.059220791
7,1,0,-4.810273647,0,0,0,3.856485605
7226,1,0,-2.676024199,1,0,1,2.550792217
9795,0,0,-3.033781052,0,0,0,2.780088902
100,0,1,-5.487977982,0,0,0,4.236495972
2514,0,0,3.87262249,1,1,0,-1.933668256
10976,1,1,-4.565853119,1,0,1,3.715074539
9054,0,0,-0.073913433,1,0,1,0.793637574
10189,0,0,1.968037963,1,1,0,-0.633621514
4694,1,0,-3.546758652,0,0,0,3.102008343
72,1,1,-4.70567894,0,0,0,3.796248674
1791,0,0,0.692058563,1,1,0,0.258614719
1541,0,0,-0.282990485,0,0,0,0.938934982
6379,1,0,-0.895600736,0,0,0,1.361709237
5352,0,0,-3.428910017,1,0,1,3.028799295
1866,0,0,-4.30232811,0,0,0,3.560106993
2914,0,0,-0.591200709,0,0,0,1.152255297
5005,0,0,2.465807676,1,1,0,-0.978780568
10333,1,0,-4.414486885,0,0,0,3.626375914
10621,1,0,1.462872624,1,1,0,-0.281104624
8729,1,0,-2.47176671,0,0,0,2.418232679
2649,1,0,-5.261713982,0,0,0,4.111630917
8461,0,0,-3.028143883,1,0,1,2.776504993
5948,1,0,-5.151731491,0,0,0,4.050203323
9523,0,0,-2.426006317,1,0,1,2.388378382
8409,0,0,-0.048512418,1,0,1,0.775957286
10945,0,0,0.126350135,1,0,1,0.654100895
5750,0,0,-1.535104871,1,0,1,1.796752214
1764,1,1,-4.100556374,0,0,0,3.439737558
5079,1,0,-3.566412687,0,0,0,3.114172459
2915,1,0,-3.392995119,1,0,1,3.006397724
5508,0,0,-3.166734457,0,0,0,2.864322424
5670,1,0,1.026381254,1,1,0,0.024452388
1691,1,0,0.91348207,0,1,-1,0.10353563
3961,0,0,-4.697247028,0,0,0,3.791374207
7993,1,1,-3.03097558,1,0,1,2.778305054
2497,1,0,-5.027445316,0,0,0,3.980216265
8765,0,0,-1.51966691,1,0,1,1.786341429
2211,0,0,0.165167674,1,0,1,0.627018869
4802,1,0,-3.145907402,0,0,0,2.851163387
6646,0,0,-1.749815106,1,0,1,1.941024303
5043,1,0,0.532674074,1,1,0,0.370180905
932,0,0,-4.692523956,0,0,0,3.788643122
8884,1,0,-4.55482769,0,0,0,3.708642483
1041,0,1,-4.600910187,0,0,0,3.735495806
10482,0,0,-4.46503973,1,0,1,3.656094074
5482,1,0,-1.782496214,1,0,1,1.962896347
4265,0,0,-1.435193658,0,0,0,1.729289651
8153,1,0,-5.189293861,0,0,0,4.071236134
409,0,0,-0.14273718,0,0,0,0.841512918
5806,1,0,-4.226817131,1,0,1,3.515231848
6667,0,1,-3.115286589,0,0,0,2.831791878
4391,0,0,-3.723141432,0,0,0,3.210715771
4141,0,0,-1.650277495,0,0,0,1.874264121
8716,0,0,-4.379757881,0,0,0,3.605905771
2512,0,0,2.754453182,1,1,0,-1.177521586
532,1,0,-2.573954344,0,0,0,2.484695435
2350,0,0,1.472209334,1,1,0,-0.287633836
8009,0,0,2.366820097,1,1,0,-0.910365462
1742,1,0,-2.328767538,1,0,1,2.324753523
9717,1,1,-5.372661591,0,0,0,4.173112392
4618,0,0,-0.852493763,0,0,0,1.332130909
2794,1,0,-2.556600809,1,0,1,2.473428726
8448,0,0,-3.073519945,0,0,0,2.805322409
5388,1,0,0.225168094,1,0,1,0.585137963
9226,1,0,-4.010177612,1,0,1,3.38534832
8797,0,0,-2.890023947,0,0,0,2.688404799
5465,0,1,-0.035773013,1,0,1,0.767087936
9378,1,1,-0.82583493,1,0,1,1.313824058
6828,1,0,-3.7000072,0,0,0,3.196517706
8365,0,0,-2.85230279,0,0,0,2.664244652
1448,1,0,-3.024929285,0,0,0,2.774461031
9855,1,0,-4.589214802,0,0,0,3.72868824
7553,1,1,-2.499109745,0,0,0,2.436044693
6717,1,1,-2.885327578,0,0,0,2.685398817
3130,0,0,1.545643687,0,1,-1,-0.338972449
5761,1,0,-3.975633383,0,0,0,3.364483595
6577,1,0,-4.068789005,0,0,0,3.420653105
3716,0,0,-2.853932381,0,0,0,2.665289402
5736,1,1,-5.334552765,0,0,0,4.152049541
7499,1,0,-4.563242435,0,0,0,3.713551998
88,0,0,-1.881211281,1,0,1,2.028815031
1329,1,0,-0.038979076,1,0,1,0.76932025
3238,0,0,2.319607496,1,1,0,-0.877691984
8569,1,0,-4.863170624,1,0,1,3.886790276
8217,0,0,-1.868122697,0,0,0,2.020087719
451,0,0,0.424494594,1,1,0,0.445854127
6032,0,0,-0.159579113,0,0,0,0.853221834
1349,0,0,-4.787854671,0,0,0,3.843609333
1262,1,0,-4.921399117,0,0,0,3.920025349
5681,0,0,-0.550138891,1,0,1,1.123902202
6837,1,0,-4.848245621,1,0,1,3.87825036
4330,0,0,-2.741780519,1,0,1,2.593217611
5545,1,0,-0.228546679,1,0,1,0.901141047
5551,0,0,-0.299075156,0,0,0,0.950094759
1196,1,0,-4.548593521,0,0,0,3.705003738
6189,1,1,-5.11309433,0,0,0,4.028511047
2873,1,0,2.629555941,1,1,0,-1.091671586
7913,0,0,-0.338277847,0,0,0,0.977282286
4612,1,0,-1.155484557,1,0,1,1.539392591
9272,1,1,-5.354639053,0,0,0,4.163158417
10158,0,0,0.567463636,1,1,0,0.345835447
8962,1,0,-3.708409548,0,0,0,3.201676607
7794,1,1,-3.808409929,0,0,0,3.262890577
5915,1,0,0.367738873,1,1,0,0.485534906
7127,1,0,-1.651692033,0,0,0,1.8752141
2439,0,1,-4.528441429,0,0,0,3.693231344
4753,0,0,-4.564870358,0,0,0,3.714501381
3087,0,0,-1.725807071,1,0,1,1.924942017
378,0,0,-3.756121397,1,0,1,3.230925083
7140,0,1,-3.653477907,1,0,1,3.167906284
5122,0,0,1.517503262,1,1,0,-0.31930238
8163,0,0,-1.907633662,1,0,1,2.046421051
3408,1,1,-3.597278118,1,0,1,3.133250952
10526,1,0,-1.588444114,0,0,0,1.832684517
9973,0,0,1.222712994,1,1,0,-0.11304526
6106,0,0,-0.712820709,0,0,0,1.236100197
1215,0,0,-5.482034683,0,0,0,4.233242035
3392,1,0,-5.128214836,0,0,0,4.037007332
6564,1,0,-3.883415699,0,0,0,3.308578968
4971,0,0,-0.191417858,1,0,1,0.875349522
5208,0,0,-2.215776682,1,0,1,2.250510931
7898,0,0,-3.582790375,0,0,0,3.124300003
8708,0,0,1.666522384,0,1,-1,-0.423416972
4233,0,0,-4.450821877,0,0,0,3.647745609
2534,1,0,-5.072338104,1,0,1,4.005565643
7382,0,0,-0.44751218,1,0,1,1.052945971
805,1,0,-2.638081789,1,0,1,2.526256084
2009,0,0,-2.928421497,1,0,1,2.712953806
2398,1,1,-5.411734104,0,0,0,4.194648266
10807,1,0,0.534013569,1,1,0,0.369243562
2579,0,1,-5.037396908,0,0,0,3.985842228
4338,0,0,-4.442550182,0,0,0,3.642885208
4333,1,0,-4.088864326,1,0,1,3.432718039
10617,1,0,-4.555522919,1,0,1,3.709048748
587,0,0,-5.21848011,0,0,0,4.08754015
4970,0,0,-4.097238064,0,0,0,3.43774581
465,1,1,-4.936926842,0,0,0,3.928865671
2035,0,0,-3.434919596,1,0,1,3.032543421
8197,1,0,-4.627429962,1,0,1,3.750912905
4961,1,0,-3.27054286,1,0,1,2.929708958
1372,1,0,-3.499998808,0,0,0,3.073014736
1882,0,0,2.146909952,1,1,0,-0.757959545
8563,0,0,-3.834293842,0,0,0,3.278679371
4828,1,0,-1.824448586,0,0,0,1.99093771
3166,1,0,-3.301110506,1,0,1,2.9488976
8845,1,0,-2.153524637,0,0,0,2.209468365
9367,0,1,0.399120152,1,1,0,0.463596642
6043,1,0,-4.349942207,0,0,0,3.588296175
603,0,0,-2.722756386,0,0,0,2.580956221
2561,1,1,-0.869385839,1,0,1,1.343724966
1125,0,0,-0.069737002,1,0,1,0.790730953
375,1,0,-3.687583685,0,0,0,3.188885212
7188,0,0,-3.059458256,0,0,0,2.796399117
9810,0,0,1.18129158,0,1,-1,-0.084041938
10581,0,0,-1.895676732,1,0,1,2.038455725
3265,1,1,-5.381516457,0,0,0,4.177998543
1594,0,1,-2.91264987,0,0,0,2.702875376
5861,1,1,-2.191125631,1,0,1,2.234270573
10130,0,1,-5.23648262,0,0,0,4.097580433
3773,0,0,-0.997005403,0,0,0,1.431173682
6528,0,0,-0.968674839,1,0,1,1.411783218
7443,0,1,-4.501149654,0,0,0,3.677263498
9699,1,0,-4.14464283,0,0,0,3.466163158
9420,0,0,-3.244360685,0,0,0,2.913249254
1235,0,0,1.43178761,1,1,0,-0.259363949
2819,0,0,0.801484168,1,1,0,0.181983754
2753,0,0,0.32836774,1,1,0,0.513051867
5647,0,1,-5.069081306,1,0,1,4.00372982
10554,0,0,-0.588768423,1,0,1,1.150576353
461,0,0,-3.123582125,0,0,0,2.837042809
10142,0,0,-0.497118384,0,0,0,1.087260127
4122,1,1,-3.136499882,0,0,0,2.845214844
8618,0,1,-4.565228939,0,0,0,3.714710474
7153,0,0,-2.311523199,0,0,0,2.313444138
6855,1,0,-3.995167017,1,0,1,3.376286983
6096,0,0,0.715595424,1,1,0,0.242133662
10123,1,0,0.546688318,1,1,0,0.360374331
530,1,0,-0.933648884,0,0,0,1.387792468
649,1,0,-4.141363621,0,0,0,3.46420002
5620,0,0,2.051577091,1,1,0,-0.691729665
540,1,1,-5.514575005,0,0,0,4.251039982
2151,1,0,-2.992565155,1,0,1,2.753865719
9296,0,1,-0.507492959,1,0,1,1.094432831
4682,1,0,-3.967017889,0,0,0,3.359273195
2938,0,0,-4.339219093,0,0,0,3.581954718
8453,0,0,-3.276513338,1,0,1,2.933459044
6330,1,1,-3.143404245,0,0,0,2.849581003
8827,0,0,-2.743966103,0,0,0,2.594625473
8423,0,0,-3.993864775,0,0,0,3.375500679
10354,0,1,-2.268842936,0,0,0,2.285419941
10363,0,0,1.328118682,1,1,0,-0.186830431
521,0,1,-4.404697895,1,0,1,3.620610952
5473,0,0,-3.317091942,0,0,0,2.958917856
1084,0,0,-5.119665146,0,0,0,4.032204628
7631,1,0,-1.758687615,1,0,1,1.946964741
10643,0,0,1.253907084,0,1,-1,-0.134884715
7681,1,0,-5.050201893,0,0,0,3.993075609
9707,1,1,-1.671654463,1,0,1,1.888620019
4595,0,0,-0.828717768,1,0,1,1.315804362
3687,0,0,-3.50247097,1,0,1,3.074549437
3969,0,0,1.24683249,1,1,0,-0.129931897
9843,0,0,1.462301731,1,1,0,-0.280705452
9965,1,0,-1.846759915,0,0,0,2.005834579
3511,1,0,-2.940376043,0,0,0,2.72058773
4732,0,0,-1.814759374,0,0,0,1.984464765
5301,0,0,-2.347364426,1,0,1,2.336940765
8472,0,0,1.672662497,1,1,0,-0.427704155
2696,0,0,-3.387034178,0,0,0,3.002675772
223,0,0,0.21717371,1,0,1,0.590719581
3037,0,0,-1.579239964,0,0,0,1.826488256
6492,1,0,-3.98347497,0,0,0,3.369223595
8392,0,0,-1.082364202,1,0,1,1.489514828
99,1,0,-4.633711815,0,0,0,3.754561186
2065,1,0,-4.04551506,0,0,0,3.406648636
8479,0,0,-3.622324467,1,0,1,3.148708344
1464,0,1,-2.224642515,1,0,1,2.256348133
4491,0,0,-3.121417761,1,0,1,2.835673094
10851,0,1,-3.944164991,1,0,1,3.345440388
10217,0,0,0.947771728,1,1,0,0.079516351
9780,0,1,-0.349160671,1,0,1,0.984826505
5524,0,0,-2.530556917,0,0,0,2.456504822
9566,1,0,0.184451357,1,0,1,0.613561213
3706,0,1,-4.976454735,0,0,0,3.951328754
7342,1,0,-4.627558708,1,0,1,3.750987768
9307,0,0,2.70276475,1,1,0,-1.142020822
5223,0,1,-2.710282087,1,0,1,2.572910309
1575,0,0,-3.429461956,1,0,1,3.029143095
10667,0,1,-3.915675402,0,0,0,3.328169584
8309,0,0,-1.392674088,0,0,0,1.700518847
10690,0,0,-1.272028089,0,0,0,1.618693352
6058,1,0,-4.484571457,1,0,1,3.667550325
6538,1,0,-4.561248302,0,0,0,3.712389231
2006,0,0,-0.236834005,1,0,1,0.906895876
5287,1,0,-4.20042038,0,0,0,3.49949646
10084,1,0,-2.811464548,0,0,0,2.638041496
872,0,0,1.179209709,0,1,-1,-0.082584113
9747,0,0,-2.636433601,1,0,1,2.5251894
8960,0,0,-3.229237556,1,0,1,2.903732061
9085,1,0,-2.166171312,0,0,0,2.217814207
3804,0,0,-4.320304394,0,0,0,3.57075882
7875,0,0,0.49932012,1,1,0,0.393517494
7440,0,0,-1.558758378,0,0,0,1.812693834
3872,1,0,-2.210281134,0,0,0,2.246891737
7450,0,0,2.345541,1,1,0,-0.895642519
469,0,0,0.842870474,1,1,0,0.152996242
362,0,0,4.013825417,1,1,0,-2.027255774
3144,0,0,4.216794014,1,1,0,-2.160913229
7058,0,0,-0.930252254,0,0,0,1.385465026
1446,1,0,-4.379780293,0,0,0,3.605918884
10380,1,1,-4.90763855,0,0,0,3.912182808
3391,0,1,-0.307730466,1,0,1,0.956098735
1198,1,0,-3.647858858,0,0,0,3.164445639
6034,1,0,-0.213199109,1,0,1,0.890481591
3403,0,0,-2.680563688,1,0,1,2.553725243
901,0,0,-4.180594444,0,0,0,3.487661123
6496,1,0,-3.34305048,0,0,0,2.97517705
1984,0,1,-1.28306067,1,0,1,1.626187444
5111,0,0,-3.481243849,0,0,0,3.061365843
861,1,0,-3.033154726,1,0,1,2.779690266
8641,1,0,-5.284332752,0,0,0,4.124204636
3867,0,0,-0.064518012,0,0,0,0.787098587
2282,0,0,-3.629827261,0,0,0,3.153335094
7194,0,0,0.087256476,1,0,1,0.681364655
83,0,0,-2.247612238,0,0,0,2.271462202
3941,1,0,-4.067653656,0,0,0,3.419970512
3919,1,0,-3.562220097,1,0,1,3.111578703
4978,0,0,-3.451040506,0,0,0,3.042582035
3550,0,0,-0.292164147,1,0,1,0.945300102
7312,1,0,0.483396947,1,1,0,0.404656887
9544,1,0,0.15248625,1,0,1,0.635867536
5162,1,1,-4.626681328,0,0,0,3.750478029
8639,0,1,-1.683882833,0,0,0,1.89682734
2268,1,1,-1.682935834,0,0,0,1.896191835
4397,0,0,-3.36296773,1,0,1,2.987637281
1079,0,0,-4.049387932,1,0,1,3.40898037
9005,1,1,-3.384928942,0,0,0,3.001360893
6296,0,0,-2.851288557,1,0,1,2.663594246
4891,1,1,-3.855969667,0,0,0,3.291882992
5716,0,0,-3.862021208,0,0,0,3.295566559
10468,1,1,-1.601260781,1,0,1,1.841309786
10039,0,0,2.514755011,1,1,0,-1.012564063
3226,0,0,-0.326494157,0,0,0,0.96911186
5037,1,1,-0.263036162,0,0,0,0.925086737
5073,0,0,-3.508299828,0,0,0,3.078166962
10949,0,0,1.015427947,1,1,0,0.032124747
6830,1,1,0.137941688,1,0,1,0.64601475
1804,0,0,-3.557763338,0,0,0,3.108820915
10019,0,0,-0.953933895,1,0,1,1.401688814
7205,1,0,-1.119250298,1,0,1,1.514687777
407,0,0,1.394338846,1,1,0,-0.233167127
1796,0,0,-2.963981867,1,0,1,2.735650063
2437,1,0,-3.69557023,0,0,0,3.193792582
9284,1,0,-4.398932457,0,0,0,3.617213488
8117,1,0,-2.092218161,1,0,1,2.168954134
8906,1,0,1.58126986,1,1,0,-0.363869131
9357,0,0,-2.423815012,0,0,0,2.386947155
962,1,0,0.529292405,0,1,-1,0.37254709
995,0,0,-1.525928974,1,0,1,1.790565014
1783,0,0,-2.511685371,0,0,0,2.44423008
10229,0,0,-3.764756203,0,0,0,3.236210585
8113,0,0,1.831270576,1,1,0,-0.53835839
7612,1,0,-5.030016899,1,0,1,3.981670141
4755,0,0,4.431972504,1,1,0,-2.301440239
10854,1,0,-4.201034069,0,0,0,3.499862432
9282,0,1,-1.681780338,0,0,0,1.895416498
2568,0,0,0.823657215,1,1,0,0.166453689
6405,1,0,-5.168852329,0,0,0,4.05979681
2654,0,0,-1.36953485,0,0,0,1.68484664
50,1,0,-3.877586126,1,0,1,3.305035114
2154,1,0,-1.275334001,0,0,0,1.620939016
8256,0,0,-1.393832803,1,0,1,1.701303244
5068,1,0,-1.882352829,0,0,0,2.029576063
6428,1,1,3.342357397,1,1,0,-1.57815814
8354,1,0,1.192827463,1,1,0,-0.092119768
414,1,1,-4.619085312,0,0,0,3.746064901
225,0,0,-1.63924253,1,0,1,1.866849661
4274,0,0,-0.395428985,1,0,1,1.016886473
4640,0,0,2.202339888,1,1,0,-0.796425283
5430,0,0,-1.289048791,1,0,1,1.630253911
9517,1,1,-5.265853882,0,0,0,4.113933563
9131,1,0,-1.549493432,0,0,0,1.806451082
6249,1,0,-3.624950171,1,0,1,3.150327682
9516,0,0,-2.998889208,0,0,0,2.757892609
9668,0,1,-4.54109478,0,0,0,3.70062542
1216,1,0,-2.000463963,0,0,0,2.108146906
1097,1,0,-4.215537071,0,0,0,3.508511066
3146,0,0,-4.073252201,1,0,1,3.423336744
6571,0,0,-0.142991468,1,0,1,0.841689765
8530,0,0,-5.00325346,0,0,0,3.966523409
5247,0,0,-1.273585439,1,0,1,1.619751096
1729,0,0,-4.351626396,1,0,1,3.589291573
8022,0,0,-1.247938514,1,0,1,1.602322102
10889,0,0,-2.472915649,0,0,0,2.418982029
512,0,1,-2.991114378,0,0,0,2.752941847
6231,0,0,-3.795400381,0,0,0,3.254945993
8290,0,0,3.504230499,1,1,0,-1.687327623
9501,0,0,-4.983094215,0,0,0,3.955096006
8997,0,0,-5.035447598,0,0,0,3.984740496
9264,0,0,-5.098675251,0,0,0,4.020400524
7738,1,0,-3.886494398,0,0,0,3.310449839
8701,0,0,-4.115879059,1,0,1,3.448929787
1360,0,0,-4.21347332,1,0,1,3.507280827
8512,0,0,4.435577393,1,1,0,-2.303783655
1107,1,0,-2.304608583,1,0,1,2.30890727
1707,0,0,-3.535396099,0,0,0,3.094969511
9919,0,0,-3.332913637,0,0,0,2.968830585
3778,1,0,-3.968227148,1,0,1,3.360004425
3305,1,1,-5.031500816,0,0,0,3.982509613
190,0,0,3.606087923,1,1,0,-1.755740643
153,0,0,-4.16469574,0,0,0,3.478159904
9397,1,0,-4.259689808,1,0,1,3.534793139
9191,0,0,-1.881415248,1,0,1,2.02895093
6167,0,1,-2.243147135,1,0,1,2.268525362
924,1,1,-5.50415659,0,0,0,4.245346546
3531,1,1,-4.241545677,0,0,0,3.524001598
3162,1,0,-0.201465145,1,0,1,0.882330179
9414,1,0,-4.174022675,1,0,1,3.483734608
10786,1,1,-4.775613785,0,0,0,3.836571217
475,1,0,-5.250919819,0,0,0,4.105622768
10823,0,0,-4.603137016,1,0,1,3.736791372
174,0,0,-4.077667713,0,0,0,3.425991058
1698,1,1,-3.707239151,0,0,0,3.200958014
5745,0,0,-3.501221895,0,0,0,3.073774099
3186,1,1,-4.082732677,0,0,0,3.429034472
4353,1,0,-3.911165237,1,0,1,3.325432777
6127,0,0,-4.717363834,0,0,0,3.80299902
8601,0,0,-0.448760718,1,0,1,1.05381
4888,0,0,-4.51356411,0,0,0,3.684530497
7348,0,0,-4.327604294,0,0,0,3.575081825
7199,0,0,-2.121699572,0,0,0,2.188448429
612,0,0,0.789213061,1,1,0,0.190578207
2393,0,0,-3.036832094,0,0,0,2.782027721
5456,0,0,3.395158529,1,1,0,-1.613826632
5266,1,0,-4.326812267,0,0,0,3.574612617
1656,0,0,-4.491915226,0,0,0,3.671854734
4384,0,0,0.613269866,1,1,0,0.313774645
9337,1,0,-3.043314934,0,0,0,2.786146879
5213,0,0,-3.819415808,0,0,0,3.26960659
7360,1,1,-2.889916658,0,0,0,2.688335657
4872,0,1,-3.959948778,0,0,0,3.354996443
6239,0,0,-4.861559391,0,0,0,3.885868549
10426,1,0,-4.899437904,0,0,0,3.907505751
3404,0,0,-5.013287544,0,0,0,3.9722054
10497,1,0,-1.964569211,1,0,1,2.084303379
1888,0,0,-1.894292235,0,0,0,2.037533283
9868,0,0,0.135849088,0,0,0,0.647474647
6531,0,0,0.658639371,1,1,0,0.282013416
10330,1,0,-5.223115921,0,0,0,4.090126991
9215,1,0,-2.137455702,0,0,0,2.198858261
8027,1,0,-5.039206028,1,0,1,3.986864805
963,1,0,-2.72487855,0,0,0,2.582324266
2863,1,0,-2.796842813,1,0,1,2.628648043
2807,0,0,3.11818862,1,1,0,-1.426121473
163,1,0,-4.691052437,0,0,0,3.787792206
1293,0,0,-1.00748837,1,0,1,1.438345075
5528,1,1,-3.228072882,0,0,0,2.902999163
1646,0,0,-5.136623859,0,0,0,4.04172802
4434,1,0,0.408803612,1,1,0,0.456826031
6229,1,0,-2.163945198,1,0,1,2.21634531
9380,1,0,-2.635893106,0,0,0,2.52483964
3728,1,0,-5.181169987,0,0,0,4.066691875
1652,1,0,-5.123748779,0,0,0,4.034498692
4615,0,1,-2.079092979,0,0,0,2.160268307
10448,0,0,-2.233665466,1,0,1,2.26228714
5968,1,0,-3.233196259,1,0,1,2.906224251
10457,0,0,0.490816891,1,1,0,0.399466276
7960,1,1,-5.401071548,1,0,1,4.188777447
1965,0,1,-0.678193867,1,0,1,1.212249041
2567,1,0,-2.603958368,0,0,0,2.504155159
51,1,0,0.188959852,0,0,0,0.610414505
8287,1,1,-0.864064872,1,0,1,1.340073466
9004,0,0,-3.220445395,0,0,0,2.898195982
2385,0,1,0.332271457,1,1,0,0.510323882
3564,0,0,-0.026014214,1,0,1,0.760292709
7604,1,0,-5.187998772,0,0,0,4.070511818
10631,1,0,-3.718183994,0,0,0,3.207674742
3766,1,0,-3.321907997,1,0,1,2.961936474
1499,0,0,1.163698792,1,1,0,-0.071722358
7242,0,1,-3.249999046,0,0,0,2.916795731
9830,1,0,-4.809094429,0,0,0,3.855808973
10143,0,0,2.057605267,0,1,-1,-0.695920169
5088,1,1,-3.285996199,1,0,1,2.939413309
269,1,0,-5.252860546,0,0,0,4.106703758
9593,1,1,-5.288002968,0,0,0,4.126242638
10637,1,0,-3.231509209,1,0,1,2.905162573
557,0,0,1.113686562,1,1,0,-0.036697611
7625,1,0,-3.80292201,1,0,1,3.259540319
1135,1,0,-2.915319681,0,0,0,2.704582453
4376,1,1,-2.841338634,0,0,0,2.657214403
1379,0,0,-0.740667105,1,0,1,1.255268455
10444,0,0,-0.403527647,0,0,0,1.022495508
3031,1,0,1.527650356,1,1,0,-0.326395571
10641,0,0,-1.016300082,1,0,1,1.444371939
2869,0,0,-4.652326584,0,0,0,3.76536274
9227,1,0,-3.919740677,0,0,0,3.330635309
268,1,0,-5.397528648,1,0,1,4.186825275
5935,0,0,-1.832059741,1,0,1,1.996020913
4990,1,0,-0.936239541,1,0,1,1.389567494
8040,0,0,-3.552450895,0,0,0,3.105532169
7246,1,0,-2.884679317,0,0,0,2.684983492
9187,0,0,2.125074625,1,1,0,-0.74279809
4267,1,0,-5.127649307,1,0,1,4.036689281
4563,0,1,-3.615946054,1,0,1,3.14477396
1141,0,0,0.877994478,0,1,-1,0.12839365
2788,1,0,-5.204334259,0,0,0,4.079641819
10223,0,0,-2.140823603,0,0,0,2.201082468
4820,0,0,-0.325270921,1,0,1,0.968263686
6089,0,0,-1.932561994,1,0,1,2.063016653
10306,1,0,-4.836454391,1,0,1,3.871497631
2959,0,0,-1.367931724,0,0,0,1.683760643
3541,0,0,-5.029615402,0,0,0,3.981443405
5553,1,0,-2.85625267,0,0,0,2.666776419
1335,1,1,-3.773215532,0,0,0,3.241385937
1953,1,0,-4.058192253,1,0,1,3.414279222
9617,0,0,-2.484676123,1,0,1,2.426644564
6901,0,1,-1.849158406,0,0,0,2.00743556
6415,0,0,-2.787496328,0,0,0,2.622640133
7781,0,0,0.182413921,1,0,1,0.614983261
616,0,0,-3.915085077,0,0,0,3.32781148
918,0,1,-5.000232697,0,0,0,3.96481204
10729,0,0,-4.414045334,1,0,1,3.626116514
10817,1,0,-5.030761719,1,0,1,3.982091665
2836,1,0,-5.092716217,1,0,1,4.017046452
4439,1,1,-2.404817104,0,0,0,2.374535084
6490,0,0,-1.910523415,1,0,1,2.048345566
1781,1,0,-3.463809252,0,0,0,3.050526381
9381,1,0,-4.178235054,0,0,0,3.486251593
439,0,0,-4.321255207,0,0,0,3.571322203
1834,1,0,-3.485239029,0,0,0,3.063848019
8760,0,1,-1.222048521,1,0,1,1.584715605
3380,0,1,-4.732480049,0,0,0,3.811723232
252,1,0,-3.059436083,0,0,0,2.796384811
2045,1,1,-3.543749571,0,0,0,3.100144386
6394,0,0,-4.715366364,0,0,0,3.801845312
8877,1,1,-5.195735931,0,0,0,4.074838161
10015,0,0,-2.029844046,1,0,1,2.127639771
9348,1,0,-0.625850499,0,0,0,1.176163316
3255,0,0,-4.556305408,0,0,0,3.709505081
6654,0,0,-0.439730257,1,0,1,1.047560215
5438,0,0,1.214274287,1,1,0,-0.107136786
143,0,0,-1.733878016,0,0,0,1.930349946
7036,0,0,-4.386656284,1,0,1,3.609975576
7987,1,0,1.733586788,1,1,0,-0.470229089
