,id,sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,decile_score.1,score_text,v_decile_score,v_score_text,priors_count.1,BlackLatinoMale,African-American,Hispanic,Caucasian,Native American,Asian,Other,y
7076,10793,1,46,1,2,0,7,0,0,7,7,0,3,-1,7,0,0,0,1,0,0,0,1
191,286,0,32,0,0,0,10,0,0,13,10,1,7,0,13,1,1,0,0,0,0,0,1
5330,8129,0,27,0,0,0,9,0,1,5,9,1,5,0,5,1,1,0,0,0,0,0,1
2514,3830,1,26,0,0,0,2,0,0,0,2,-1,2,-1,0,0,1,0,0,0,0,0,0
182,272,0,38,0,0,2,8,2,1,22,8,1,5,0,22,1,1,0,0,0,0,0,1
960,1473,0,26,0,0,0,4,0,0,0,4,-1,3,-1,0,1,1,0,0,0,0,0,1
4152,6338,0,27,0,0,0,5,0,0,2,5,0,3,-1,2,1,1,0,0,0,0,0,1
5852,8922,0,63,1,2,0,1,0,0,0,1,-1,1,-1,0,0,0,0,1,0,0,0,0
6225,9500,0,32,0,2,0,2,1,0,2,2,-1,2,-1,2,0,0,0,1,0,0,0,0
3882,5924,0,28,0,0,0,3,0,0,7,3,-1,2,-1,7,1,1,0,0,0,0,0,1
2710,4136,0,26,0,0,0,5,0,2,0,5,0,2,-1,0,1,1,0,0,0,0,0,0
2748,4191,1,35,0,2,0,4,0,0,2,4,-1,2,-1,2,0,0,0,1,0,0,0,0
5882,8967,0,64,1,1,0,1,0,0,1,1,-1,1,-1,1,1,0,1,0,0,0,0,0
6390,9749,0,50,1,2,1,10,0,0,16,10,1,7,0,16,0,0,0,1,0,0,0,1
6352,9695,0,30,0,2,0,1,0,0,1,1,-1,1,-1,1,0,0,0,1,0,0,0,0
5128,7808,0,37,0,0,0,2,0,0,2,2,-1,4,-1,2,1,1,0,0,0,0,0,1
6612,10079,1,31,0,1,0,3,0,0,2,3,-1,1,-1,2,0,0,1,0,0,0,0,1
4687,7160,0,23,-1,0,0,6,0,1,5,6,0,5,0,5,1,1,0,0,0,0,0,1
2042,3116,0,23,-1,0,0,10,0,0,1,10,1,10,1,1,1,1,0,0,0,0,0,1
3530,5398,0,23,-1,0,0,8,0,0,0,8,1,8,1,0,1,1,0,0,0,0,0,0
1390,2131,0,36,0,0,0,8,0,0,0,8,1,2,-1,0,1,1,0,0,0,0,0,0
3872,5907,0,40,0,0,0,9,0,0,13,9,1,3,-1,13,1,1,0,0,0,0,0,0
1143,1749,1,62,1,2,0,1,0,0,0,1,-1,1,-1,0,0,0,0,1,0,0,0,0
1226,1875,0,30,0,2,0,8,0,0,2,8,1,2,-1,2,0,0,0,1,0,0,0,1
764,1159,1,53,1,0,0,1,0,0,0,1,-1,1,-1,0,0,1,0,0,0,0,0,0
1517,2324,0,22,-1,1,0,3,0,0,0,3,-1,5,0,0,1,0,1,0,0,0,0,1
361,538,0,29,0,0,0,4,0,1,2,4,-1,3,-1,2,1,1,0,0,0,0,0,0
4544,6944,1,44,0,2,0,1,0,0,0,1,-1,1,-1,0,0,0,0,1,0,0,0,0
6176,9415,0,57,1,2,0,1,0,0,7,1,-1,1,-1,7,0,0,0,1,0,0,0,0
2875,4398,0,23,-1,0,0,9,0,0,2,9,1,8,1,2,1,1,0,0,0,0,0,1
3830,5847,0,32,0,0,0,5,0,0,1,5,0,5,0,1,1,1,0,0,0,0,0,0
6107,9308,1,50,1,2,0,3,0,0,3,3,-1,1,-1,3,0,0,0,1,0,0,0,1
4109,6264,1,29,0,0,0,10,0,0,0,10,1,7,0,0,0,1,0,0,0,0,0,0
2508,3818,0,23,-1,0,0,4,0,0,1,4,-1,6,0,1,1,1,0,0,0,0,0,0
2773,4232,0,36,0,0,0,5,0,0,5,5,0,3,-1,5,1,1,0,0,0,0,0,1
1992,3029,0,42,0,0,0,10,0,0,0,10,1,6,0,0,1,1,0,0,0,0,0,1
6815,10390,0,29,0,2,0,4,0,0,3,4,-1,2,-1,3,0,0,0,1,0,0,0,1
2781,4245,0,37,0,0,0,3,0,0,0,3,-1,1,-1,0,1,1,0,0,0,0,0,0
4483,6840,0,43,0,0,0,3,0,0,8,3,-1,3,-1,8,1,1,0,0,0,0,0,1
3286,5033,0,30,0,0,0,1,0,0,0,1,-1,2,-1,0,1,1,0,0,0,0,0,0
1270,1941,0,28,0,0,0,1,0,0,0,1,-1,2,-1,0,1,1,0,0,0,0,0,0
6532,9959,1,22,-1,0,0,6,0,0,0,6,0,5,0,0,0,1,0,0,0,0,0,0
3957,6035,0,47,1,4,0,1,0,0,1,1,-1,1,-1,1,0,0,0,0,0,1,0,0
3704,5659,1,35,0,2,0,5,0,0,1,5,0,2,-1,1,0,0,0,1,0,0,0,0
4848,7388,0,32,0,4,0,1,0,0,0,1,-1,1,-1,0,0,0,0,0,0,1,0,0
1078,1655,0,24,-1,0,0,2,0,2,1,2,-1,4,-1,1,1,1,0,0,0,0,0,1
369,548,0,21,-1,0,0,3,1,0,1,3,-1,6,0,1,1,1,0,0,0,0,0,0
1523,2334,0,36,0,1,0,4,0,0,1,4,-1,4,-1,1,1,0,1,0,0,0,0,1
2020,3074,0,34,0,2,0,1,0,0,0,1,-1,1,-1,0,0,0,0,1,0,0,0,0
6955,10585,1,25,0,0,0,5,0,0,1,5,0,6,0,1,0,1,0,0,0,0,0,0
5101,7762,0,27,0,2,0,7,0,0,1,7,0,4,-1,1,0,0,0,1,0,0,0,1
1522,2332,0,56,1,2,0,1,0,0,0,1,-1,1,-1,0,0,0,0,1,0,0,0,0
4948,7536,0,39,0,2,0,1,0,0,1,1,-1,1,-1,1,0,0,0,1,0,0,0,0
3233,4947,0,21,-1,0,0,8,1,1,3,8,1,8,1,3,1,1,0,0,0,0,0,1
5126,7806,0,35,0,2,0,3,0,0,3,3,-1,2,-1,3,0,0,0,1,0,0,0,0
1515,2321,0,33,0,0,0,6,0,0,7,6,0,7,0,7,1,1,0,0,0,0,0,1
5684,8664,0,21,-1,1,0,5,0,1,2,5,0,5,0,2,1,0,1,0,0,0,0,1
3850,5878,1,30,0,5,0,7,0,0,4,7,0,4,-1,4,0,0,0,0,0,0,1,1
130,199,0,28,0,2,0,1,0,0,2,1,-1,2,-1,2,0,0,0,1,0,0,0,0
3146,4808,0,57,1,0,0,8,0,0,23,8,1,7,0,23,1,1,0,0,0,0,0,1
868,1318,0,39,0,0,0,8,0,0,13,8,1,6,0,13,1,1,0,0,0,0,0,1
172,260,0,62,1,0,0,4,0,0,8,4,-1,1,-1,8,1,1,0,0,0,0,0,0
2892,4422,0,29,0,0,0,9,0,0,0,9,1,6,0,0,1,1,0,0,0,0,0,0
5749,8759,1,36,0,0,0,2,0,0,4,2,-1,1,-1,4,0,1,0,0,0,0,0,0
36,52,1,33,0,2,0,5,0,0,4,5,0,2,-1,4,0,0,0,1,0,0,0,1
1374,2107,0,23,-1,0,0,7,0,0,0,7,0,5,0,0,1,1,0,0,0,0,0,1
4394,6699,1,35,0,2,0,7,0,0,4,7,0,2,-1,4,0,0,0,1,0,0,0,0
6471,9867,0,41,0,0,0,3,0,0,6,3,-1,4,-1,6,1,1,0,0,0,0,0,0
1951,2962,0,40,0,0,0,1,0,0,1,1,-1,2,-1,1,1,1,0,0,0,0,0,0
4624,7067,0,22,-1,2,0,9,1,0,2,9,1,7,0,2,0,0,0,1,0,0,0,1
438,660,0,36,0,2,0,1,0,0,2,1,-1,1,-1,2,0,0,0,1,0,0,0,0
3844,5867,0,31,0,5,0,2,0,0,0,2,-1,2,-1,0,0,0,0,0,0,0,1,0
796,1208,0,48,1,2,0,3,0,0,2,3,-1,2,-1,2,0,0,0,1,0,0,0,0
2894,4426,1,43,0,2,0,2,0,0,0,2,-1,1,-1,0,0,0,0,1,0,0,0,0
6676,10184,0,30,0,0,0,8,0,0,1,8,1,6,0,1,1,1,0,0,0,0,0,0
311,457,0,43,0,5,0,2,0,0,2,2,-1,1,-1,2,0,0,0,0,0,0,1,1
1208,1853,0,38,0,2,0,4,0,0,0,4,-1,2,-1,0,0,0,0,1,0,0,0,0
387,584,0,35,0,0,0,5,0,0,2,5,0,5,0,2,1,1,0,0,0,0,0,0
4396,6702,1,38,0,0,0,1,0,0,0,1,-1,1,-1,0,0,1,0,0,0,0,0,0
4278,6527,1,23,-1,0,0,2,0,0,0,2,-1,3,-1,0,0,1,0,0,0,0,0,0
5319,8114,0,24,-1,0,2,8,0,0,7,8,1,7,0,7,1,1,0,0,0,0,0,1
6314,9633,0,32,0,1,0,7,0,0,7,7,0,3,-1,7,1,0,1,0,0,0,0,0
3062,4674,0,20,-1,0,0,3,0,0,0,3,-1,6,0,0,1,1,0,0,0,0,0,1
494,753,0,54,1,0,0,1,0,0,0,1,-1,1,-1,0,1,1,0,0,0,0,0,0
5114,7788,0,33,0,0,0,6,0,0,7,6,0,2,-1,7,1,1,0,0,0,0,0,1
3517,5380,0,28,0,0,1,8,0,1,11,8,1,6,0,11,1,1,0,0,0,0,0,1
3497,5350,1,32,0,2,0,10,0,0,2,10,1,4,-1,2,0,0,0,1,0,0,0,1
4866,7416,0,26,0,1,0,1,0,1,2,1,-1,2,-1,2,1,0,1,0,0,0,0,0
6530,9955,0,39,0,0,0,1,0,0,0,1,-1,1,-1,0,1,1,0,0,0,0,0,0
5180,7900,0,57,1,0,0,9,0,0,12,9,1,4,-1,12,1,1,0,0,0,0,0,1
6424,9800,0,37,0,2,0,2,0,0,1,2,-1,1,-1,1,0,0,0,1,0,0,0,0
2369,3617,0,42,0,0,0,1,0,0,4,1,-1,1,-1,4,1,1,0,0,0,0,0,0
1771,2686,1,25,0,0,0,6,0,0,1,6,0,3,-1,1,0,1,0,0,0,0,0,0
1041,1599,1,37,0,2,0,1,0,0,0,1,-1,1,-1,0,0,0,0,1,0,0,0,0
1519,2327,0,47,1,0,4,9,0,1,14,9,1,4,-1,14,1,1,0,0,0,0,0,1
3916,5973,0,51,1,2,0,1,0,0,6,1,-1,1,-1,6,0,0,0,1,0,0,0,1
6482,9885,1,22,-1,0,0,7,0,0,0,7,0,5,0,0,0,1,0,0,0,0,0,0
3410,5209,0,26,0,2,0,3,0,0,0,3,-1,3,-1,0,0,0,0,1,0,0,0,0
1555,2386,0,28,0,0,0,4,0,0,0,4,-1,3,-1,0,1,1,0,0,0,0,0,1
1202,1846,0,20,-1,0,0,9,0,0,1,9,1,8,1,1,1,1,0,0,0,0,0,0
6407,9781,0,22,-1,2,0,9,0,0,6,9,1,7,0,6,0,0,0,1,0,0,0,1
7067,10774,0,47,1,0,0,1,0,0,7,1,-1,1,-1,7,1,1,0,0,0,0,0,1
6421,9797,0,30,0,0,0,4,0,0,2,4,-1,3,-1,2,1,1,0,0,0,0,0,1
987,1517,0,27,0,0,0,3,0,0,3,3,-1,2,-1,3,1,1,0,0,0,0,0,1
5369,8185,0,64,1,0,0,4,0,0,8,4,-1,2,-1,8,1,1,0,0,0,0,0,1
2281,3474,0,36,0,2,0,3,0,0,4,3,-1,2,-1,4,0,0,0,1,0,0,0,1
1998,3035,0,25,0,2,0,4,0,0,4,4,-1,4,-1,4,0,0,0,1,0,0,0,0
638,973,1,57,1,2,0,4,0,0,0,4,-1,1,-1,0,0,0,0,1,0,0,0,1
1606,2459,0,36,0,0,0,5,0,0,0,5,0,2,-1,0,1,1,0,0,0,0,0,0
671,1022,1,31,0,0,0,1,0,0,0,1,-1,1,-1,0,0,1,0,0,0,0,0,0
3028,4625,0,27,0,2,0,6,0,0,5,6,0,3,-1,5,0,0,0,1,0,0,0,0
5033,7667,0,36,0,2,0,2,0,0,1,2,-1,3,-1,1,0,0,0,1,0,0,0,0
3027,4624,0,32,0,0,0,8,0,0,2,8,1,6,0,2,1,1,0,0,0,0,0,1
3528,5394,0,56,1,2,0,2,0,0,3,2,-1,2,-1,3,0,0,0,1,0,0,0,0
1722,2615,0,57,1,0,0,1,0,0,0,1,-1,1,-1,0,1,1,0,0,0,0,0,0
4891,7448,1,31,0,0,0,3,0,0,0,3,-1,1,-1,0,0,1,0,0,0,0,0,0
3148,4811,0,65,1,2,0,2,0,0,3,2,-1,2,-1,3,0,0,0,1,0,0,0,0
1058,1626,0,26,0,0,0,3,0,0,0,3,-1,3,-1,0,1,1,0,0,0,0,0,1
924,1410,0,27,0,0,0,2,0,0,1,2,-1,3,-1,1,1,1,0,0,0,0,0,0
3958,6036,0,21,-1,5,0,4,0,0,0,4,-1,6,0,0,0,0,0,0,0,0,1,0
6451,9838,0,49,1,0,0,1,0,0,0,1,-1,1,-1,0,1,1,0,0,0,0,0,0
2604,3981,0,43,0,0,0,5,0,0,4,5,0,4,-1,4,1,1,0,0,0,0,0,1
6598,10059,1,43,0,0,0,7,0,0,6,7,0,3,-1,6,0,1,0,0,0,0,0,0
1249,1908,0,20,-1,2,0,10,0,0,0,10,1,9,1,0,0,0,0,1,0,0,0,1
7098,10831,1,27,0,2,0,8,0,0,0,8,1,6,0,0,0,0,0,1,0,0,0,1
1472,2258,1,21,-1,2,0,6,0,0,0,6,0,6,0,0,0,0,0,1,0,0,0,1
6322,9645,0,26,0,2,0,4,0,0,1,4,-1,3,-1,1,0,0,0,1,0,0,0,0
2531,3857,1,32,0,0,0,2,0,0,0,2,-1,1,-1,0,0,1,0,0,0,0,0,0
2065,3156,0,49,1,2,0,1,0,0,4,1,-1,2,-1,4,0,0,0,1,0,0,0,0
4305,6570,0,47,1,2,0,4,0,0,2,4,-1,1,-1,2,0,0,0,1,0,0,0,0
7176,10951,0,22,-1,1,0,3,0,1,0,3,-1,5,0,0,1,0,1,0,0,0,0,0
5285,8060,0,62,1,2,0,1,0,0,0,1,-1,1,-1,0,0,0,0,1,0,0,0,0
996,1532,0,59,1,1,0,1,0,0,1,1,-1,1,-1,1,1,0,1,0,0,0,0,0
4990,7596,0,29,0,0,3,2,0,0,6,2,-1,2,-1,6,1,1,0,0,0,0,0,0
5195,7917,0,47,1,0,0,8,0,0,17,8,1,2,-1,17,1,1,0,0,0,0,0,0
1149,1757,0,30,0,2,0,1,0,0,0,1,-1,2,-1,0,0,0,0,1,0,0,0,0
1287,1968,0,30,0,5,0,2,0,0,0,2,-1,2,-1,0,0,0,0,0,0,0,1,0
3017,4610,0,27,0,0,0,9,0,0,7,9,1,8,1,7,1,1,0,0,0,0,0,1
55,80,0,24,-1,0,0,4,0,0,2,4,-1,4,-1,2,1,1,0,0,0,0,0,1
2372,3620,1,53,1,2,0,1,0,0,0,1,-1,1,-1,0,0,0,0,1,0,0,0,0
2474,3769,0,54,1,2,0,1,0,0,0,1,-1,1,-1,0,0,0,0,1,0,0,0,0
6741,10281,1,63,1,2,0,1,0,0,0,1,-1,1,-1,0,0,0,0,1,0,0,0,0
6643,10132,0,31,0,2,0,1,0,0,2,1,-1,2,-1,2,0,0,0,1,0,0,0,1
5504,8389,0,27,0,2,0,9,0,0,4,9,1,9,1,4,0,0,0,1,0,0,0,0
6333,9663,1,29,0,0,0,4,0,0,1,4,-1,3,-1,1,0,1,0,0,0,0,0,0
2140,3280,1,27,0,0,0,5,0,0,3,5,0,3,-1,3,0,1,0,0,0,0,0,1
1019,1563,1,75,1,0,0,1,0,0,5,1,-1,1,-1,5,0,1,0,0,0,0,0,0
3151,4817,0,29,0,0,0,3,1,0,2,3,-1,4,-1,2,1,1,0,0,0,0,0,1
2993,4569,0,37,0,2,0,5,0,0,5,5,0,1,-1,5,0,0,0,1,0,0,0,0
1371,2103,0,28,0,0,0,4,0,1,2,4,-1,5,0,2,1,1,0,0,0,0,0,1
481,728,0,34,0,1,0,1,0,0,4,1,-1,1,-1,4,1,0,1,0,0,0,0,1
5011,7637,0,41,0,1,0,2,0,0,9,2,-1,1,-1,9,1,0,1,0,0,0,0,0
1885,2864,0,35,0,0,0,4,0,0,7,4,-1,2,-1,7,1,1,0,0,0,0,0,1
4367,6660,0,39,0,2,0,2,0,0,2,2,-1,2,-1,2,0,0,0,1,0,0,0,1
5656,8622,0,26,0,0,0,8,0,0,1,8,1,5,0,1,1,1,0,0,0,0,0,1
1042,1601,0,32,0,2,0,2,0,0,2,2,-1,2,-1,2,0,0,0,1,0,0,0,1
4712,7197,0,37,0,2,0,6,0,0,0,6,0,3,-1,0,0,0,0,1,0,0,0,0
5842,8905,0,52,1,2,0,1,0,0,0,1,-1,1,-1,0,0,0,0,1,0,0,0,0
3294,5048,1,26,0,0,0,5,0,0,5,5,0,6,0,5,0,1,0,0,0,0,0,1
4513,6894,0,29,0,0,0,5,0,0,2,5,0,3,-1,2,1,1,0,0,0,0,0,0
397,601,0,47,1,2,0,10,0,0,5,10,1,6,0,5,0,0,0,1,0,0,0,1
979,1506,1,36,0,2,0,9,0,0,4,9,1,3,-1,4,0,0,0,1,0,0,0,1
7188,10966,0,36,0,2,0,1,0,0,0,1,-1,1,-1,0,0,0,0,1,0,0,0,0
2070,3161,0,36,0,1,0,1,0,0,0,1,-1,1,-1,0,1,0,1,0,0,0,0,0
4859,7405,1,24,-1,2,0,10,0,0,9,10,1,8,1,9,0,0,0,1,0,0,0,1
3612,5518,0,31,0,2,0,1,0,0,1,1,-1,1,-1,1,0,0,0,1,0,0,0,0
3531,5399,0,57,1,2,0,1,0,0,0,1,-1,1,-1,0,0,0,0,1,0,0,0,0
2278,3465,0,49,1,5,0,1,0,0,2,1,-1,1,-1,2,0,0,0,0,0,0,1,0
1936,2935,0,69,1,2,0,1,0,0,0,1,-1,1,-1,0,0,0,0,1,0,0,0,0
6862,10454,0,34,0,0,0,6,0,0,12,6,0,2,-1,12,1,1,0,0,0,0,0,1
5335,8135,1,50,1,1,0,2,0,0,1,2,-1,1,-1,1,0,0,1,0,0,0,0,1
1381,2116,0,41,0,0,0,5,0,0,2,5,0,3,-1,2,1,1,0,0,0,0,0,0
1821,2760,0,36,0,0,0,5,0,0,2,5,0,4,-1,2,1,1,0,0,0,0,0,0
1785,2707,0,36,0,2,0,7,0,0,6,7,0,3,-1,6,0,0,0,1,0,0,0,0
6311,9630,0,33,0,2,0,1,0,0,0,1,-1,1,-1,0,0,0,0,1,0,0,0,0
623,951,0,31,0,0,0,1,0,0,1,1,-1,1,-1,1,1,1,0,0,0,0,0,0
694,1056,0,47,1,2,0,5,0,0,2,5,0,1,-1,2,0,0,0,1,0,0,0,1
6521,9941,0,25,0,1,0,3,0,0,1,3,-1,4,-1,1,1,0,1,0,0,0,0,1
5641,8602,0,24,-1,2,0,7,0,0,5,7,0,4,-1,5,0,0,0,1,0,0,0,1
2821,4314,0,28,0,0,0,7,1,0,14,7,0,8,1,14,1,1,0,0,0,0,0,1
6988,10645,0,31,0,0,0,7,0,0,0,7,0,3,-1,0,1,1,0,0,0,0,0,0
578,883,0,28,0,2,0,6,0,0,8,6,0,8,1,8,0,0,0,1,0,0,0,1
6467,9861,0,39,0,2,0,2,0,0,2,2,-1,2,-1,2,0,0,0,1,0,0,0,0
4078,6213,1,40,0,2,0,2,0,0,1,2,-1,1,-1,1,0,0,0,1,0,0,0,0
1191,1827,0,25,0,0,0,7,0,0,5,7,0,5,0,5,1,1,0,0,0,0,0,0
5611,8552,0,29,0,0,0,10,1,0,17,10,1,6,0,17,1,1,0,0,0,0,0,1
2153,3294,1,20,-1,5,0,5,0,0,0,5,0,7,0,0,0,0,0,0,0,0,1,1
1876,2852,0,25,0,0,0,8,0,0,0,8,1,6,0,0,1,1,0,0,0,0,0,0
5592,8520,0,29,0,0,0,6,0,0,6,6,0,5,0,6,1,1,0,0,0,0,0,1
2971,4533,0,23,-1,2,0,6,0,1,3,6,0,6,0,3,0,0,0,1,0,0,0,1
3324,5096,1,38,0,0,0,4,0,0,0,4,-1,1,-1,0,0,1,0,0,0,0,0,0
6159,9387,0,29,0,2,0,2,0,0,1,2,-1,3,-1,1,0,0,0,1,0,0,0,0
6662,10165,0,28,0,0,0,2,0,0,5,2,-1,2,-1,5,1,1,0,0,0,0,0,1
5063,7705,1,55,1,2,0,1,0,0,2,1,-1,1,-1,2,0,0,0,1,0,0,0,0
5208,7943,0,52,1,1,0,1,0,0,0,1,-1,1,-1,0,1,0,1,0,0,0,0,0
2100,3207,0,61,1,5,0,1,0,0,0,1,-1,1,-1,0,0,0,0,0,0,0,1,0
7039,10723,1,28,0,2,0,6,0,0,7,6,0,5,0,7,0,0,0,1,0,0,0,1
4785,7298,1,42,0,0,0,2,0,0,1,2,-1,1,-1,1,0,1,0,0,0,0,0,0
6133,9350,0,34,0,2,0,5,0,0,4,5,0,6,0,4,0,0,0,1,0,0,0,0
6980,10627,0,33,0,2,0,4,0,0,2,4,-1,2,-1,2,0,0,0,1,0,0,0,0
4200,6409,0,31,0,0,0,2,0,0,0,2,-1,2,-1,0,1,1,0,0,0,0,0,1
131,200,1,37,0,5,0,2,0,0,2,2,-1,1,-1,2,0,0,0,0,0,0,1,0
1986,3020,0,46,1,0,0,9,0,0,2,9,1,4,-1,2,1,1,0,0,0,0,0,0
556,851,0,63,1,2,0,1,0,0,1,1,-1,1,-1,1,0,0,0,1,0,0,0,0
2283,3476,0,28,0,0,0,8,0,0,6,8,1,3,-1,6,1,1,0,0,0,0,0,1
4760,7263,0,65,1,2,0,6,0,0,3,6,0,1,-1,3,0,0,0,1,0,0,0,0
1969,2990,0,55,1,2,0,1,0,0,0,1,-1,1,-1,0,0,0,0,1,0,0,0,0
335,499,0,28,0,2,0,5,0,0,1,5,0,3,-1,1,0,0,0,1,0,0,0,0
2534,3860,0,53,1,2,0,1,0,0,0,1,-1,1,-1,0,0,0,0,1,0,0,0,0
5399,8226,0,39,0,2,0,6,0,0,3,6,0,2,-1,3,0,0,0,1,0,0,0,1
2920,4459,0,21,-1,0,0,4,0,0,1,4,-1,6,0,1,1,1,0,0,0,0,0,0
5012,7638,0,34,0,1,0,1,0,0,2,1,-1,2,-1,2,1,0,1,0,0,0,0,1
1360,2089,0,29,0,0,0,1,0,0,0,1,-1,2,-1,0,1,1,0,0,0,0,0,0
4838,7373,0,40,0,0,0,9,0,0,15,9,1,7,0,15,1,1,0,0,0,0,0,1
259,381,0,23,-1,1,0,6,0,1,1,6,0,4,-1,1,1,0,1,0,0,0,0,1
6742,10283,0,27,0,0,0,5,0,0,6,5,0,3,-1,6,1,1,0,0,0,0,0,1
4270,6514,0,26,0,2,0,4,0,0,2,4,-1,7,0,2,0,0,0,1,0,0,0,0
5957,9091,0,38,0,5,0,1,0,0,0,1,-1,1,-1,0,0,0,0,0,0,0,1,1
4922,7495,0,49,1,2,0,8,0,0,4,8,1,3,-1,4,0,0,0,1,0,0,0,0
2448,3729,0,34,0,0,0,1,0,0,0,1,-1,1,-1,0,1,1,0,0,0,0,0,0
3165,4839,0,35,0,0,0,8,0,1,5,8,1,5,0,5,1,1,0,0,0,0,0,0
57,84,0,49,1,0,0,1,0,0,4,1,-1,1,-1,4,1,1,0,0,0,0,0,0
3104,4735,0,23,-1,0,0,7,0,0,0,7,0,8,1,0,1,1,0,0,0,0,0,0
2998,4581,0,60,1,0,0,9,0,0,10,9,1,4,-1,10,1,1,0,0,0,0,0,0
3179,4864,1,30,0,0,0,6,1,0,4,6,0,2,-1,4,0,1,0,0,0,0,0,0
7049,10749,1,29,0,0,0,2,0,0,0,2,-1,2,-1,0,0,1,0,0,0,0,0,0
5483,8356,1,25,0,2,0,4,0,0,1,4,-1,4,-1,1,0,0,0,1,0,0,0,1
1211,1859,1,34,0,0,0,3,0,0,0,3,-1,2,-1,0,0,1,0,0,0,0,0,0
3423,5227,0,48,1,0,0,8,0,0,10,8,1,6,0,10,1,1,0,0,0,0,0,0
3474,5316,0,26,0,0,0,3,0,0,1,3,-1,3,-1,1,1,1,0,0,0,0,0,1
5134,7817,0,27,0,1,0,2,0,0,0,2,-1,3,-1,0,1,0,1,0,0,0,0,0
5846,8910,0,27,0,0,0,4,0,0,0,4,-1,4,-1,0,1,1,0,0,0,0,0,1
1525,2336,0,20,-1,0,2,9,0,0,2,9,1,7,0,2,1,1,0,0,0,0,0,1
4249,6487,1,37,0,0,0,1,0,0,0,1,-1,1,-1,0,0,1,0,0,0,0,0,0
2413,3678,0,35,0,2,0,2,0,0,1,2,-1,1,-1,1,0,0,0,1,0,0,0,0
3690,5637,0,60,1,5,0,1,0,0,1,1,-1,1,-1,1,0,0,0,0,0,0,1,0
3973,6064,1,31,0,2,0,2,0,0,0,2,-1,2,-1,0,0,0,0,1,0,0,0,0
6964,10599,1,30,0,0,0,5,0,0,0,5,0,2,-1,0,0,1,0,0,0,0,0,1
3451,5276,0,48,1,2,0,1,0,0,1,1,-1,1,-1,1,0,0,0,1,0,0,0,0
913,1384,0,52,1,2,0,5,0,0,1,5,0,3,-1,1,0,0,0,1,0,0,0,0
1687,2569,0,26,0,2,0,2,0,0,0,2,-1,3,-1,0,0,0,0,1,0,0,0,0
498,758,1,22,-1,1,0,5,0,0,2,5,0,4,-1,2,0,0,1,0,0,0,0,1
331,494,0,21,-1,1,0,5,1,0,3,5,0,6,0,3,1,0,1,0,0,0,0,0
4370,6663,0,39,0,0,0,4,0,0,1,4,-1,2,-1,1,1,1,0,0,0,0,0,0
4860,7406,0,22,-1,0,0,9,0,0,1,9,1,9,1,1,1,1,0,0,0,0,0,1
2612,3991,0,29,0,1,0,2,0,0,0,2,-1,2,-1,0,1,0,1,0,0,0,0,0
1358,2085,0,33,0,2,0,2,0,0,0,2,-1,2,-1,0,0,0,0,1,0,0,0,1
888,1346,0,32,0,0,0,5,0,0,4,5,0,2,-1,4,1,1,0,0,0,0,0,0
4485,6847,1,28,0,0,0,7,0,0,4,7,0,3,-1,4,0,1,0,0,0,0,0,0
2775,4235,0,51,1,0,0,9,0,0,9,9,1,5,0,9,1,1,0,0,0,0,0,1
814,1233,0,26,0,2,0,4,0,0,8,4,-1,4,-1,8,0,0,0,1,0,0,0,0
5714,8710,1,34,0,0,0,2,0,0,1,2,-1,1,-1,1,0,1,0,0,0,0,0,0
4429,6759,0,30,0,0,4,9,0,0,12,9,1,6,0,12,1,1,0,0,0,0,0,1
2299,3501,0,24,-1,0,0,10,0,0,6,10,1,9,1,6,1,1,0,0,0,0,0,1
3035,4636,1,20,-1,0,0,6,0,0,1,6,0,7,0,1,0,1,0,0,0,0,0,1
4851,7393,0,20,-1,0,0,10,0,0,0,10,1,10,1,0,1,1,0,0,0,0,0,1
5782,8809,1,22,-1,1,0,5,0,0,1,5,0,5,0,1,0,0,1,0,0,0,0,0
6923,10543,0,51,1,2,0,1,0,0,2,1,-1,1,-1,2,0,0,0,1,0,0,0,1
967,1484,0,32,0,2,0,9,0,0,8,9,1,10,1,8,0,0,0,1,0,0,0,1
4035,6153,0,29,0,0,0,5,0,0,0,5,0,2,-1,0,1,1,0,0,0,0,0,0
3563,5443,0,25,0,0,1,9,0,0,2,9,1,7,0,2,1,1,0,0,0,0,0,0
5298,8082,0,59,1,0,0,8,0,0,8,8,1,6,0,8,1,1,0,0,0,0,0,1
3014,4605,0,31,0,5,0,1,0,0,3,1,-1,1,-1,3,0,0,0,0,0,0,1,1
1164,1786,0,41,0,0,2,9,1,0,9,9,1,5,0,9,1,1,0,0,0,0,0,0
5077,7728,0,34,0,0,2,9,0,0,8,9,1,7,0,8,1,1,0,0,0,0,0,1
5052,7689,0,28,0,0,0,8,0,0,8,8,1,7,0,8,1,1,0,0,0,0,0,1
2055,3138,0,33,0,0,0,6,0,0,11,6,0,2,-1,11,1,1,0,0,0,0,0,1
3932,5994,1,21,-1,0,0,8,0,0,0,8,1,7,0,0,0,1,0,0,0,0,0,1
4058,6183,1,23,-1,2,0,6,0,0,2,6,0,4,-1,2,0,0,0,1,0,0,0,0
5115,7790,0,26,0,0,0,8,1,1,8,8,1,7,0,8,1,1,0,0,0,0,0,1
4119,6284,0,21,-1,0,0,5,0,0,0,5,0,7,0,0,1,1,0,0,0,0,0,0
