id,sex,race,age,age_cat,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,decile_score.1,score_text,v_decile_score,v_score_text,priors_count.1,c_charge_degree,days_b_screening_arrest,length_of_stay,sensitive,y_charge_mean,charge_id_0,charge_id_1,charge_id_2,charge_id_3,charge_id_4,BlackLatinoMale,African-American,Hispanic,Caucasian,Native American,Asian,Other,y
848,0,0,23,-1,0,7,0,0,0,1,7,0,5,0,0,1,0,0,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
849,1,2,30,0,0,10,0,0,2,0,10,1,4,-1,2,1,-1,43,3,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
850,0,3,26,0,0,4,0,1,7,1,4,-1,4,-1,7,0,0,1,4,0.43504204,0,0,0,0,1,1,0,1,0,0,0,0,0
851,0,5,35,0,0,1,0,0,3,1,1,-1,2,-1,3,0,-1,1,6,0.43504204,0,0,0,0,1,0,0,0,0,0,0,1,1
852,0,2,38,0,0,6,0,0,1,1,6,0,3,-1,1,0,0,14,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
853,0,0,48,1,0,9,0,0,14,298,9,1,3,-1,14,1,23,142,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
854,0,2,26,0,0,2,0,0,0,1,2,-1,3,-1,0,0,-1,0,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
855,0,2,23,-1,0,7,0,1,2,0,7,0,6,0,2,1,0,13,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
856,1,2,34,0,0,6,0,0,1,1,6,0,2,-1,1,1,-1,12,3,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
857,0,2,20,-1,0,5,1,0,1,1,5,0,7,0,1,1,-1,1,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
858,0,5,63,1,0,4,0,0,23,1,4,-1,2,-1,23,1,-1,2,6,0.43504204,0,0,0,0,1,0,0,0,0,0,0,1,1
859,0,2,58,1,0,1,0,0,1,1,1,-1,1,-1,1,1,-1,79,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
860,1,2,35,0,0,3,0,0,4,30,3,-1,4,-1,4,1,-30,13,3,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
861,0,0,23,-1,0,7,0,0,3,1,7,0,5,0,3,1,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
862,0,2,40,0,0,1,0,0,1,21,1,-1,1,-1,1,1,-21,21,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
863,1,0,26,0,0,5,0,0,3,27,5,0,3,-1,3,1,-27,27,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,0
864,0,0,49,1,0,1,0,0,1,0,1,-1,1,-1,1,1,0,24,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
865,1,3,47,1,0,1,0,0,0,0,1,-1,1,-1,0,0,0,1,5,0.43504204,0,0,0,0,1,0,0,1,0,0,0,0,0
866,0,0,27,0,0,9,0,0,10,1,9,1,8,1,10,1,-1,7,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
867,1,2,52,1,0,1,0,0,0,1,1,-1,1,-1,0,0,0,0,3,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
868,0,0,51,1,0,2,0,0,1,1,2,-1,2,-1,1,1,-1,162,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
869,0,2,28,0,0,4,0,0,6,2,4,-1,3,-1,6,1,-2,2,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
870,0,0,57,1,0,1,0,0,0,1,1,-1,1,-1,0,1,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
871,0,0,34,0,0,9,0,0,27,1,9,1,7,0,27,1,-1,118,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
872,0,0,27,0,0,3,0,0,3,1,3,-1,2,-1,3,1,-1,12,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
873,0,2,31,0,0,7,0,0,1,1,7,0,2,-1,1,1,-1,32,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
874,0,0,37,0,0,2,0,0,8,1,2,-1,1,-1,8,1,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
875,0,0,28,0,0,6,1,0,8,1,6,0,6,0,8,1,-1,40,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
876,0,2,26,0,0,6,0,0,7,1,6,0,4,-1,7,1,-1,18,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
877,0,2,33,0,0,8,0,0,7,1,8,1,2,-1,7,1,-1,1,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
878,0,2,23,-1,0,4,0,3,0,2,4,-1,3,-1,0,0,-2,1,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
879,0,5,31,0,0,3,0,0,0,1,3,-1,3,-1,0,0,-1,1,6,0.43504204,0,0,0,0,1,0,0,0,0,0,0,1,0
880,0,3,19,-1,1,9,0,0,1,12,9,1,10,1,1,1,-12,4,4,0.43504204,0,0,0,0,1,1,0,1,0,0,0,0,0
881,0,2,32,0,0,1,0,0,0,0,1,-1,1,-1,0,1,0,0,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
882,0,2,66,1,0,1,0,0,1,1,1,-1,1,-1,1,1,-1,0,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
883,1,0,40,0,0,1,0,0,0,1,1,-1,1,-1,0,1,0,-1,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,0
884,0,0,59,1,0,2,0,0,4,1,2,-1,2,-1,4,0,0,0,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
885,0,0,22,-1,0,3,0,0,0,1,3,-1,6,0,0,1,-1,0,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
886,0,2,29,0,0,3,0,0,2,2,3,-1,2,-1,2,1,-2,2,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
887,0,0,27,0,0,8,0,0,0,1,8,1,7,0,0,1,-1,60,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
888,1,2,35,0,0,4,1,0,3,0,4,-1,2,-1,3,1,0,0,3,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
889,0,0,29,0,0,8,2,1,7,0,8,1,7,0,7,1,0,2,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
890,0,0,30,0,1,9,0,0,5,1,9,1,6,0,5,1,-1,2,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
891,0,0,23,-1,0,2,1,1,1,1,2,-1,4,-1,1,1,-1,2,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
892,0,2,22,-1,0,5,0,0,2,1,5,0,5,0,2,1,-1,3,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
893,0,0,21,-1,0,3,0,0,0,1,3,-1,5,0,0,0,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
894,1,2,43,0,0,2,0,0,0,2,2,-1,1,-1,0,0,-1,-1,3,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
895,0,0,43,0,0,3,0,0,1,1,3,-1,3,-1,1,1,0,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
896,0,0,25,0,0,2,0,0,1,1,2,-1,3,-1,1,1,-1,2,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
897,0,2,47,1,0,1,0,0,0,1,1,-1,1,-1,0,0,-1,1,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
898,1,0,21,-1,0,5,0,0,0,2,5,0,6,0,0,1,-2,0,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,0
899,0,2,54,1,0,1,0,0,0,1,1,-1,1,-1,0,0,0,-1,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
900,1,0,28,0,0,2,0,0,2,1,2,-1,2,-1,2,0,-1,1,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,0
901,0,3,37,0,0,1,0,0,3,1,1,-1,2,-1,3,1,-1,83,4,0.43504204,0,0,0,0,1,1,0,1,0,0,0,0,1
902,1,2,60,1,0,1,0,0,0,1,1,-1,1,-1,0,1,-1,1,3,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
903,0,0,22,-1,0,4,0,0,0,1,4,-1,5,0,0,1,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
904,0,0,29,0,0,2,0,0,0,1,2,-1,2,-1,0,1,-1,12,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
905,0,0,28,0,0,6,0,1,5,1,6,0,5,0,5,0,-1,27,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
906,0,2,33,0,0,1,0,0,0,1,1,-1,1,-1,0,1,-1,0,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
907,0,2,43,0,0,2,0,0,4,0,2,-1,4,-1,4,0,0,2,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
908,0,3,45,1,0,6,0,0,1,1,6,0,3,-1,1,0,-1,26,4,0.43504204,0,0,0,0,1,1,0,1,0,0,0,0,0
909,0,2,32,0,0,5,0,0,5,1,5,0,7,0,5,1,-1,65,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
910,0,0,23,-1,0,4,0,0,1,1,4,-1,3,-1,1,1,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
911,0,3,41,0,0,1,0,0,1,1,1,-1,1,-1,1,0,-1,113,4,0.43504204,0,0,0,0,1,1,0,1,0,0,0,0,0
912,0,5,25,0,20,10,0,0,24,1,10,1,6,0,24,1,-1,0,6,0.43504204,0,0,0,0,1,0,0,0,0,0,0,1,1
913,0,3,35,0,0,9,1,0,12,1,9,1,6,0,12,1,-1,10,4,0.43504204,0,0,0,0,1,1,0,1,0,0,0,0,0
914,0,1,24,-1,0,3,0,0,0,1,3,-1,4,-1,0,0,-1,1,6,0.43504204,0,0,0,0,1,0,0,0,0,0,1,0,0
915,0,3,28,0,0,4,0,0,0,1,4,-1,4,-1,0,1,-1,0,4,0.43504204,0,0,0,0,1,1,0,1,0,0,0,0,0
916,0,2,44,0,0,1,0,0,0,1,1,-1,1,-1,0,0,-1,0,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
917,0,0,39,0,0,7,0,0,5,1,7,0,4,-1,5,1,-1,4,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
918,1,3,46,1,0,1,0,0,2,1,1,-1,1,-1,2,1,-1,3,5,0.43504204,0,0,0,0,1,0,0,1,0,0,0,0,0
919,0,2,55,1,0,5,0,0,0,1,5,0,3,-1,0,0,-1,10,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
920,0,0,27,0,0,9,0,0,5,1,9,1,4,-1,5,1,-1,4,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
921,1,2,31,0,0,9,0,0,0,1,9,1,5,0,0,0,-1,4,3,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
922,0,0,21,-1,0,7,0,0,3,0,7,0,6,0,3,1,-1,4,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
923,1,0,26,0,0,2,0,0,0,1,2,-1,2,-1,0,0,0,-1,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,0
924,0,0,28,0,0,8,0,0,8,1,8,1,7,0,8,1,0,20,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
925,1,5,22,-1,0,4,0,0,0,1,4,-1,5,0,0,1,-1,2,7,0.43504204,0,0,0,0,1,0,0,0,0,0,0,1,0
926,0,0,23,-1,0,8,0,0,2,1,8,1,8,1,2,0,-1,2,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
927,1,0,49,1,0,7,0,0,14,1,7,0,3,-1,14,0,-1,122,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,1
928,0,2,41,0,0,6,0,0,9,1,6,0,2,-1,9,0,-1,32,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
929,0,0,25,0,0,3,0,0,1,1,3,-1,3,-1,1,0,0,0,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
930,0,2,58,1,0,1,0,0,0,1,1,-1,1,-1,0,0,-1,0,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
931,0,0,44,0,2,9,0,0,19,17,9,1,6,0,19,0,-17,17,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
932,1,0,39,0,0,5,0,0,0,1,5,0,2,-1,0,1,-1,2,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,1
933,0,2,43,0,0,4,0,0,0,1,4,-1,1,-1,0,0,-1,0,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
934,0,0,31,0,0,10,0,0,5,0,10,1,10,1,5,0,0,0,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
935,0,2,27,0,0,4,1,3,4,1,4,-1,6,0,4,0,-1,1,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
936,0,0,28,0,0,2,0,0,0,1,2,-1,2,-1,0,0,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
937,0,2,27,0,0,9,0,0,1,1,9,1,7,0,1,1,-1,1,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
938,0,0,24,-1,0,10,0,0,0,1,10,1,9,1,0,1,0,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
939,0,2,66,1,0,1,0,0,0,1,1,-1,1,-1,0,0,-1,0,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
940,0,3,53,1,0,8,0,0,9,1,8,1,5,0,9,1,-1,130,4,0.43504204,0,0,0,0,1,1,0,1,0,0,0,0,1
941,1,0,22,-1,0,7,0,0,0,1,7,0,5,0,0,0,0,0,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,1
942,0,1,51,1,0,1,0,0,1,1,1,-1,1,-1,1,1,-1,1,6,0.43504204,0,0,0,0,1,0,0,0,0,0,1,0,1
943,1,0,58,1,0,1,0,0,3,1,1,-1,1,-1,3,0,-18,18,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,0
944,0,0,22,-1,0,3,0,0,0,1,3,-1,6,0,0,1,-1,71,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
945,0,2,39,0,0,1,0,0,0,1,1,-1,1,-1,0,0,-1,0,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
946,0,2,46,1,0,7,0,0,10,1,7,0,5,0,10,1,-1,73,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
947,0,5,39,0,0,5,0,0,6,1,5,0,1,-1,6,1,-1,26,6,0.43504204,0,0,0,0,1,0,0,0,0,0,0,1,0
948,0,0,25,0,0,8,0,0,0,0,8,1,6,0,0,1,0,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
949,1,0,25,0,0,3,0,0,1,1,3,-1,3,-1,1,0,-1,0,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,1
950,0,0,26,0,0,6,0,0,6,1,6,0,6,0,6,1,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
951,0,0,25,0,0,9,0,1,2,1,9,1,8,1,2,1,-1,274,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
952,0,0,36,0,0,1,0,0,0,3,1,-1,1,-1,0,1,-3,0,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
953,0,5,21,-1,0,2,2,0,3,1,2,-1,4,-1,3,1,-1,0,6,0.43504204,0,0,0,0,1,0,0,0,0,0,0,1,1
954,0,0,35,0,0,4,0,0,7,24,4,-1,2,-1,7,1,-23,0,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
955,0,2,25,0,0,2,0,0,0,1,2,-1,3,-1,0,1,0,0,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
956,0,0,21,-1,0,9,0,1,0,1,9,1,9,1,0,1,-1,0,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
957,0,0,33,0,0,2,0,0,2,1,2,-1,2,-1,2,0,0,-1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
958,0,2,29,0,0,3,0,0,0,3,3,-1,1,-1,0,0,-2,0,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
959,0,0,27,0,0,7,0,0,9,1,7,0,5,0,9,1,-1,24,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
960,0,0,27,0,0,1,0,0,0,1,1,-1,2,-1,0,0,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
961,0,0,58,1,0,1,0,0,1,1,1,-1,1,-1,1,1,-1,60,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
962,1,2,31,0,0,3,0,0,0,5,3,-1,2,-1,0,0,-5,0,3,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
963,0,0,24,-1,0,7,0,0,3,1,7,0,7,0,3,0,-1,6,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
964,0,0,22,-1,0,6,0,0,3,1,6,0,5,0,3,1,0,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
965,0,0,23,-1,0,5,0,0,0,1,5,0,6,0,0,1,-1,3,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
966,0,0,30,0,0,10,3,0,18,1,10,1,8,1,18,0,-1,17,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
967,0,0,29,0,0,9,0,0,1,1,9,1,7,0,1,1,-1,290,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
968,0,2,38,0,0,4,0,0,2,0,4,-1,2,-1,2,1,0,47,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
969,0,5,36,0,0,1,0,0,0,1,1,-1,1,-1,0,0,0,-1,6,0.43504204,0,0,0,0,1,0,0,0,0,0,0,1,0
970,0,3,62,1,0,1,0,0,0,3,1,-1,1,-1,0,0,-2,1,4,0.43504204,0,0,0,0,1,1,0,1,0,0,0,0,0
971,0,0,23,-1,0,3,0,0,0,1,3,-1,4,-1,0,1,0,0,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
972,0,0,34,0,0,5,0,0,7,1,5,0,3,-1,7,1,-1,0,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
973,0,0,29,0,0,10,0,0,10,1,10,1,8,1,10,0,-1,108,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
974,0,0,26,0,0,8,0,0,8,0,8,1,5,0,8,1,0,0,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
975,0,0,25,0,0,3,0,0,1,23,3,-1,4,-1,1,1,-23,0,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
976,0,0,27,0,0,4,1,0,1,1,4,-1,3,-1,1,1,-1,8,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
977,0,2,20,-1,0,5,0,0,0,0,5,0,9,1,0,1,0,1,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
978,1,0,24,-1,0,6,0,0,6,1,6,0,7,0,6,0,-1,310,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,0
979,0,2,42,0,0,1,0,0,0,7,1,-1,1,-1,0,1,-7,2,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
980,0,2,25,0,0,3,0,0,1,1,3,-1,2,-1,1,1,-1,1,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
981,0,2,21,-1,0,4,0,0,0,1,4,-1,7,0,0,1,-1,0,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
982,0,0,30,0,0,2,0,0,1,0,2,-1,3,-1,1,0,0,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
983,0,2,46,1,0,5,0,0,9,1,5,0,2,-1,9,0,0,4,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
984,0,0,26,0,0,7,0,0,2,0,7,0,7,0,2,0,0,0,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
985,0,0,33,0,0,5,0,0,0,0,5,0,6,0,0,1,0,0,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
986,0,0,40,0,0,1,0,0,1,2,1,-1,2,-1,1,0,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
987,0,2,22,-1,0,2,0,0,1,1,2,-1,3,-1,1,1,-1,36,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
988,0,3,28,0,0,5,0,0,3,1,5,0,5,0,3,0,-1,0,4,0.43504204,0,0,0,0,1,1,0,1,0,0,0,0,0
989,0,0,31,0,0,3,0,0,4,1,3,-1,2,-1,4,0,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
990,0,0,50,1,0,1,0,0,0,1,1,-1,1,-1,0,1,-1,2,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
991,0,0,57,1,0,5,0,0,8,1,5,0,2,-1,8,1,-1,99,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
992,0,0,31,0,0,5,0,0,5,1,5,0,5,0,5,0,-1,0,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
993,0,0,44,0,0,8,0,0,9,28,8,1,6,0,9,1,-28,25,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
994,1,2,25,0,0,4,0,0,0,1,4,-1,3,-1,0,1,-1,1,3,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
995,0,0,51,1,0,3,0,0,5,4984,3,-1,3,-1,5,0,-1,0,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
996,0,2,50,1,0,1,0,0,0,1,1,-1,1,-1,0,1,-1,0,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
997,0,2,57,1,0,1,0,0,2,11,1,-1,1,-1,2,1,-11,2,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
998,1,0,42,0,0,1,0,0,0,0,1,-1,1,-1,0,1,0,0,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,0
999,0,3,20,-1,2,8,0,0,2,21,8,1,9,1,2,1,-21,21,4,0.43504204,0,0,0,0,1,1,0,1,0,0,0,0,1
1000,0,0,32,0,0,9,0,0,21,1,9,1,8,1,21,1,-1,64,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
1001,1,3,24,-1,0,4,0,0,0,0,4,-1,4,-1,0,0,0,0,5,0.43504204,0,0,0,0,1,0,0,1,0,0,0,0,0
1002,0,0,42,0,0,4,0,0,1,1,4,-1,2,-1,1,1,0,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
1003,0,0,29,0,0,8,0,0,8,0,8,1,4,-1,8,1,-1,13,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
1004,0,0,21,-1,0,6,0,0,1,1,6,0,6,0,1,1,-1,7,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
1005,0,2,46,1,0,1,0,0,1,1,1,-1,1,-1,1,0,-1,0,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
1006,0,2,50,1,0,2,0,0,0,0,2,-1,1,-1,0,0,0,14,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
1007,0,0,46,1,0,9,0,0,2,1,9,1,4,-1,2,1,-1,0,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
1008,0,0,35,0,0,5,0,0,4,1,5,0,6,0,4,0,-1,29,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
1009,0,0,30,0,0,9,1,0,14,1,9,1,7,0,14,1,-1,2,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
1010,0,0,46,1,0,1,0,0,5,1,1,-1,1,-1,5,1,-1,202,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
1011,0,2,29,0,0,10,0,0,7,1,10,1,8,1,7,1,-1,1,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
1012,0,0,32,0,0,4,0,1,8,1,4,-1,2,-1,8,1,-1,4,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
1013,0,5,31,0,0,6,0,0,5,1,6,0,4,-1,5,1,-1,3,6,0.43504204,0,0,0,0,1,0,0,0,0,0,0,1,0
1014,1,0,33,0,0,1,0,0,1,1,1,-1,2,-1,1,0,-1,1,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,0
1015,0,2,25,0,0,4,0,0,4,1,4,-1,4,-1,4,1,-1,183,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
1016,1,0,33,0,0,1,0,0,0,1,1,-1,1,-1,0,0,-1,1,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,0
1017,0,3,21,-1,0,5,0,0,1,1,5,0,9,1,1,1,-1,0,4,0.43504204,0,0,0,0,1,1,0,1,0,0,0,0,0
1018,0,0,56,1,0,1,0,0,1,22,1,-1,1,-1,1,1,-22,2,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
1019,0,2,38,0,0,3,0,0,0,1,3,-1,1,-1,0,0,-1,2,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
1020,1,0,40,0,0,1,0,0,4,1,1,-1,1,-1,4,0,-1,1,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,0
1021,0,0,28,0,0,4,0,1,4,1,4,-1,3,-1,4,1,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
1022,0,0,51,1,0,1,0,0,0,1,1,-1,1,-1,0,0,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
1023,0,0,35,0,0,2,0,0,2,1,2,-1,2,-1,2,0,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
1024,0,2,42,0,0,1,0,0,1,1,1,-1,1,-1,1,0,-1,2,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
1025,1,0,25,0,0,4,0,0,1,10,4,-1,4,-1,1,1,-10,0,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,0
1026,1,2,33,0,0,2,0,0,1,1,2,-1,2,-1,1,0,-1,0,3,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
1027,0,0,30,0,0,2,0,1,3,1,2,-1,2,-1,3,1,-1,0,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
1028,1,0,50,1,0,4,0,0,7,1,4,-1,1,-1,7,0,-1,1,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,0
1029,0,0,21,-1,0,5,0,0,0,1,5,0,7,0,0,1,-1,50,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
1030,0,3,31,0,0,10,0,0,16,1,10,1,6,0,16,1,0,482,4,0.43504204,0,0,0,0,1,1,0,1,0,0,0,0,1
1031,1,0,23,-1,0,4,0,0,0,1,4,-1,4,-1,0,0,-1,0,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,0
1032,0,0,25,0,0,6,0,0,1,0,6,0,6,0,1,1,0,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
