age,age_cat,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,decile_score.1,score_text,v_decile_score,v_score_text,priors_count.1,c_charge_degree,days_b_screening_arrest,length_of_stay,y,sensitive,y_charge_mean,charge_id_0,charge_id_1,charge_id_2,charge_id_3,charge_id_4
48,1,0,1,0,0,1,1.0,1,-1,1,-1,1,1,-1.0,2,0,6,0.4350420395985896,0,0,0,0,1
25,0,0,3,0,0,0,1.0,3,-1,4,-1,0,1,-1.0,1,0,0,0.4350420395985896,0,0,0,0,1
31,0,0,7,0,0,8,1.0,7,0,4,-1,8,0,-1.0,0,1,0,0.4350420395985896,0,0,0,0,1
43,0,0,1,0,0,1,1.0,1,-1,1,-1,1,1,-1.0,1,0,0,0.4350420395985896,0,0,0,0,1
30,0,0,1,0,0,0,0.0,1,-1,1,-1,0,0,0.0,0,0,0,0.4350420395985896,0,0,0,0,1
31,0,0,2,0,0,2,1.0,2,-1,2,-1,2,1,-1.0,1,0,1,0.4350420395985896,0,0,0,0,1
33,0,0,6,0,0,7,6.0,6,0,2,-1,7,0,-6.0,0,0,3,0.4350420395985896,0,0,0,0,1
46,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,0.0,2,1,3,0.4350420395985896,0,0,0,0,1
32,0,0,6,0,0,6,1.0,6,0,2,-1,6,1,-1.0,8,1,3,0.4350420395985896,0,0,0,0,1
23,-1,0,7,0,0,2,1.0,7,0,5,0,2,1,-1.0,1,1,1,0.4350420395985896,0,0,0,0,1
52,1,0,1,0,0,2,1.0,1,-1,1,-1,2,1,-1.0,1,0,6,0.4350420395985896,0,0,0,0,1
49,1,0,2,0,0,2,1.0,2,-1,1,-1,2,0,-1.0,1,0,2,0.4350420395985896,0,0,0,0,1
45,1,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,13,0,4,0.4350420395985896,0,0,0,0,1
21,-1,0,5,0,0,1,1.0,5,0,8,1,1,1,-1.0,11,1,0,0.4350420395985896,0,0,0,0,1
30,0,0,7,2,0,21,1.0,7,0,3,-1,21,1,-1.0,1,1,0,0.4350420395985896,0,0,0,0,1
28,0,2,10,1,0,11,1.0,10,1,5,0,11,1,-1.0,26,0,0,0.4350420395985896,0,0,0,0,1
24,-1,0,5,0,0,1,1.0,5,0,4,-1,1,1,-1.0,0,0,1,0.4350420395985896,0,0,0,0,1
21,-1,0,6,0,0,0,1.0,6,0,7,0,0,0,-1.0,0,0,6,0.4350420395985896,0,0,0,0,1
51,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,0.0,91,0,2,0.4350420395985896,0,0,0,0,1
25,0,0,7,1,0,6,0.0,7,0,5,0,6,0,-1.0,32,0,0,0.4350420395985896,0,0,0,0,1
19,-1,0,6,0,0,0,1.0,6,0,9,1,0,0,-1.0,2,1,2,0.4350420395985896,0,0,0,0,1
49,1,0,1,0,0,1,1.0,1,-1,1,-1,1,1,-1.0,20,1,2,0.4350420395985896,0,0,0,0,1
57,1,0,10,0,0,27,9.0,10,1,9,1,27,0,-9.0,9,0,0,0.4350420395985896,0,0,0,0,1
27,0,0,2,0,0,0,0.0,2,-1,3,-1,0,0,0.0,0,0,1,0.4350420395985896,0,0,0,0,1
66,1,0,1,0,0,1,1.0,1,-1,1,-1,1,0,-1.0,19,0,2,0.4350420395985896,0,0,0,0,1
21,-1,0,3,0,0,0,0.0,3,-1,6,0,0,1,0.0,0,0,2,0.4350420395985896,0,0,0,0,1
37,0,2,8,3,0,24,1.0,8,1,4,-1,24,1,-1.0,19,0,0,0.4350420395985896,0,0,0,0,1
64,1,0,4,0,0,0,1.0,4,-1,1,-1,0,1,-1.0,4,0,0,0.4350420395985896,0,0,0,0,1
61,1,0,1,0,0,1,1.0,1,-1,1,-1,1,0,-1.0,2,0,0,0.4350420395985896,0,0,0,0,1
49,1,0,2,0,0,8,10.0,2,-1,1,-1,8,1,-10.0,8,0,3,0.4350420395985896,0,0,0,0,1
23,-1,0,7,0,0,0,1.0,7,0,5,0,0,1,0.0,0,0,0,0.4350420395985896,0,0,0,0,1
30,0,0,10,0,0,2,0.0,10,1,4,-1,2,1,-1.0,43,1,3,0.4350420395985896,0,0,0,0,1
26,0,0,4,0,1,7,1.0,4,-1,4,-1,7,0,0.0,1,0,4,0.4350420395985896,0,0,0,0,1
35,0,0,1,0,0,3,1.0,1,-1,2,-1,3,0,-1.0,1,1,6,0.4350420395985896,0,0,0,0,1
38,0,0,6,0,0,1,1.0,6,0,3,-1,1,0,0.0,14,0,2,0.4350420395985896,0,0,0,0,1
48,1,0,9,0,0,14,298.0,9,1,3,-1,14,1,23.0,142,1,0,0.4350420395985896,0,0,0,0,1
26,0,0,2,0,0,0,1.0,2,-1,3,-1,0,0,-1.0,0,0,2,0.4350420395985896,0,0,0,0,1
23,-1,0,7,0,1,2,0.0,7,0,6,0,2,1,0.0,13,0,2,0.4350420395985896,0,0,0,0,1
34,0,0,6,0,0,1,1.0,6,0,2,-1,1,1,-1.0,12,1,3,0.4350420395985896,0,0,0,0,1
20,-1,0,5,1,0,1,1.0,5,0,7,0,1,1,-1.0,1,1,2,0.4350420395985896,0,0,0,0,1
63,1,0,4,0,0,23,1.0,4,-1,2,-1,23,1,-1.0,2,1,6,0.4350420395985896,0,0,0,0,1
58,1,0,1,0,0,1,1.0,1,-1,1,-1,1,1,-1.0,79,0,2,0.4350420395985896,0,0,0,0,1
35,0,0,3,0,0,4,30.0,3,-1,4,-1,4,1,-30.0,13,0,3,0.4350420395985896,0,0,0,0,1
23,-1,0,7,0,0,3,1.0,7,0,5,0,3,1,-1.0,1,0,0,0.4350420395985896,0,0,0,0,1
40,0,0,1,0,0,1,21.0,1,-1,1,-1,1,1,-21.0,21,0,2,0.4350420395985896,0,0,0,0,1
26,0,0,5,0,0,3,27.0,5,0,3,-1,3,1,-27.0,27,0,1,0.4350420395985896,0,0,0,0,1
49,1,0,1,0,0,1,0.0,1,-1,1,-1,1,1,0.0,24,0,0,0.4350420395985896,0,0,0,0,1
47,1,0,1,0,0,0,0.0,1,-1,1,-1,0,0,0.0,1,0,5,0.4350420395985896,0,0,0,0,1
27,0,0,9,0,0,10,1.0,9,1,8,1,10,1,-1.0,7,0,0,0.4350420395985896,0,0,0,0,1
52,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,0.0,0,0,3,0.4350420395985896,0,0,0,0,1
51,1,0,2,0,0,1,1.0,2,-1,2,-1,1,1,-1.0,162,0,0,0.4350420395985896,0,0,0,0,1
28,0,0,4,0,0,6,2.0,4,-1,3,-1,6,1,-2.0,2,0,2,0.4350420395985896,0,0,0,0,1
57,1,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,1,0,0,0.4350420395985896,0,0,0,0,1
34,0,0,9,0,0,27,1.0,9,1,7,0,27,1,-1.0,118,1,0,0.4350420395985896,0,0,0,0,1
27,0,0,3,0,0,3,1.0,3,-1,2,-1,3,1,-1.0,12,0,0,0.4350420395985896,0,0,0,0,1
31,0,0,7,0,0,1,1.0,7,0,2,-1,1,1,-1.0,32,1,2,0.4350420395985896,0,0,0,0,1
37,0,0,2,0,0,8,1.0,2,-1,1,-1,8,1,-1.0,1,0,0,0.4350420395985896,0,0,0,0,1
28,0,0,6,1,0,8,1.0,6,0,6,0,8,1,-1.0,40,0,0,0.4350420395985896,0,0,0,0,1
26,0,0,6,0,0,7,1.0,6,0,4,-1,7,1,-1.0,18,1,2,0.4350420395985896,0,0,0,0,1
33,0,0,8,0,0,7,1.0,8,1,2,-1,7,1,-1.0,1,1,2,0.4350420395985896,0,0,0,0,1
23,-1,0,4,0,3,0,2.0,4,-1,3,-1,0,0,-2.0,1,0,2,0.4350420395985896,0,0,0,0,1
31,0,0,3,0,0,0,1.0,3,-1,3,-1,0,0,-1.0,1,0,6,0.4350420395985896,0,0,0,0,1
19,-1,1,9,0,0,1,12.0,9,1,10,1,1,1,-12.0,4,0,4,0.4350420395985896,0,0,0,0,1
32,0,0,1,0,0,0,0.0,1,-1,1,-1,0,1,0.0,0,0,2,0.4350420395985896,0,0,0,0,1
66,1,0,1,0,0,1,1.0,1,-1,1,-1,1,1,-1.0,0,0,2,0.4350420395985896,0,0,0,0,1
40,0,0,1,0,0,0,1.0,1,-1,1,-1,0,1,0.0,-1,0,1,0.4350420395985896,0,0,0,0,1
59,1,0,2,0,0,4,1.0,2,-1,2,-1,4,0,0.0,0,0,0,0.4350420395985896,0,0,0,0,1
22,-1,0,3,0,0,0,1.0,3,-1,6,0,0,1,-1.0,0,0,0,0.4350420395985896,0,0,0,0,1
29,0,0,3,0,0,2,2.0,3,-1,2,-1,2,1,-2.0,2,0,2,0.4350420395985896,0,0,0,0,1
27,0,0,8,0,0,0,1.0,8,1,7,0,0,1,-1.0,60,1,0,0.4350420395985896,0,0,0,0,1
35,0,0,4,1,0,3,0.0,4,-1,2,-1,3,1,0.0,0,0,3,0.4350420395985896,0,0,0,0,1
29,0,0,8,2,1,7,0.0,8,1,7,0,7,1,0.0,2,1,0,0.4350420395985896,0,0,0,0,1
30,0,1,9,0,0,5,1.0,9,1,6,0,5,1,-1.0,2,1,0,0.4350420395985896,0,0,0,0,1
23,-1,0,2,1,1,1,1.0,2,-1,4,-1,1,1,-1.0,2,0,0,0.4350420395985896,0,0,0,0,1
22,-1,0,5,0,0,2,1.0,5,0,5,0,2,1,-1.0,3,0,2,0.4350420395985896,0,0,0,0,1
21,-1,0,3,0,0,0,1.0,3,-1,5,0,0,0,-1.0,1,0,0,0.4350420395985896,0,0,0,0,1
43,0,0,2,0,0,0,2.0,2,-1,1,-1,0,0,-1.0,-1,0,3,0.4350420395985896,0,0,0,0,1
43,0,0,3,0,0,1,1.0,3,-1,3,-1,1,1,0.0,1,0,0,0.4350420395985896,0,0,0,0,1
25,0,0,2,0,0,1,1.0,2,-1,3,-1,1,1,-1.0,2,0,0,0.4350420395985896,0,0,0,0,1
47,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,1,0,2,0.4350420395985896,0,0,0,0,1
21,-1,0,5,0,0,0,2.0,5,0,6,0,0,1,-2.0,0,0,1,0.4350420395985896,0,0,0,0,1
54,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,0.0,-1,0,2,0.4350420395985896,0,0,0,0,1
28,0,0,2,0,0,2,1.0,2,-1,2,-1,2,0,-1.0,1,0,1,0.4350420395985896,0,0,0,0,1
37,0,0,1,0,0,3,1.0,1,-1,2,-1,3,1,-1.0,83,1,4,0.4350420395985896,0,0,0,0,1
60,1,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,1,1,3,0.4350420395985896,0,0,0,0,1
22,-1,0,4,0,0,0,1.0,4,-1,5,0,0,1,-1.0,1,0,0,0.4350420395985896,0,0,0,0,1
29,0,0,2,0,0,0,1.0,2,-1,2,-1,0,1,-1.0,12,1,0,0.4350420395985896,0,0,0,0,1
28,0,0,6,0,1,5,1.0,6,0,5,0,5,0,-1.0,27,0,0,0.4350420395985896,0,0,0,0,1
33,0,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,0,1,2,0.4350420395985896,0,0,0,0,1
43,0,0,2,0,0,4,0.0,2,-1,4,-1,4,0,0.0,2,0,2,0.4350420395985896,0,0,0,0,1
45,1,0,6,0,0,1,1.0,6,0,3,-1,1,0,-1.0,26,0,4,0.4350420395985896,0,0,0,0,1
32,0,0,5,0,0,5,1.0,5,0,7,0,5,1,-1.0,65,1,2,0.4350420395985896,0,0,0,0,1
23,-1,0,4,0,0,1,1.0,4,-1,3,-1,1,1,-1.0,1,1,0,0.4350420395985896,0,0,0,0,1
41,0,0,1,0,0,1,1.0,1,-1,1,-1,1,0,-1.0,113,0,4,0.4350420395985896,0,0,0,0,1
25,0,20,10,0,0,24,1.0,10,1,6,0,24,1,-1.0,0,1,6,0.4350420395985896,0,0,0,0,1
35,0,0,9,1,0,12,1.0,9,1,6,0,12,1,-1.0,10,0,4,0.4350420395985896,0,0,0,0,1
24,-1,0,3,0,0,0,1.0,3,-1,4,-1,0,0,-1.0,1,0,6,0.4350420395985896,0,0,0,0,1
28,0,0,4,0,0,0,1.0,4,-1,4,-1,0,1,-1.0,0,0,4,0.4350420395985896,0,0,0,0,1
44,0,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,0,0,2,0.4350420395985896,0,0,0,0,1
39,0,0,7,0,0,5,1.0,7,0,4,-1,5,1,-1.0,4,0,0,0.4350420395985896,0,0,0,0,1
46,1,0,1,0,0,2,1.0,1,-1,1,-1,2,1,-1.0,3,0,5,0.4350420395985896,0,0,0,0,1
55,1,0,5,0,0,0,1.0,5,0,3,-1,0,0,-1.0,10,0,2,0.4350420395985896,0,0,0,0,1
27,0,0,9,0,0,5,1.0,9,1,4,-1,5,1,-1.0,4,1,0,0.4350420395985896,0,0,0,0,1
31,0,0,9,0,0,0,1.0,9,1,5,0,0,0,-1.0,4,0,3,0.4350420395985896,0,0,0,0,1
21,-1,0,7,0,0,3,0.0,7,0,6,0,3,1,-1.0,4,1,0,0.4350420395985896,0,0,0,0,1
26,0,0,2,0,0,0,1.0,2,-1,2,-1,0,0,0.0,-1,0,1,0.4350420395985896,0,0,0,0,1
28,0,0,8,0,0,8,1.0,8,1,7,0,8,1,0.0,20,1,0,0.4350420395985896,0,0,0,0,1
22,-1,0,4,0,0,0,1.0,4,-1,5,0,0,1,-1.0,2,0,7,0.4350420395985896,0,0,0,0,1
23,-1,0,8,0,0,2,1.0,8,1,8,1,2,0,-1.0,2,1,0,0.4350420395985896,0,0,0,0,1
49,1,0,7,0,0,14,1.0,7,0,3,-1,14,0,-1.0,122,1,1,0.4350420395985896,0,0,0,0,1
41,0,0,6,0,0,9,1.0,6,0,2,-1,9,0,-1.0,32,0,2,0.4350420395985896,0,0,0,0,1
25,0,0,3,0,0,1,1.0,3,-1,3,-1,1,0,0.0,0,0,0,0.4350420395985896,0,0,0,0,1
58,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,0,0,2,0.4350420395985896,0,0,0,0,1
44,0,2,9,0,0,19,17.0,9,1,6,0,19,0,-17.0,17,1,0,0.4350420395985896,0,0,0,0,1
39,0,0,5,0,0,0,1.0,5,0,2,-1,0,1,-1.0,2,1,1,0.4350420395985896,0,0,0,0,1
43,0,0,4,0,0,0,1.0,4,-1,1,-1,0,0,-1.0,0,0,2,0.4350420395985896,0,0,0,0,1
31,0,0,10,0,0,5,0.0,10,1,10,1,5,0,0.0,0,0,0,0.4350420395985896,0,0,0,0,1
27,0,0,4,1,3,4,1.0,4,-1,6,0,4,0,-1.0,1,1,2,0.4350420395985896,0,0,0,0,1
28,0,0,2,0,0,0,1.0,2,-1,2,-1,0,0,-1.0,1,1,0,0.4350420395985896,0,0,0,0,1
27,0,0,9,0,0,1,1.0,9,1,7,0,1,1,-1.0,1,0,2,0.4350420395985896,0,0,0,0,1
24,-1,0,10,0,0,0,1.0,10,1,9,1,0,1,0.0,1,1,0,0.4350420395985896,0,0,0,0,1
66,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,0,0,2,0.4350420395985896,0,0,0,0,1
53,1,0,8,0,0,9,1.0,8,1,5,0,9,1,-1.0,130,1,4,0.4350420395985896,0,0,0,0,1
22,-1,0,7,0,0,0,1.0,7,0,5,0,0,0,0.0,0,1,1,0.4350420395985896,0,0,0,0,1
51,1,0,1,0,0,1,1.0,1,-1,1,-1,1,1,-1.0,1,1,6,0.4350420395985896,0,0,0,0,1
58,1,0,1,0,0,3,1.0,1,-1,1,-1,3,0,-18.0,18,0,1,0.4350420395985896,0,0,0,0,1
22,-1,0,3,0,0,0,1.0,3,-1,6,0,0,1,-1.0,71,1,0,0.4350420395985896,0,0,0,0,1
39,0,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,0,0,2,0.4350420395985896,0,0,0,0,1
46,1,0,7,0,0,10,1.0,7,0,5,0,10,1,-1.0,73,1,2,0.4350420395985896,0,0,0,0,1
39,0,0,5,0,0,6,1.0,5,0,1,-1,6,1,-1.0,26,0,6,0.4350420395985896,0,0,0,0,1
25,0,0,8,0,0,0,0.0,8,1,6,0,0,1,0.0,1,0,0,0.4350420395985896,0,0,0,0,1
25,0,0,3,0,0,1,1.0,3,-1,3,-1,1,0,-1.0,0,1,1,0.4350420395985896,0,0,0,0,1
26,0,0,6,0,0,6,1.0,6,0,6,0,6,1,-1.0,1,0,0,0.4350420395985896,0,0,0,0,1
25,0,0,9,0,1,2,1.0,9,1,8,1,2,1,-1.0,274,0,0,0.4350420395985896,0,0,0,0,1
36,0,0,1,0,0,0,3.0,1,-1,1,-1,0,1,-3.0,0,0,0,0.4350420395985896,0,0,0,0,1
21,-1,0,2,2,0,3,1.0,2,-1,4,-1,3,1,-1.0,0,1,6,0.4350420395985896,0,0,0,0,1
35,0,0,4,0,0,7,24.0,4,-1,2,-1,7,1,-23.0,0,1,0,0.4350420395985896,0,0,0,0,1
25,0,0,2,0,0,0,1.0,2,-1,3,-1,0,1,0.0,0,0,2,0.4350420395985896,0,0,0,0,1
21,-1,0,9,0,1,0,1.0,9,1,9,1,0,1,-1.0,0,1,0,0.4350420395985896,0,0,0,0,1
33,0,0,2,0,0,2,1.0,2,-1,2,-1,2,0,0.0,-1,1,0,0.4350420395985896,0,0,0,0,1
29,0,0,3,0,0,0,3.0,3,-1,1,-1,0,0,-2.0,0,0,2,0.4350420395985896,0,0,0,0,1
27,0,0,7,0,0,9,1.0,7,0,5,0,9,1,-1.0,24,1,0,0.4350420395985896,0,0,0,0,1
27,0,0,1,0,0,0,1.0,1,-1,2,-1,0,0,-1.0,1,0,0,0.4350420395985896,0,0,0,0,1
58,1,0,1,0,0,1,1.0,1,-1,1,-1,1,1,-1.0,60,0,0,0.4350420395985896,0,0,0,0,1
31,0,0,3,0,0,0,5.0,3,-1,2,-1,0,0,-5.0,0,0,3,0.4350420395985896,0,0,0,0,1
24,-1,0,7,0,0,3,1.0,7,0,7,0,3,0,-1.0,6,0,0,0.4350420395985896,0,0,0,0,1
22,-1,0,6,0,0,3,1.0,6,0,5,0,3,1,0.0,1,1,0,0.4350420395985896,0,0,0,0,1
23,-1,0,5,0,0,0,1.0,5,0,6,0,0,1,-1.0,3,0,0,0.4350420395985896,0,0,0,0,1
30,0,0,10,3,0,18,1.0,10,1,8,1,18,0,-1.0,17,0,0,0.4350420395985896,0,0,0,0,1
29,0,0,9,0,0,1,1.0,9,1,7,0,1,1,-1.0,290,0,0,0.4350420395985896,0,0,0,0,1
38,0,0,4,0,0,2,0.0,4,-1,2,-1,2,1,0.0,47,1,2,0.4350420395985896,0,0,0,0,1
36,0,0,1,0,0,0,1.0,1,-1,1,-1,0,0,0.0,-1,0,6,0.4350420395985896,0,0,0,0,1
62,1,0,1,0,0,0,3.0,1,-1,1,-1,0,0,-2.0,1,0,4,0.4350420395985896,0,0,0,0,1
23,-1,0,3,0,0,0,1.0,3,-1,4,-1,0,1,0.0,0,1,0,0.4350420395985896,0,0,0,0,1
34,0,0,5,0,0,7,1.0,5,0,3,-1,7,1,-1.0,0,1,0,0.4350420395985896,0,0,0,0,1
29,0,0,10,0,0,10,1.0,10,1,8,1,10,0,-1.0,108,1,0,0.4350420395985896,0,0,0,0,1
26,0,0,8,0,0,8,0.0,8,1,5,0,8,1,0.0,0,1,0,0.4350420395985896,0,0,0,0,1
25,0,0,3,0,0,1,23.0,3,-1,4,-1,1,1,-23.0,0,1,0,0.4350420395985896,0,0,0,0,1
27,0,0,4,1,0,1,1.0,4,-1,3,-1,1,1,-1.0,8,0,0,0.4350420395985896,0,0,0,0,1
20,-1,0,5,0,0,0,0.0,5,0,9,1,0,1,0.0,1,1,2,0.4350420395985896,0,0,0,0,1
24,-1,0,6,0,0,6,1.0,6,0,7,0,6,0,-1.0,310,0,1,0.4350420395985896,0,0,0,0,1
42,0,0,1,0,0,0,7.0,1,-1,1,-1,0,1,-7.0,2,0,2,0.4350420395985896,0,0,0,0,1
25,0,0,3,0,0,1,1.0,3,-1,2,-1,1,1,-1.0,1,0,2,0.4350420395985896,0,0,0,0,1
21,-1,0,4,0,0,0,1.0,4,-1,7,0,0,1,-1.0,0,0,2,0.4350420395985896,0,0,0,0,1
30,0,0,2,0,0,1,0.0,2,-1,3,-1,1,0,0.0,1,0,0,0.4350420395985896,0,0,0,0,1
46,1,0,5,0,0,9,1.0,5,0,2,-1,9,0,0.0,4,0,2,0.4350420395985896,0,0,0,0,1
26,0,0,7,0,0,2,0.0,7,0,7,0,2,0,0.0,0,0,0,0.4350420395985896,0,0,0,0,1
33,0,0,5,0,0,0,0.0,5,0,6,0,0,1,0.0,0,1,0,0.4350420395985896,0,0,0,0,1
40,0,0,1,0,0,1,2.0,1,-1,2,-1,1,0,-1.0,1,0,0,0.4350420395985896,0,0,0,0,1
22,-1,0,2,0,0,1,1.0,2,-1,3,-1,1,1,-1.0,36,1,2,0.4350420395985896,0,0,0,0,1
28,0,0,5,0,0,3,1.0,5,0,5,0,3,0,-1.0,0,0,4,0.4350420395985896,0,0,0,0,1
31,0,0,3,0,0,4,1.0,3,-1,2,-1,4,0,-1.0,1,1,0,0.4350420395985896,0,0,0,0,1
50,1,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,2,0,0,0.4350420395985896,0,0,0,0,1
57,1,0,5,0,0,8,1.0,5,0,2,-1,8,1,-1.0,99,1,0,0.4350420395985896,0,0,0,0,1
31,0,0,5,0,0,5,1.0,5,0,5,0,5,0,-1.0,0,0,0,0.4350420395985896,0,0,0,0,1
44,0,0,8,0,0,9,28.0,8,1,6,0,9,1,-28.0,25,0,0,0.4350420395985896,0,0,0,0,1
25,0,0,4,0,0,0,1.0,4,-1,3,-1,0,1,-1.0,1,0,3,0.4350420395985896,0,0,0,0,1
51,1,0,3,0,0,5,4984.0,3,-1,3,-1,5,0,-1.0,0,0,0,0.4350420395985896,0,0,0,0,1
50,1,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,0,1,2,0.4350420395985896,0,0,0,0,1
57,1,0,1,0,0,2,11.0,1,-1,1,-1,2,1,-11.0,2,0,2,0.4350420395985896,0,0,0,0,1
42,0,0,1,0,0,0,0.0,1,-1,1,-1,0,1,0.0,0,0,1,0.4350420395985896,0,0,0,0,1
20,-1,2,8,0,0,2,21.0,8,1,9,1,2,1,-21.0,21,1,4,0.4350420395985896,0,0,0,0,1
32,0,0,9,0,0,21,1.0,9,1,8,1,21,1,-1.0,64,1,0,0.4350420395985896,0,0,0,0,1
24,-1,0,4,0,0,0,0.0,4,-1,4,-1,0,0,0.0,0,0,5,0.4350420395985896,0,0,0,0,1
42,0,0,4,0,0,1,1.0,4,-1,2,-1,1,1,0.0,1,0,0,0.4350420395985896,0,0,0,0,1
29,0,0,8,0,0,8,0.0,8,1,4,-1,8,1,-1.0,13,1,0,0.4350420395985896,0,0,0,0,1
21,-1,0,6,0,0,1,1.0,6,0,6,0,1,1,-1.0,7,0,0,0.4350420395985896,0,0,0,0,1
46,1,0,1,0,0,1,1.0,1,-1,1,-1,1,0,-1.0,0,1,2,0.4350420395985896,0,0,0,0,1
50,1,0,2,0,0,0,0.0,2,-1,1,-1,0,0,0.0,14,1,2,0.4350420395985896,0,0,0,0,1
46,1,0,9,0,0,2,1.0,9,1,4,-1,2,1,-1.0,0,0,0,0.4350420395985896,0,0,0,0,1
35,0,0,5,0,0,4,1.0,5,0,6,0,4,0,-1.0,29,0,0,0.4350420395985896,0,0,0,0,1
30,0,0,9,1,0,14,1.0,9,1,7,0,14,1,-1.0,2,1,0,0.4350420395985896,0,0,0,0,1
46,1,0,1,0,0,5,1.0,1,-1,1,-1,5,1,-1.0,202,1,0,0.4350420395985896,0,0,0,0,1
29,0,0,10,0,0,7,1.0,10,1,8,1,7,1,-1.0,1,1,2,0.4350420395985896,0,0,0,0,1
32,0,0,4,0,1,8,1.0,4,-1,2,-1,8,1,-1.0,4,0,0,0.4350420395985896,0,0,0,0,1
31,0,0,6,0,0,5,1.0,6,0,4,-1,5,1,-1.0,3,0,6,0.4350420395985896,0,0,0,0,1
33,0,0,1,0,0,1,1.0,1,-1,2,-1,1,0,-1.0,1,0,1,0.4350420395985896,0,0,0,0,1
25,0,0,4,0,0,4,1.0,4,-1,4,-1,4,1,-1.0,183,0,2,0.4350420395985896,0,0,0,0,1
33,0,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,1,0,1,0.4350420395985896,0,0,0,0,1
21,-1,0,5,0,0,1,1.0,5,0,9,1,1,1,-1.0,0,0,4,0.4350420395985896,0,0,0,0,1
56,1,0,1,0,0,1,22.0,1,-1,1,-1,1,1,-22.0,2,0,0,0.4350420395985896,0,0,0,0,1
38,0,0,3,0,0,0,1.0,3,-1,1,-1,0,0,-1.0,2,1,2,0.4350420395985896,0,0,0,0,1
40,0,0,1,0,0,4,1.0,1,-1,1,-1,4,0,-1.0,1,0,1,0.4350420395985896,0,0,0,0,1
28,0,0,4,0,1,4,1.0,4,-1,3,-1,4,1,-1.0,1,0,0,0.4350420395985896,0,0,0,0,1
51,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,1,0,0,0.4350420395985896,0,0,0,0,1
35,0,0,2,0,0,2,1.0,2,-1,2,-1,2,0,-1.0,1,0,0,0.4350420395985896,0,0,0,0,1
42,0,0,1,0,0,1,1.0,1,-1,1,-1,1,0,-1.0,2,0,2,0.4350420395985896,0,0,0,0,1
25,0,0,4,0,0,1,10.0,4,-1,4,-1,1,1,-10.0,0,0,1,0.4350420395985896,0,0,0,0,1
33,0,0,2,0,0,1,1.0,2,-1,2,-1,1,0,-1.0,0,0,3,0.4350420395985896,0,0,0,0,1
30,0,0,2,0,1,3,1.0,2,-1,2,-1,3,1,-1.0,0,0,0,0.4350420395985896,0,0,0,0,1
50,1,0,4,0,0,7,1.0,4,-1,1,-1,7,0,-1.0,1,0,1,0.4350420395985896,0,0,0,0,1
21,-1,0,5,0,0,0,1.0,5,0,7,0,0,1,-1.0,50,0,0,0.4350420395985896,0,0,0,0,1
31,0,0,10,0,0,16,1.0,10,1,6,0,16,1,0.0,482,1,4,0.4350420395985896,0,0,0,0,1
23,-1,0,4,0,0,0,1.0,4,-1,4,-1,0,0,-1.0,0,0,1,0.4350420395985896,0,0,0,0,1
25,0,0,6,0,0,1,0.0,6,0,6,0,1,1,0.0,1,0,0,0.4350420395985896,0,0,0,0,1
24,-1,0,5,0,0,1,1.0,5,0,4,-1,1,1,-1.0,1,0,3,0.4350420395985896,0,0,0,0,1
60,1,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,2,0,0,0.4350420395985896,0,0,0,0,1
30,0,0,2,0,0,2,1.0,2,-1,3,-1,2,1,-1.0,0,0,0,0.4350420395985896,0,0,0,0,1
32,0,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,0,0,7,0.4350420395985896,0,0,0,0,1
21,-1,0,4,0,1,0,1.0,4,-1,5,0,0,0,-1.0,0,1,2,0.4350420395985896,0,0,0,0,1
34,0,0,3,0,0,2,1.0,3,-1,2,-1,2,1,-1.0,9,1,4,0.4350420395985896,0,0,0,0,1
41,0,0,8,0,0,2,1.0,8,1,2,-1,2,1,-1.0,161,1,6,0.4350420395985896,0,0,0,0,1
23,-1,0,10,0,0,1,1.0,10,1,10,1,1,1,-1.0,15,1,0,0.4350420395985896,0,0,0,0,1
23,-1,0,6,0,0,3,1.0,6,0,5,0,3,1,-1.0,1,1,0,0.4350420395985896,0,0,0,0,1
56,1,0,2,0,0,1,1.0,2,-1,1,-1,1,1,-1.0,0,0,0,0.4350420395985896,0,0,0,0,1
