id,sex,race,age,age_cat,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,decile_score.1,score_text,v_decile_score,v_score_text,priors_count.1,c_charge_degree,days_b_screening_arrest,length_of_stay,y,sensitive,y_charge_mean,charge_id_0,charge_id_1,charge_id_2,charge_id_3,charge_id_4
1186,0,0,31,0,0,7,0,0,7,1.0,7,0,7,0,7,1,-1.0,77,1,0,0.4350420395985896,0,0,0,0,1
1187,0,0,20,-1,0,6,0,0,1,26.0,6,0,8,1,1,1,-26.0,16,1,0,0.4350420395985896,0,0,0,0,1
1188,0,2,28,0,0,3,0,0,0,0.0,3,-1,2,-1,0,0,0.0,13,0,2,0.4350420395985896,0,0,0,0,1
1189,0,2,67,1,0,1,0,0,3,1.0,1,-1,1,-1,3,1,-1.0,1,0,2,0.4350420395985896,0,0,0,0,1
1190,0,3,33,0,0,1,0,0,0,0.0,1,-1,1,-1,0,1,0.0,1,0,4,0.4350420395985896,0,0,0,0,1
1191,0,0,52,1,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,0,0,0,0.4350420395985896,0,0,0,0,1
1192,0,0,45,1,0,7,0,0,17,1.0,7,0,5,0,17,1,-1.0,46,1,0,0.4350420395985896,0,0,0,0,1
1193,0,2,22,-1,0,9,0,0,1,1.0,9,1,9,1,1,1,-1.0,1,0,2,0.4350420395985896,0,0,0,0,1
1194,0,2,40,0,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,0,1,2,0.4350420395985896,0,0,0,0,1
1195,0,0,42,0,0,1,0,0,1,1.0,1,-1,1,-1,1,1,-1.0,0,0,0,0.4350420395985896,0,0,0,0,1
1196,0,2,26,0,0,5,0,0,0,1.0,5,0,4,-1,0,0,-1.0,1,0,2,0.4350420395985896,0,0,0,0,1
1197,0,2,54,1,0,1,0,0,1,1.0,1,-1,1,-1,1,0,-1.0,1,1,2,0.4350420395985896,0,0,0,0,1
1198,0,2,61,1,0,4,0,0,1,0.0,4,-1,2,-1,1,1,0.0,1,0,2,0.4350420395985896,0,0,0,0,1
1199,0,2,57,1,0,1,0,0,0,1.0,1,-1,1,-1,0,1,0.0,27,0,2,0.4350420395985896,0,0,0,0,1
1200,0,2,24,-1,0,5,0,3,3,1.0,5,0,4,-1,3,0,-1.0,1,1,2,0.4350420395985896,0,0,0,0,1
1201,0,0,34,0,0,1,0,0,1,1.0,1,-1,2,-1,1,1,-1.0,0,0,0,0.4350420395985896,0,0,0,0,1
1202,0,0,44,0,0,1,0,0,0,1.0,1,-1,2,-1,0,1,-1.0,1,0,0,0.4350420395985896,0,0,0,0,1
1203,0,2,61,1,0,6,0,0,10,1.0,6,0,5,0,10,1,-1.0,22,0,2,0.4350420395985896,0,0,0,0,1
1204,0,0,26,0,0,9,0,0,1,1.0,9,1,7,0,1,1,-1.0,0,1,0,0.4350420395985896,0,0,0,0,1
1205,1,2,53,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,0,0,3,0.4350420395985896,0,0,0,0,1
1206,0,0,22,-1,0,7,0,0,1,1.0,7,0,6,0,1,1,-1.0,0,1,0,0.4350420395985896,0,0,0,0,1
1207,0,2,50,1,0,7,0,0,0,1.0,7,0,2,-1,0,1,-1.0,30,0,2,0.4350420395985896,0,0,0,0,1
1208,0,0,21,-1,0,7,0,0,0,1.0,7,0,7,0,0,1,-1.0,1,1,0,0.4350420395985896,0,0,0,0,1
1209,1,2,36,0,0,1,0,0,0,0.0,1,-1,1,-1,0,0,0.0,1,0,3,0.4350420395985896,0,0,0,0,1
1210,0,2,39,0,0,3,0,0,0,1.0,3,-1,2,-1,0,1,-1.0,54,0,2,0.4350420395985896,0,0,0,0,1
1211,0,0,29,0,0,2,0,0,0,1.0,2,-1,2,-1,0,0,0.0,0,0,0,0.4350420395985896,0,0,0,0,1
1212,0,2,26,0,0,6,0,0,0,1.0,6,0,2,-1,0,0,-1.0,0,0,2,0.4350420395985896,0,0,0,0,1
1213,0,0,23,-1,0,6,0,0,1,1.0,6,0,5,0,1,1,-1.0,2,1,0,0.4350420395985896,0,0,0,0,1
1214,0,2,34,0,0,1,0,0,0,1.0,1,-1,2,-1,0,0,-1.0,0,0,2,0.4350420395985896,0,0,0,0,1
1215,0,0,20,-1,0,3,0,0,0,1.0,3,-1,6,0,0,1,-1.0,1,0,0,0.4350420395985896,0,0,0,0,1
1216,0,0,49,1,0,6,0,0,10,1.0,6,0,3,-1,10,1,-1.0,43,1,0,0.4350420395985896,0,0,0,0,1
1217,0,0,26,0,0,2,0,0,0,1.0,2,-1,3,-1,0,1,-1.0,0,0,0,0.4350420395985896,0,0,0,0,1
1218,0,0,22,-1,0,9,0,0,0,1.0,9,1,7,0,0,0,-1.0,2,0,0,0.4350420395985896,0,0,0,0,1
1219,0,5,56,1,0,1,0,0,0,0.0,1,-1,1,-1,0,0,0.0,1,0,6,0.4350420395985896,0,0,0,0,1
1220,0,0,58,1,0,6,0,0,16,1.0,6,0,3,-1,16,1,-1.0,68,1,0,0.4350420395985896,0,0,0,0,1
1221,0,0,28,0,0,7,0,0,4,1.0,7,0,9,1,4,1,-1.0,29,0,0,0.4350420395985896,0,0,0,0,1
1222,1,0,31,0,0,2,0,0,0,1.0,2,-1,2,-1,0,0,-1.0,0,0,1,0.4350420395985896,0,0,0,0,1
1223,0,2,34,0,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,0,0,2,0.4350420395985896,0,0,0,0,1
1224,0,2,35,0,0,2,0,0,1,1.0,2,-1,1,-1,1,1,-1.0,2,0,2,0.4350420395985896,0,0,0,0,1
1225,1,0,52,1,0,9,0,0,8,1.0,9,1,7,0,8,1,-1.0,43,0,1,0.4350420395985896,0,0,0,0,1
1226,0,5,19,-1,0,9,0,0,0,1.0,9,1,9,1,0,0,-1.0,1,1,6,0.4350420395985896,0,0,0,0,1
1227,0,0,24,-1,0,2,0,0,0,1.0,2,-1,3,-1,0,0,0.0,1,0,0,0.4350420395985896,0,0,0,0,1
1228,0,0,21,-1,0,9,1,0,1,1.0,9,1,8,1,1,1,-1.0,1,0,0,0.4350420395985896,0,0,0,0,1
1229,0,2,54,1,0,1,0,0,0,1.0,1,-1,2,-1,0,0,-1.0,0,0,2,0.4350420395985896,0,0,0,0,1
1230,0,2,49,1,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,73,0,2,0.4350420395985896,0,0,0,0,1
1231,0,2,42,0,0,2,0,0,1,0.0,2,-1,1,-1,1,1,0.0,292,0,2,0.4350420395985896,0,0,0,0,1
1232,0,2,46,1,0,8,0,0,5,0.0,8,1,3,-1,5,1,0.0,-1,1,2,0.4350420395985896,0,0,0,0,1
1233,1,0,39,0,0,1,0,0,1,0.0,1,-1,1,-1,1,1,-1.0,0,0,1,0.4350420395985896,0,0,0,0,1
1234,1,0,38,0,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,4,0,1,0.4350420395985896,0,0,0,0,1
1235,0,0,19,-1,1,7,0,1,1,1.0,7,0,9,1,1,1,-1.0,1,1,0,0.4350420395985896,0,0,0,0,1
1236,0,2,28,0,0,2,0,0,0,1.0,2,-1,3,-1,0,1,-1.0,1,1,2,0.4350420395985896,0,0,0,0,1
1237,0,0,25,0,0,6,0,0,1,1.0,6,0,5,0,1,1,-1.0,28,1,0,0.4350420395985896,0,0,0,0,1
1238,0,2,53,1,0,1,0,0,1,1.0,1,-1,1,-1,1,0,-1.0,0,0,2,0.4350420395985896,0,0,0,0,1
1239,0,0,23,-1,0,9,1,0,2,1.0,9,1,9,1,2,1,-1.0,76,0,0,0.4350420395985896,0,0,0,0,1
1240,0,2,55,1,0,9,0,0,33,1.0,9,1,3,-1,33,1,-1.0,242,1,2,0.4350420395985896,0,0,0,0,1
1241,1,2,64,1,0,1,0,0,1,1.0,1,-1,1,-1,1,1,-1.0,1,0,3,0.4350420395985896,0,0,0,0,1
1242,0,0,23,-1,0,7,0,0,1,1.0,7,0,6,0,1,0,-1.0,27,1,0,0.4350420395985896,0,0,0,0,1
1243,1,3,41,0,0,1,0,0,0,1.0,1,-1,1,-1,0,1,0.0,0,0,5,0.4350420395985896,0,0,0,0,1
1244,0,0,34,0,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,2,0,0,0.4350420395985896,0,0,0,0,1
1245,0,3,24,-1,0,1,0,0,0,1.0,1,-1,3,-1,0,1,-1.0,1,1,4,0.4350420395985896,0,0,0,0,1
1246,0,0,26,0,0,1,0,0,1,1.0,1,-1,2,-1,1,0,-1.0,32,0,0,0.4350420395985896,0,0,0,0,1
1247,1,2,27,0,0,2,0,0,0,1.0,2,-1,2,-1,0,1,0.0,5,0,3,0.4350420395985896,0,0,0,0,1
1248,0,2,55,1,0,1,0,0,1,1.0,1,-1,1,-1,1,0,-1.0,1,0,2,0.4350420395985896,0,0,0,0,1
1249,0,0,36,0,0,5,0,0,15,0.0,5,0,1,-1,15,1,-1.0,1,0,0,0.4350420395985896,0,0,0,0,1
1250,0,0,23,-1,0,4,0,0,1,1.0,4,-1,6,0,1,1,-1.0,1,0,0,0.4350420395985896,0,0,0,0,1
1251,0,2,37,0,0,6,0,0,1,1.0,6,0,4,-1,1,0,-1.0,1,0,2,0.4350420395985896,0,0,0,0,1
1252,0,0,32,0,0,8,0,0,1,1.0,8,1,3,-1,1,1,-1.0,1,1,0,0.4350420395985896,0,0,0,0,1
1253,0,0,22,-1,0,6,0,0,1,1.0,6,0,4,-1,1,1,-1.0,1,1,0,0.4350420395985896,0,0,0,0,1
1254,1,0,31,0,0,8,0,0,14,1.0,8,1,8,1,14,1,-1.0,1,0,1,0.4350420395985896,0,0,0,0,1
1255,0,0,42,0,0,5,0,0,7,1.0,5,0,1,-1,7,1,-1.0,1,1,0,0.4350420395985896,0,0,0,0,1
1256,0,0,26,0,0,9,2,2,20,1.0,9,1,6,0,20,1,-1.0,29,1,0,0.4350420395985896,0,0,0,0,1
1257,1,0,36,0,0,1,0,0,1,1.0,1,-1,1,-1,1,0,0.0,-1,0,1,0.4350420395985896,0,0,0,0,1
1258,0,0,25,0,0,9,1,2,5,1.0,9,1,9,1,5,1,-1.0,155,1,0,0.4350420395985896,0,0,0,0,1
1259,0,2,24,-1,0,5,0,0,3,1.0,5,0,4,-1,3,1,-1.0,39,1,2,0.4350420395985896,0,0,0,0,1
1260,0,2,61,1,0,1,0,0,0,0.0,1,-1,1,-1,0,0,0.0,0,0,2,0.4350420395985896,0,0,0,0,1
1261,0,2,28,0,0,2,0,0,1,1.0,2,-1,3,-1,1,0,0.0,-1,1,2,0.4350420395985896,0,0,0,0,1
1262,0,2,24,-1,0,3,0,0,2,18.0,3,-1,5,0,2,0,-18.0,15,0,2,0.4350420395985896,0,0,0,0,1
1263,0,2,38,0,0,1,0,0,0,7.0,1,-1,1,-1,0,1,-7.0,7,0,2,0.4350420395985896,0,0,0,0,1
1264,0,0,27,0,0,7,0,0,1,1.0,7,0,8,1,1,1,-1.0,168,1,0,0.4350420395985896,0,0,0,0,1
1265,0,0,27,0,0,7,0,0,8,1.0,7,0,8,1,8,1,-1.0,49,1,0,0.4350420395985896,0,0,0,0,1
1266,0,2,61,1,0,1,0,0,0,0.0,1,-1,1,-1,0,0,0.0,2,0,2,0.4350420395985896,0,0,0,0,1
1267,0,0,47,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,0,1,0,0.4350420395985896,0,0,0,0,1
1268,0,0,27,0,0,1,0,0,1,1.0,1,-1,2,-1,1,0,-1.0,0,0,0,0.4350420395985896,0,0,0,0,1
1269,0,2,28,0,0,2,0,0,0,1.0,2,-1,2,-1,0,1,-1.0,1,1,2,0.4350420395985896,0,0,0,0,1
1270,1,2,31,0,0,5,0,0,1,1.0,5,0,4,-1,1,0,-1.0,10,1,3,0.4350420395985896,0,0,0,0,1
1271,0,2,26,0,0,4,0,0,9,0.0,4,-1,3,-1,9,0,0.0,1,1,2,0.4350420395985896,0,0,0,0,1
1272,0,0,53,1,0,2,0,0,2,1.0,2,-1,1,-1,2,1,-1.0,7,1,0,0.4350420395985896,0,0,0,0,1
1273,0,0,26,0,0,5,0,0,1,1.0,5,0,5,0,1,1,-1.0,22,1,0,0.4350420395985896,0,0,0,0,1
1274,0,0,25,0,0,4,0,0,2,23.0,4,-1,4,-1,2,1,-23.0,18,0,0,0.4350420395985896,0,0,0,0,1
1275,1,0,21,-1,0,8,3,1,4,463.0,8,1,8,1,4,0,-1.0,0,1,1,0.4350420395985896,0,0,0,0,1
1276,0,5,30,0,0,1,1,1,3,1.0,1,-1,1,-1,3,0,-1.0,0,0,6,0.4350420395985896,0,0,0,0,1
1277,0,0,27,0,0,5,0,0,2,1.0,5,0,4,-1,2,0,-1.0,9,1,0,0.4350420395985896,0,0,0,0,1
1278,1,0,26,0,0,2,0,0,0,1.0,2,-1,2,-1,0,0,-1.0,0,0,1,0.4350420395985896,0,0,0,0,1
1279,0,2,21,-1,0,8,0,0,0,1.0,8,1,7,0,0,1,-1.0,7,1,2,0.4350420395985896,0,0,0,0,1
1280,0,0,62,1,0,3,0,0,3,1.0,3,-1,1,-1,3,0,-1.0,1,1,0,0.4350420395985896,0,0,0,0,1
1281,0,2,56,1,0,2,0,0,1,0.0,2,-1,1,-1,1,1,0.0,1,0,2,0.4350420395985896,0,0,0,0,1
1282,0,3,35,0,0,1,0,0,2,8.0,1,-1,1,-1,2,1,-8.0,8,0,4,0.4350420395985896,0,0,0,0,1
1283,0,0,22,-1,0,3,0,0,1,1.0,3,-1,6,0,1,1,-1.0,15,1,0,0.4350420395985896,0,0,0,0,1
1284,1,0,33,0,0,6,0,0,3,1.0,6,0,4,-1,3,1,-1.0,9,1,1,0.4350420395985896,0,0,0,0,1
1285,0,2,53,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,1,0,2,0.4350420395985896,0,0,0,0,1
1286,0,2,32,0,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,0,0,2,0.4350420395985896,0,0,0,0,1
1287,0,2,26,0,0,2,0,0,0,1.0,2,-1,3,-1,0,0,-1.0,0,0,2,0.4350420395985896,0,0,0,0,1
1288,0,0,21,-1,0,10,0,0,0,1.0,10,1,7,0,0,0,-1.0,0,0,0,0.4350420395985896,0,0,0,0,1
1289,0,0,69,1,0,5,0,0,22,1.0,5,0,4,-1,22,0,-1.0,1,0,0,0.4350420395985896,0,0,0,0,1
1290,0,0,30,0,0,10,0,0,9,0.0,10,1,7,0,9,1,-1.0,196,1,0,0.4350420395985896,0,0,0,0,1
1291,0,2,21,-1,0,4,0,0,1,5.0,4,-1,5,0,1,1,-5.0,0,0,2,0.4350420395985896,0,0,0,0,1
1292,0,2,41,0,0,2,0,0,0,1.0,2,-1,1,-1,0,0,0.0,0,0,2,0.4350420395985896,0,0,0,0,1
1293,0,2,22,-1,0,3,0,0,0,2.0,3,-1,5,0,0,1,-2.0,1,0,2,0.4350420395985896,0,0,0,0,1
1294,0,2,50,1,0,1,0,0,2,1.0,1,-1,1,-1,2,0,-1.0,0,1,2,0.4350420395985896,0,0,0,0,1
1295,0,2,30,0,0,3,0,0,0,1.0,3,-1,3,-1,0,1,-1.0,0,1,2,0.4350420395985896,0,0,0,0,1
1296,0,0,30,0,0,8,0,0,11,1.0,8,1,4,-1,11,1,-1.0,2,1,0,0.4350420395985896,0,0,0,0,1
1297,1,0,59,1,0,2,0,0,0,1.0,2,-1,1,-1,0,0,-1.0,0,0,1,0.4350420395985896,0,0,0,0,1
1298,0,3,67,1,0,1,0,0,0,4.0,1,-1,1,-1,0,1,-3.0,0,0,4,0.4350420395985896,0,0,0,0,1
1299,0,0,25,0,0,5,0,0,5,1.0,5,0,4,-1,5,0,-1.0,0,1,0,0.4350420395985896,0,0,0,0,1
1300,0,3,45,1,0,6,0,0,8,1.0,6,0,3,-1,8,1,-1.0,1,0,4,0.4350420395985896,0,0,0,0,1
1301,0,0,22,-1,0,3,0,1,0,1.0,3,-1,6,0,0,1,0.0,-1,0,0,0.4350420395985896,0,0,0,0,1
1302,0,5,27,0,0,5,0,0,0,1.0,5,0,3,-1,0,0,-1.0,1,0,6,0.4350420395985896,0,0,0,0,1
1303,0,0,22,-1,0,3,0,2,0,1.0,3,-1,5,0,0,1,-1.0,13,1,0,0.4350420395985896,0,0,0,0,1
1304,0,2,45,1,0,2,0,0,2,1.0,2,-1,1,-1,2,0,-1.0,0,0,2,0.4350420395985896,0,0,0,0,1
1305,0,0,52,1,0,5,0,0,7,1.0,5,0,1,-1,7,1,-1.0,181,0,0,0.4350420395985896,0,0,0,0,1
1306,0,0,43,0,0,10,0,0,6,81.0,10,1,5,0,6,0,0.0,0,1,0,0.4350420395985896,0,0,0,0,1
1307,0,2,33,0,0,6,0,0,3,1.0,6,0,6,0,3,1,-1.0,1,0,2,0.4350420395985896,0,0,0,0,1
1308,0,0,26,0,1,10,0,0,3,1.0,10,1,9,1,3,1,-1.0,3,1,0,0.4350420395985896,0,0,0,0,1
1309,0,2,37,0,0,3,0,0,0,1.0,3,-1,1,-1,0,0,-1.0,1,0,2,0.4350420395985896,0,0,0,0,1
1310,0,0,38,0,0,1,0,0,1,8.0,1,-1,1,-1,1,1,-8.0,7,1,0,0.4350420395985896,0,0,0,0,1
1311,0,3,35,0,0,1,0,0,1,1.0,1,-1,1,-1,1,0,-1.0,0,1,4,0.4350420395985896,0,0,0,0,1
1312,0,5,40,0,0,1,0,0,1,0.0,1,-1,1,-1,1,1,0.0,0,0,6,0.4350420395985896,0,0,0,0,1
1313,0,0,21,-1,1,5,0,0,1,2.0,5,0,7,0,1,1,-2.0,0,0,0,0.4350420395985896,0,0,0,0,1
1314,0,2,37,0,0,4,0,0,0,1.0,4,-1,1,-1,0,0,-1.0,0,0,2,0.4350420395985896,0,0,0,0,1
1315,0,2,44,0,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,1,0,2,0.4350420395985896,0,0,0,0,1
1316,0,3,40,0,0,1,0,0,0,1.0,1,-1,1,-1,0,1,0.0,0,0,4,0.4350420395985896,0,0,0,0,1
1317,0,2,49,1,0,1,0,0,1,23.0,1,-1,1,-1,1,1,-22.0,1,0,2,0.4350420395985896,0,0,0,0,1
1318,0,0,21,-1,1,10,0,0,1,1.0,10,1,10,1,1,1,-1.0,1,1,0,0.4350420395985896,0,0,0,0,1
1319,0,2,31,0,0,7,0,0,6,1.0,7,0,3,-1,6,0,-1.0,10,0,2,0.4350420395985896,0,0,0,0,1
1320,0,2,28,0,0,2,0,0,1,1.0,2,-1,2,-1,1,0,-1.0,0,0,2,0.4350420395985896,0,0,0,0,1
1321,0,2,42,0,0,3,0,0,0,1.0,3,-1,1,-1,0,0,-1.0,2,0,2,0.4350420395985896,0,0,0,0,1
1322,0,0,34,0,0,7,0,0,0,0.0,7,0,8,1,0,0,0.0,29,1,0,0.4350420395985896,0,0,0,0,1
1323,0,3,29,0,0,6,1,0,17,1.0,6,0,7,0,17,1,0.0,2,1,4,0.4350420395985896,0,0,0,0,1
1324,0,2,25,0,0,5,0,0,2,1.0,5,0,4,-1,2,1,-1.0,0,1,2,0.4350420395985896,0,0,0,0,1
1325,1,0,32,0,0,3,0,0,0,1.0,3,-1,2,-1,0,0,-1.0,1,1,1,0.4350420395985896,0,0,0,0,1
1326,0,3,96,1,0,2,0,0,2,3.0,2,-1,1,-1,2,1,-3.0,0,1,4,0.4350420395985896,0,0,0,0,1
1327,0,3,29,0,0,2,0,0,0,1.0,2,-1,2,-1,0,0,-1.0,1,0,4,0.4350420395985896,0,0,0,0,1
1328,0,0,24,-1,0,3,0,0,1,1.0,3,-1,3,-1,1,1,-1.0,0,1,0,0.4350420395985896,0,0,0,0,1
1329,0,0,34,0,0,7,0,0,0,0.0,7,0,4,-1,0,1,0.0,241,1,0,0.4350420395985896,0,0,0,0,1
1330,0,0,48,1,0,1,0,0,2,1.0,1,-1,1,-1,2,1,0.0,1,1,0,0.4350420395985896,0,0,0,0,1
1331,0,0,41,0,0,1,0,0,1,1.0,1,-1,1,-1,1,1,-1.0,2,0,0,0.4350420395985896,0,0,0,0,1
1332,0,0,26,0,0,9,0,1,12,1.0,9,1,4,-1,12,0,-1.0,10,1,0,0.4350420395985896,0,0,0,0,1
1333,0,2,26,0,0,2,0,0,0,1.0,2,-1,3,-1,0,0,-1.0,1,0,2,0.4350420395985896,0,0,0,0,1
1334,1,0,27,0,0,3,0,0,1,1.0,3,-1,3,-1,1,1,0.0,44,0,1,0.4350420395985896,0,0,0,0,1
1335,0,2,35,0,0,2,0,0,4,1.0,2,-1,3,-1,4,0,-1.0,31,0,2,0.4350420395985896,0,0,0,0,1
1336,0,2,54,1,0,1,0,0,1,1.0,1,-1,1,-1,1,1,-1.0,0,0,2,0.4350420395985896,0,0,0,0,1
1337,0,0,20,-1,0,6,0,0,0,1.0,6,0,6,0,0,1,-1.0,0,0,0,0.4350420395985896,0,0,0,0,1
1338,0,2,27,0,0,6,0,0,0,3.0,6,0,5,0,0,1,-3.0,1,0,2,0.4350420395985896,0,0,0,0,1
1339,0,0,21,-1,0,7,0,0,1,1.0,7,0,7,0,1,1,-1.0,1,0,0,0.4350420395985896,0,0,0,0,1
1340,0,2,27,0,0,9,1,1,7,1.0,9,1,8,1,7,0,-1.0,2,1,2,0.4350420395985896,0,0,0,0,1
1341,0,0,34,0,1,8,0,0,11,1.0,8,1,4,-1,11,1,-1.0,1,1,0,0.4350420395985896,0,0,0,0,1
1342,0,0,39,0,0,1,0,0,1,6.0,1,-1,1,-1,1,1,-6.0,4,0,0,0.4350420395985896,0,0,0,0,1
1343,1,3,40,0,0,2,0,0,7,19.0,2,-1,1,-1,7,1,-19.0,6,1,5,0.4350420395985896,0,0,0,0,1
1344,1,0,35,0,0,4,0,0,0,1.0,4,-1,2,-1,0,0,-1.0,0,0,1,0.4350420395985896,0,0,0,0,1
1345,0,3,28,0,0,2,0,0,0,0.0,2,-1,4,-1,0,0,0.0,2,1,4,0.4350420395985896,0,0,0,0,1
1346,0,0,53,1,0,1,0,0,0,3.0,1,-1,1,-1,0,0,-3.0,0,0,0,0.4350420395985896,0,0,0,0,1
1347,0,0,26,0,0,8,0,0,0,1.0,8,1,4,-1,0,1,-1.0,0,0,0,0.4350420395985896,0,0,0,0,1
1348,0,0,31,0,0,5,1,0,3,0.0,5,0,5,0,3,1,0.0,0,0,0,0.4350420395985896,0,0,0,0,1
1349,0,2,24,-1,0,8,0,0,3,1.0,8,1,5,0,3,0,-1.0,1,1,2,0.4350420395985896,0,0,0,0,1
1350,0,2,45,1,0,6,0,0,19,1.0,6,0,7,0,19,1,-1.0,1,1,2,0.4350420395985896,0,0,0,0,1
1351,0,2,33,0,0,8,0,0,3,19.0,8,1,7,0,3,1,-19.0,14,1,2,0.4350420395985896,0,0,0,0,1
1352,0,0,28,0,0,5,0,0,2,1.0,5,0,6,0,2,1,0.0,1,1,0,0.4350420395985896,0,0,0,0,1
1353,0,0,37,0,0,2,0,0,3,1.0,2,-1,1,-1,3,0,-1.0,0,0,0,0.4350420395985896,0,0,0,0,1
1354,0,2,26,0,0,2,0,0,0,0.0,2,-1,3,-1,0,1,0.0,1,0,2,0.4350420395985896,0,0,0,0,1
1355,1,2,33,0,0,4,0,0,2,0.0,4,-1,2,-1,2,1,-1.0,14,0,3,0.4350420395985896,0,0,0,0,1
1356,0,2,23,-1,0,4,0,1,3,1.0,4,-1,4,-1,3,1,-1.0,41,1,2,0.4350420395985896,0,0,0,0,1
1357,0,0,41,0,0,1,0,0,0,1.0,1,-1,1,-1,0,1,0.0,177,0,0,0.4350420395985896,0,0,0,0,1
1358,0,0,41,0,0,5,0,0,13,1.0,5,0,5,0,13,1,-1.0,2,0,0,0.4350420395985896,0,0,0,0,1
1359,0,0,23,-1,0,5,0,0,0,1.0,5,0,6,0,0,1,-1.0,1,0,0,0.4350420395985896,0,0,0,0,1
1360,0,2,27,0,0,3,0,0,1,1.0,3,-1,2,-1,1,1,-1.0,1,0,2,0.4350420395985896,0,0,0,0,1
1361,0,2,24,-1,0,5,0,0,0,1.0,5,0,5,0,0,1,0.0,36,1,2,0.4350420395985896,0,0,0,0,1
1362,0,0,30,0,0,9,1,0,10,0.0,9,1,6,0,10,1,0.0,93,0,0,0.4350420395985896,0,0,0,0,1
1363,0,0,26,0,0,10,0,0,13,1.0,10,1,10,1,13,0,0.0,7,1,0,0.4350420395985896,0,0,0,0,1
1364,0,0,35,0,0,3,0,0,0,0.0,3,-1,1,-1,0,1,0.0,0,0,0,0.4350420395985896,0,0,0,0,1
1365,0,0,20,-1,0,4,0,0,1,22.0,4,-1,6,0,1,0,-22.0,0,0,0,0.4350420395985896,0,0,0,0,1
1366,0,2,24,-1,0,8,0,0,3,1.0,8,1,7,0,3,0,-1.0,8,1,2,0.4350420395985896,0,0,0,0,1
1367,0,0,31,0,0,10,2,0,8,1.0,10,1,10,1,8,0,-1.0,3,1,0,0.4350420395985896,0,0,0,0,1
1368,0,2,44,0,0,6,0,0,6,1.0,6,0,4,-1,6,1,-1.0,270,1,2,0.4350420395985896,0,0,0,0,1
1369,0,0,56,1,0,8,0,0,9,2644.0,8,1,5,0,9,0,0.0,0,0,0,0.4350420395985896,0,0,0,0,1
1370,0,0,21,-1,0,3,0,0,1,10.0,3,-1,6,0,1,1,-10.0,2,0,0,0.4350420395985896,0,0,0,0,1
1371,0,2,56,1,0,6,0,0,7,1.0,6,0,8,1,7,1,-1.0,194,1,2,0.4350420395985896,0,0,0,0,1
1372,0,2,39,0,0,1,0,0,2,26.0,1,-1,1,-1,2,0,-26.0,2,0,2,0.4350420395985896,0,0,0,0,1
1373,0,3,31,0,0,2,0,0,0,1.0,2,-1,2,-1,0,1,-1.0,1,0,4,0.4350420395985896,0,0,0,0,1
1374,1,0,28,0,0,5,0,0,3,16.0,5,0,4,-1,3,1,-16.0,16,0,1,0.4350420395985896,0,0,0,0,1
1375,0,0,20,-1,0,4,0,0,0,1.0,4,-1,7,0,0,0,-1.0,1,1,0,0.4350420395985896,0,0,0,0,1
1376,0,2,57,1,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,4,0,2,0.4350420395985896,0,0,0,0,1
1377,0,0,35,0,0,8,1,0,14,1.0,8,1,5,0,14,0,-1.0,0,1,0,0.4350420395985896,0,0,0,0,1
1378,0,0,48,1,0,1,0,0,0,0.0,1,-1,1,-1,0,1,0.0,2,0,0,0.4350420395985896,0,0,0,0,1
1379,0,0,21,-1,0,9,0,1,0,1.0,9,1,9,1,0,1,-1.0,2,0,0,0.4350420395985896,0,0,0,0,1
1380,0,0,52,1,0,1,0,0,1,22.0,1,-1,1,-1,1,0,-21.0,9,0,0,0.4350420395985896,0,0,0,0,1
1381,0,2,41,0,0,2,0,0,1,1.0,2,-1,1,-1,1,1,-1.0,1,1,2,0.4350420395985896,0,0,0,0,1
1382,1,2,25,0,0,5,0,0,1,1.0,5,0,4,-1,1,0,-1.0,0,1,3,0.4350420395985896,0,0,0,0,1
1383,0,0,54,1,0,1,0,0,0,0.0,1,-1,1,-1,0,0,0.0,0,1,0,0.4350420395985896,0,0,0,0,1
1384,0,0,25,0,4,10,0,0,13,8.0,10,1,9,1,13,1,-8.0,36,1,0,0.4350420395985896,0,0,0,0,1
1385,0,2,50,1,0,4,0,0,10,1.0,4,-1,2,-1,10,1,-1.0,0,0,2,0.4350420395985896,0,0,0,0,1
1386,0,2,35,0,0,3,0,0,2,0.0,3,-1,4,-1,2,0,0.0,0,0,2,0.4350420395985896,0,0,0,0,1
1387,0,2,28,0,0,9,0,0,7,1.0,9,1,10,1,7,1,-1.0,1,1,2,0.4350420395985896,0,0,0,0,1
