sex,race,age,age_cat,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,decile_score.1,score_text,v_decile_score,v_score_text,priors_count.1,c_charge_degree,days_b_screening_arrest,length_of_stay,c_charge_desc_id,two_year_recid
0,2,64,1,0,3,0,0,0,1.0,3,-1,2,-1,0,1,-1.0,108,2,0
1,2,21,-1,0,6,0,0,0,1.0,6,0,6,0,0,1,-1.0,0,4,1
0,0,36,0,0,3,0,0,5,795.0,3,-1,2,-1,5,1,17.0,11,4,0
1,0,50,1,0,1,0,0,1,1.0,1,-1,1,-1,1,1,-1.0,1,4,0
0,0,23,-1,0,3,0,0,0,1.0,3,-1,4,-1,0,0,0.0,0,1,1
0,4,28,0,0,3,0,0,2,1.0,3,-1,4,-1,2,1,-1.0,49,0,0
1,2,25,0,0,7,0,0,5,4.0,7,0,4,-1,5,1,-3.0,0,3,0
0,2,54,1,0,4,0,0,14,1.0,4,-1,3,-1,14,0,-1.0,28,1,1
0,5,37,0,0,1,0,0,6,1.0,1,-1,2,-1,6,0,-1.0,1,1,0
0,2,25,0,0,9,0,1,5,1.0,9,1,8,1,5,0,-1.0,14,4,1
0,2,63,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,0.0,3,1,1
0,0,35,0,0,7,0,0,2,1.0,7,0,4,-1,2,0,-1.0,1,1,0
0,3,26,0,0,1,0,0,0,1.0,1,-1,3,-1,0,0,-1.0,0,1,1
0,0,25,0,0,10,0,0,8,1.0,10,1,10,1,8,0,-1.0,1,1,1
0,2,33,0,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,0,1,0
0,0,29,0,0,3,0,0,7,1.0,3,-1,4,-1,7,1,-1.0,1,4,0
0,3,27,0,0,4,0,0,2,1.0,4,-1,3,-1,2,0,-1.0,0,3,0
0,0,37,0,1,9,0,1,12,1.0,9,1,10,1,12,0,-1.0,0,3,1
1,2,20,-1,0,10,2,1,3,1.0,10,1,8,1,3,0,-1.0,0,1,1
0,0,32,0,0,2,0,0,1,1.0,2,-1,2,-1,1,1,-1.0,1,3,1
0,2,72,1,0,1,0,0,1,23.0,1,-1,1,-1,1,0,-23.0,1,3,0
0,2,38,0,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,2,3,0
0,2,40,0,0,2,0,0,0,1.0,2,-1,1,-1,0,1,-1.0,0,3,0
0,2,23,-1,0,3,0,0,0,1.0,3,-1,4,-1,0,1,-1.0,0,4,0
0,2,21,-1,0,8,0,0,5,10.0,8,1,8,1,5,1,-10.0,1,0,1
0,2,27,0,0,7,0,0,4,0.0,7,0,4,-1,4,1,0.0,0,0,1
0,2,55,1,0,6,0,0,13,1.0,6,0,7,0,13,1,-1.0,0,3,1
1,2,41,0,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,0,1,0
0,2,56,1,0,1,0,0,1,1.0,1,-1,1,-1,1,0,-1.0,2,1,0
0,2,55,1,0,7,0,0,11,338.0,7,0,3,-1,11,0,-1.0,57,4,0
1,3,23,-1,0,6,0,0,0,3.0,6,0,5,0,0,1,-2.0,1,3,1
0,0,28,0,0,2,0,0,3,1.0,2,-1,2,-1,3,1,-1.0,0,0,0
0,5,31,0,0,2,0,0,2,1.0,2,-1,4,-1,2,1,-1.0,13,4,1
0,2,53,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,0,1,0
0,0,27,0,0,5,0,0,6,1.0,5,0,4,-1,6,1,-1.0,10,3,1
0,2,22,-1,0,5,0,0,0,1.0,5,0,6,0,0,1,-1.0,0,4,1
1,0,22,-1,0,4,0,1,0,1.0,4,-1,4,-1,0,1,-1.0,0,4,1
0,0,33,0,0,6,0,0,7,1.0,6,0,7,0,7,0,-1.0,1,0,1
0,0,34,0,0,7,0,0,15,6.0,7,0,7,0,15,1,-6.0,6,4,0
0,3,22,-1,0,3,0,0,0,0.0,3,-1,5,0,0,0,0.0,0,1,1
0,0,32,0,0,8,0,0,12,1.0,8,1,6,0,12,1,-1.0,1,3,0
0,0,47,1,4,9,0,1,14,1.0,9,1,4,-1,14,1,-1.0,0,4,1
0,1,24,-1,0,2,0,0,0,1.0,2,-1,3,-1,0,0,0.0,0,3,0
0,0,25,0,0,10,4,4,14,1.0,10,1,7,0,14,1,-1.0,83,4,1
0,2,56,1,0,1,0,0,0,1.0,1,-1,1,-1,0,1,0.0,-1,1,0
0,3,36,0,0,4,0,0,1,22.0,4,-1,4,-1,1,1,30.0,106,1,1
0,0,28,0,0,6,0,0,4,1.0,6,0,5,0,4,1,0.0,21,1,1
0,0,20,-1,2,9,0,0,2,1.0,9,1,7,0,2,1,-1.0,0,4,1
0,3,59,1,0,1,0,0,0,2.0,1,-1,1,-1,0,0,-2.0,1,3,0
1,0,29,0,0,8,0,0,11,1.0,8,1,5,0,11,1,-1.0,0,3,0
0,2,72,1,0,1,0,0,3,5.0,1,-1,1,-1,3,1,-5.0,4,4,0
1,0,24,-1,0,7,0,0,2,1.0,7,0,8,1,2,0,-1.0,14,1,1
0,0,45,1,0,9,0,0,3,35.0,9,1,1,-1,3,1,6.0,36,0,0
0,0,30,0,0,10,0,0,7,1.0,10,1,10,1,7,0,0.0,2,1,1
0,0,45,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,0,1,0
0,2,47,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,0,1,0
0,0,24,-1,0,3,0,0,0,1.0,3,-1,4,-1,0,1,-1.0,9,0,1
0,0,20,-1,0,3,0,0,0,1.0,3,-1,6,0,0,0,-1.0,2,1,1
0,2,51,1,0,1,0,0,6,0.0,1,-1,1,-1,6,1,0.0,0,4,1
1,2,49,1,0,2,0,0,2,1.0,2,-1,1,-1,2,0,-1.0,11,0,1
0,2,41,0,0,1,0,0,5,1.0,1,-1,1,-1,5,1,-1.0,1,4,0
0,2,49,1,0,3,0,0,1,17.0,3,-1,1,-1,1,1,-16.0,12,1,0
0,3,26,0,0,1,0,0,0,1.0,1,-1,2,-1,0,0,-1.0,0,1,0
1,0,28,0,0,3,0,0,0,1.0,3,-1,3,-1,0,0,-1.0,1,1,0
0,2,33,0,0,2,0,0,2,1.0,2,-1,2,-1,2,0,-1.0,1,4,0
0,0,46,1,0,7,0,0,0,1.0,7,0,4,-1,0,1,0.0,0,4,0
0,0,21,-1,0,4,0,0,0,1.0,4,-1,6,0,0,0,-1.0,1,2,0
0,0,26,0,0,9,1,3,14,1.0,9,1,8,1,14,1,0.0,-1,3,1
0,3,48,1,0,1,0,0,1,169.0,1,-1,1,-1,1,1,2.0,126,4,1
0,0,58,1,0,6,0,0,24,0.0,6,0,1,-1,24,1,0.0,3,4,1
0,5,29,0,0,1,0,0,0,1.0,1,-1,2,-1,0,1,-1.0,1,3,0
1,0,20,-1,0,10,0,3,2,1.0,10,1,9,1,2,1,-1.0,23,4,1
0,0,28,0,0,4,0,0,0,1.0,4,-1,3,-1,0,0,0.0,0,3,1
0,2,21,-1,0,8,0,0,0,1.0,8,1,10,1,0,1,0.0,4,4,1
0,5,26,0,0,7,0,0,0,1.0,7,0,5,0,0,1,-1.0,0,4,0
0,0,34,0,0,1,0,0,3,4.0,1,-1,1,-1,3,0,-4.0,0,4,0
0,0,32,0,2,8,0,0,15,1.0,8,1,5,0,15,1,-1.0,7,4,1
0,0,38,0,0,4,0,1,10,1.0,4,-1,3,-1,10,1,0.0,10,1,1
0,0,22,-1,0,3,0,0,0,1.0,3,-1,5,0,0,1,-1.0,1,4,0
0,2,42,0,0,5,0,0,2,1.0,5,0,3,-1,2,1,-1.0,0,3,1
1,2,57,1,0,4,0,0,0,1.0,4,-1,1,-1,0,0,-1.0,1,4,0
1,2,56,1,0,1,0,0,1,20.0,1,-1,1,-1,1,1,-20.0,1,1,0
0,3,32,0,0,5,0,0,2,0.0,5,0,2,-1,2,0,0.0,0,0,1
0,0,30,0,0,8,2,2,11,1.0,8,1,3,-1,11,1,-1.0,0,1,0
0,0,29,0,0,1,0,0,2,1.0,1,-1,1,-1,2,0,-1.0,0,4,0
0,0,46,1,0,7,0,1,15,1.0,7,0,1,-1,15,1,-1.0,6,4,1
1,0,24,-1,0,3,0,0,0,1.0,3,-1,4,-1,0,1,-1.0,0,1,0
1,0,70,1,0,1,0,0,1,1.0,1,-1,1,-1,1,1,-1.0,1,4,0
0,3,21,-1,0,6,0,0,0,0.0,6,0,6,0,0,1,0.0,0,0,1
1,2,45,1,0,1,0,0,1,11.0,1,-1,1,-1,1,0,-11.0,0,1,0
1,3,33,0,0,4,0,0,2,1.0,4,-1,2,-1,2,0,-1.0,2,0,0
1,0,39,0,0,5,1,0,6,1.0,5,0,2,-1,6,1,0.0,0,4,0
0,2,25,0,0,4,1,0,6,16.0,4,-1,3,-1,6,1,-16.0,1,4,0
0,3,48,1,0,1,0,0,1,1.0,1,-1,1,-1,1,0,0.0,1,3,0
0,2,46,1,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,0,2,0
0,2,28,0,0,2,0,0,0,1.0,2,-1,3,-1,0,0,0.0,2,1,1
0,0,27,0,0,2,0,0,1,1.0,2,-1,2,-1,1,1,-1.0,1,4,0
0,2,43,0,0,7,0,0,11,227.0,7,0,4,-1,11,1,16.0,76,3,1
0,0,30,0,0,10,0,0,9,0.0,10,1,7,0,9,1,0.0,50,3,1
0,2,29,0,0,3,0,0,1,22.0,3,-1,2,-1,1,1,-22.0,0,3,0
0,0,54,1,0,1,0,0,8,1.0,1,-1,1,-1,8,1,0.0,-1,3,1
1,2,20,-1,0,4,0,0,0,0.0,4,-1,6,0,0,1,0.0,0,3,0
0,0,29,0,0,1,0,0,0,1.0,1,-1,2,-1,0,1,-1.0,0,1,0
0,1,67,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,0,1,0
0,5,25,0,0,2,0,0,0,1.0,2,-1,3,-1,0,1,-1.0,0,2,0
0,0,24,-1,0,9,2,1,8,1.0,9,1,9,1,8,1,-1.0,0,4,1
0,5,29,0,0,6,0,0,3,1.0,6,0,2,-1,3,1,-1.0,177,4,0
0,0,45,1,0,6,0,0,2,345.0,6,0,2,-1,2,0,-1.0,28,0,0
0,0,31,0,0,5,0,0,5,1.0,5,0,2,-1,5,1,-1.0,11,4,1
0,2,23,-1,0,3,0,0,0,1.0,3,-1,4,-1,0,1,-1.0,7,1,1
0,0,21,-1,0,8,0,0,0,1.0,8,1,9,1,0,1,-1.0,8,4,1
0,2,61,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,0,3,0
1,2,51,1,0,7,0,0,5,1.0,7,0,1,-1,5,0,-1.0,20,1,1
0,5,32,0,0,1,0,0,1,15.0,1,-1,1,-1,1,1,-15.0,15,1,0
0,2,43,0,0,6,0,0,9,2.0,6,0,1,-1,9,1,-2.0,0,3,0
0,5,32,0,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,1,1,0
0,0,36,0,0,5,0,0,0,1.0,5,0,2,-1,0,1,-1.0,0,4,0
0,2,58,1,0,4,0,0,3,0.0,4,-1,1,-1,3,1,0.0,15,4,1
0,0,57,1,0,9,0,0,12,1.0,9,1,6,0,12,1,-1.0,50,3,0
0,0,37,0,0,7,0,0,2,0.0,7,0,6,0,2,1,0.0,0,3,0
0,0,44,0,0,6,0,0,6,1.0,6,0,2,-1,6,1,-1.0,1,4,0
0,0,45,1,0,7,0,0,8,0.0,7,0,4,-1,8,1,-1.0,0,4,1
0,5,48,1,0,1,0,0,1,1.0,1,-1,1,-1,1,1,-1.0,2,4,0
0,0,26,0,0,8,1,1,13,1.0,8,1,4,-1,13,1,0.0,-1,4,1
0,2,34,0,1,6,0,0,9,1.0,6,0,5,0,9,1,-1.0,1,0,1
0,0,25,0,0,3,0,0,0,1.0,3,-1,4,-1,0,1,-1.0,1,1,0
0,0,31,0,0,7,0,0,8,1.0,7,0,4,-1,8,0,-1.0,0,1,1
0,0,43,0,0,1,0,0,1,1.0,1,-1,1,-1,1,1,-1.0,1,4,0
0,0,30,0,0,1,0,0,0,0.0,1,-1,1,-1,0,0,0.0,0,1,0
0,2,50,1,0,1,0,0,0,2.0,1,-1,1,-1,0,0,-2.0,0,3,0
1,0,31,0,0,2,0,0,2,1.0,2,-1,2,-1,2,1,-1.0,1,4,0
1,2,33,0,0,6,0,0,7,6.0,6,0,2,-1,7,0,-6.0,0,1,0
0,0,32,0,0,5,0,0,1,1.0,5,0,5,0,1,1,-1.0,19,4,1
1,2,46,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,0.0,2,1,1
0,3,22,-1,0,6,0,0,0,1.0,6,0,7,0,0,1,-1.0,1,0,0
0,0,37,0,0,5,0,0,8,1.0,5,0,1,-1,8,1,-1.0,1,4,1
1,2,32,0,0,6,0,0,6,1.0,6,0,2,-1,6,1,-1.0,8,4,1
1,0,23,-1,0,7,0,0,2,1.0,7,0,5,0,2,1,-1.0,1,4,1
0,2,21,-1,0,5,0,0,0,1.0,5,0,7,0,0,1,0.0,-1,3,0
0,5,52,1,0,1,0,0,2,1.0,1,-1,1,-1,2,1,-1.0,1,4,0
0,2,49,1,0,2,0,0,2,1.0,2,-1,1,-1,2,0,-1.0,1,1,0
0,2,55,1,0,7,0,0,3,1.0,7,0,2,-1,3,1,-1.0,36,3,1
0,0,22,-1,0,2,0,0,0,1.0,2,-1,4,-1,0,1,-1.0,1,4,0
0,3,45,1,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,13,4,0
1,0,31,0,0,5,0,0,7,1.0,5,0,2,-1,7,1,-1.0,1,4,1
0,2,22,-1,0,2,0,1,0,1.0,2,-1,4,-1,0,0,-1.0,1,4,1
0,0,28,0,0,6,0,0,5,1.0,6,0,2,-1,5,0,-1.0,1,3,0
0,0,21,-1,0,5,0,0,1,1.0,5,0,8,1,1,1,-1.0,11,4,1
0,3,37,0,0,3,0,1,2,1.0,3,-1,3,-1,2,0,-1.0,1,4,0
0,0,30,0,0,7,2,0,21,1.0,7,0,3,-1,21,1,-1.0,1,4,1
0,0,22,-1,0,10,0,1,13,1.0,10,1,9,1,13,1,-1.0,0,0,1
0,0,35,0,0,9,1,0,23,1.0,9,1,6,0,23,1,-1.0,1,0,1
0,0,28,0,2,10,1,0,11,1.0,10,1,5,0,11,1,-1.0,26,1,0
0,0,24,-1,0,3,0,0,1,1.0,3,-1,6,0,1,1,-1.0,1,4,0
0,0,32,0,1,7,3,0,24,1.0,7,0,6,0,24,1,-1.0,2,4,1
1,0,24,-1,0,5,0,0,1,1.0,5,0,4,-1,1,1,-1.0,0,4,0
0,0,57,1,0,3,0,0,19,1.0,3,-1,1,-1,19,1,-1.0,1,4,0
0,5,21,-1,0,6,0,0,0,1.0,6,0,7,0,0,0,-1.0,0,4,0
0,2,28,0,0,2,0,0,0,1.0,2,-1,2,-1,0,1,0.0,-1,4,0
0,2,51,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,0.0,91,1,0
0,0,26,0,0,2,0,0,0,1.0,2,-1,2,-1,0,0,-1.0,0,0,1
0,0,20,-1,0,6,0,3,0,1.0,6,0,8,1,0,1,-1.0,1,4,1
0,0,25,0,0,7,1,0,6,0.0,7,0,5,0,6,0,-1.0,32,4,0
0,2,19,-1,0,6,0,0,0,1.0,6,0,9,1,0,0,-1.0,2,1,1
0,2,49,1,0,1,0,0,1,1.0,1,-1,1,-1,1,1,-1.0,20,4,1
0,0,57,1,0,10,0,0,27,9.0,10,1,9,1,27,0,-9.0,9,4,0
1,0,27,0,0,2,0,0,0,0.0,2,-1,3,-1,0,0,0.0,0,1,0
0,2,66,1,0,1,0,0,1,1.0,1,-1,1,-1,1,0,-1.0,19,4,0
0,2,21,-1,0,3,0,0,0,0.0,3,-1,6,0,0,1,0.0,0,4,0
0,2,45,1,0,2,0,0,1,1.0,2,-1,1,-1,1,1,0.0,-1,3,0
0,0,37,0,2,8,3,0,24,1.0,8,1,4,-1,24,1,-1.0,19,1,0
0,2,44,0,0,9,0,0,13,1.0,9,1,8,1,13,1,0.0,16,0,1
0,0,64,1,0,4,0,0,0,1.0,4,-1,1,-1,0,1,-1.0,4,4,0
0,0,30,0,0,6,0,0,1,1.0,6,0,4,-1,1,1,-1.0,0,3,1
0,0,61,1,0,1,0,0,1,1.0,1,-1,1,-1,1,0,-1.0,2,4,0
1,2,49,1,0,2,0,0,8,10.0,2,-1,1,-1,8,1,-10.0,8,4,0
0,0,23,-1,0,7,0,0,0,1.0,7,0,5,0,0,1,0.0,0,4,0
0,2,21,-1,0,9,0,0,0,2.0,9,1,6,0,0,1,-2.0,0,3,1
1,2,30,0,0,10,0,0,2,0.0,10,1,4,-1,2,1,-1.0,43,4,1
0,3,26,0,0,4,0,1,7,1.0,4,-1,4,-1,7,0,0.0,1,1,0
0,5,35,0,0,1,0,0,3,1.0,1,-1,2,-1,3,0,-1.0,1,1,1
0,0,27,0,0,9,0,1,2,1.0,9,1,4,-1,2,0,-1.0,1,3,0
0,2,38,0,0,6,0,0,1,1.0,6,0,3,-1,1,0,0.0,14,1,0
0,0,48,1,0,9,0,0,14,298.0,9,1,3,-1,14,1,23.0,142,4,1
0,2,26,0,0,2,0,0,0,1.0,2,-1,3,-1,0,0,-1.0,0,1,0
0,0,24,-1,0,8,1,0,4,27.0,8,1,5,0,4,1,-27.0,26,3,1
1,0,28,0,0,5,0,0,2,0.0,5,0,3,-1,2,1,0.0,0,3,1
1,2,44,0,0,6,0,0,4,0.0,6,0,2,-1,4,1,0.0,5,3,1
0,2,23,-1,0,7,0,1,2,0.0,7,0,6,0,2,1,0.0,13,1,0
1,2,34,0,0,6,0,0,1,1.0,6,0,2,-1,1,1,-1.0,12,4,1
0,2,20,-1,0,5,1,0,1,1.0,5,0,7,0,1,1,-1.0,1,4,1
0,5,63,1,0,4,0,0,23,1.0,4,-1,2,-1,23,1,-1.0,2,4,1
1,0,36,0,0,1,0,0,0,0.0,1,-1,1,-1,0,0,0.0,0,3,0
0,2,58,1,0,1,0,0,1,1.0,1,-1,1,-1,1,1,-1.0,79,4,0
1,2,35,0,0,3,0,0,4,30.0,3,-1,4,-1,4,1,-30.0,13,1,0
0,0,23,-1,0,7,0,0,3,1.0,7,0,5,0,3,1,-1.0,1,4,0
0,2,40,0,0,1,0,0,1,21.0,1,-1,1,-1,1,1,-21.0,21,1,0
0,3,31,0,0,3,0,0,3,1.0,3,-1,3,-1,3,1,-1.0,0,4,0
1,3,34,0,0,4,0,0,5,1.0,4,-1,2,-1,5,1,0.0,1,2,0
0,0,23,-1,0,6,0,0,3,1.0,6,0,4,-1,3,0,-1.0,13,0,1
0,2,27,0,0,3,0,0,0,5.0,3,-1,2,-1,0,0,-5.0,4,4,1
1,0,26,0,0,5,0,0,3,27.0,5,0,3,-1,3,1,-27.0,27,1,0
0,0,49,1,0,1,0,0,1,0.0,1,-1,1,-1,1,1,0.0,24,1,0
1,3,47,1,0,1,0,0,0,0.0,1,-1,1,-1,0,0,0.0,1,1,0
0,0,47,1,0,2,0,0,6,0.0,2,-1,1,-1,6,1,0.0,5,4,0
0,0,34,0,0,6,0,0,7,1.0,6,0,2,-1,7,1,0.0,0,3,1
0,0,27,0,0,9,0,0,10,1.0,9,1,8,1,10,1,-1.0,7,4,0
1,2,52,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,0.0,0,1,0
0,0,26,0,0,3,0,0,0,3.0,3,-1,3,-1,0,0,-3.0,0,0,1
0,0,25,0,0,7,0,1,9,1.0,7,0,4,-1,9,1,0.0,2,4,0
0,0,51,1,0,2,0,0,1,1.0,2,-1,2,-1,1,1,-1.0,162,4,0
1,0,29,0,0,2,0,0,1,0.0,2,-1,2,-1,1,0,0.0,-1,4,0
0,2,46,1,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,0,2,0
0,2,28,0,0,4,0,0,6,2.0,4,-1,3,-1,6,1,-2.0,2,4,0
0,0,57,1,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,1,1,0
0,3,23,-1,0,5,0,0,2,1.0,5,0,5,0,2,1,-1.0,0,0,0
0,0,34,0,0,9,0,0,27,1.0,9,1,7,0,27,1,-1.0,118,4,1
0,0,27,0,0,3,0,0,3,1.0,3,-1,2,-1,3,1,-1.0,12,4,0
0,0,25,0,0,9,0,1,7,1.0,9,1,6,0,7,0,-1.0,3,2,1
0,2,31,0,0,7,0,0,1,1.0,7,0,2,-1,1,1,-1.0,32,4,1
0,0,37,0,0,2,0,0,8,1.0,2,-1,1,-1,8,1,-1.0,1,4,0
0,0,51,1,0,2,0,0,0,0.0,2,-1,1,-1,0,1,0.0,1,3,1
0,0,28,0,0,6,1,0,8,1.0,6,0,6,0,8,1,-1.0,40,1,0
0,2,56,1,0,1,0,0,4,0.0,1,-1,1,-1,4,1,0.0,7,3,0
0,0,45,1,0,9,0,0,15,1.0,9,1,7,0,15,1,-1.0,330,0,1
0,2,26,0,0,6,0,0,7,1.0,6,0,4,-1,7,1,-1.0,18,4,1
0,2,33,0,0,8,0,0,7,1.0,8,1,2,-1,7,1,-1.0,1,1,1
0,2,23,-1,0,4,0,3,0,2.0,4,-1,3,-1,0,0,-2.0,1,1,0
0,0,31,0,0,2,0,0,0,0.0,2,-1,2,-1,0,0,0.0,0,3,0
0,5,31,0,0,3,0,0,0,1.0,3,-1,3,-1,0,0,-1.0,1,1,0
0,3,19,-1,1,9,0,0,1,12.0,9,1,10,1,1,1,-12.0,4,4,0
0,2,32,0,0,1,0,0,0,0.0,1,-1,1,-1,0,1,0.0,0,1,0
0,2,30,0,0,3,0,0,1,1.0,3,-1,2,-1,1,0,-1.0,0,3,1
0,2,66,1,0,1,0,0,1,1.0,1,-1,1,-1,1,1,-1.0,0,4,0
1,0,40,0,0,1,0,0,0,1.0,1,-1,1,-1,0,1,0.0,-1,4,0
0,0,59,1,0,2,0,0,4,1.0,2,-1,2,-1,4,0,0.0,0,1,0
0,0,27,0,0,7,0,0,3,282.0,7,0,3,-1,3,0,-23.0,1,2,0
0,0,22,-1,0,3,0,0,0,1.0,3,-1,6,0,0,1,-1.0,0,4,0
0,2,58,1,0,1,0,0,1,1.0,1,-1,1,-1,1,1,-1.0,0,0,0
0,2,29,0,0,3,0,0,2,2.0,3,-1,2,-1,2,1,-2.0,2,4,0
0,0,27,0,0,8,0,0,0,1.0,8,1,7,0,0,1,-1.0,60,1,1
0,2,24,-1,0,5,0,0,0,3.0,5,0,4,-1,0,1,-3.0,1,3,0
1,2,35,0,0,4,1,0,3,0.0,4,-1,2,-1,3,1,0.0,0,1,0
0,0,29,0,0,8,2,1,7,0.0,8,1,7,0,7,1,0.0,2,4,1
0,0,30,0,1,9,0,0,5,1.0,9,1,6,0,5,1,-1.0,2,1,1
0,0,23,-1,0,2,1,1,1,1.0,2,-1,4,-1,1,1,-1.0,2,4,0
0,2,32,0,0,4,0,0,2,27.0,4,-1,1,-1,2,1,-27.0,0,3,1
0,2,22,-1,0,5,0,0,2,1.0,5,0,5,0,2,1,-1.0,3,4,0
0,0,21,-1,0,3,0,0,0,1.0,3,-1,5,0,0,0,-1.0,1,1,0
1,2,43,0,0,2,0,0,0,2.0,2,-1,1,-1,0,0,-1.0,-1,1,0
0,0,29,0,0,8,0,0,0,1.0,8,1,4,-1,0,1,-1.0,2,3,0
0,0,43,0,0,3,0,0,1,1.0,3,-1,3,-1,1,1,0.0,1,1,0
0,0,25,0,0,2,0,0,1,1.0,2,-1,3,-1,1,1,-1.0,2,4,0
0,2,47,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,1,1,0
1,0,21,-1,0,5,0,0,0,2.0,5,0,6,0,0,1,-2.0,0,4,0
0,2,54,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,0.0,-1,1,0
0,0,34,0,0,1,0,1,3,1.0,1,-1,1,-1,3,1,-1.0,33,2,1
1,0,28,0,0,2,0,0,2,1.0,2,-1,2,-1,2,0,-1.0,1,1,0
1,2,53,1,0,1,0,0,4,1.0,1,-1,1,-1,4,1,-1.0,0,0,1
0,0,54,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,0.0,-1,2,0
0,3,37,0,0,1,0,0,3,1.0,1,-1,2,-1,3,1,-1.0,83,4,1
0,0,34,0,0,4,0,0,2,1.0,4,-1,1,-1,2,1,-1.0,0,4,0
1,2,60,1,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,1,1,1
0,0,22,-1,0,4,0,0,0,1.0,4,-1,5,0,0,1,-1.0,1,4,0
0,0,51,1,0,7,0,0,3,1.0,7,0,4,-1,3,1,0.0,-1,4,0
0,0,29,0,0,2,0,0,0,1.0,2,-1,2,-1,0,1,-1.0,12,1,1
0,0,28,0,0,6,0,1,5,1.0,6,0,5,0,5,0,-1.0,27,4,0
0,2,33,0,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,0,4,1
0,2,43,0,0,2,0,0,4,0.0,2,-1,4,-1,4,0,0.0,2,1,0
0,3,45,1,0,6,0,0,1,1.0,6,0,3,-1,1,0,-1.0,26,1,0
0,2,32,0,0,5,0,0,5,1.0,5,0,7,0,5,1,-1.0,65,1,1
1,0,35,0,0,3,0,0,0,1.0,3,-1,2,-1,0,1,-1.0,1,3,1
0,0,23,-1,0,4,0,0,1,1.0,4,-1,3,-1,1,1,-1.0,1,1,1
0,3,41,0,0,1,0,0,1,1.0,1,-1,1,-1,1,0,-1.0,113,1,0
0,5,25,0,20,10,0,0,24,1.0,10,1,6,0,24,1,-1.0,0,4,1
0,3,35,0,0,9,1,0,12,1.0,9,1,6,0,12,1,-1.0,10,1,0
0,0,25,0,0,6,0,0,4,0.0,6,0,5,0,4,1,0.0,43,3,1
0,2,69,1,0,2,0,0,6,1.0,2,-1,1,-1,6,1,-1.0,1,4,1
0,1,24,-1,0,3,0,0,0,1.0,3,-1,4,-1,0,0,-1.0,1,1,0
0,3,28,0,0,4,0,0,0,1.0,4,-1,4,-1,0,1,-1.0,0,4,0
0,0,47,1,0,7,0,0,23,1.0,7,0,5,0,23,1,-1.0,403,0,1
0,0,29,0,0,10,1,0,13,0.0,10,1,10,1,13,1,0.0,1,0,1
0,0,26,0,0,8,0,0,9,1.0,8,1,7,0,9,1,-1.0,2,0,1
0,5,31,0,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,2,0,0
0,2,28,0,0,7,0,0,0,1.0,7,0,3,-1,0,1,0.0,1,0,0
0,2,48,1,0,1,0,0,1,1.0,1,-1,1,-1,1,0,0.0,0,3,1
0,2,44,0,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,0,1,0
0,0,42,0,0,5,0,0,7,1.0,5,0,3,-1,7,0,-1.0,0,4,0
0,0,39,0,0,7,0,0,5,1.0,7,0,4,-1,5,1,-1.0,4,4,0
1,3,46,1,0,1,0,0,2,1.0,1,-1,1,-1,2,1,-1.0,3,4,0
0,2,55,1,0,5,0,0,0,1.0,5,0,3,-1,0,0,-1.0,10,1,0
0,0,27,0,0,9,0,0,5,1.0,9,1,4,-1,5,1,-1.0,4,4,1
1,2,31,0,0,9,0,0,0,1.0,9,1,5,0,0,0,-1.0,4,1,0
0,0,25,0,0,2,0,0,0,1.0,2,-1,4,-1,0,1,-1.0,0,0,0
0,2,32,0,0,7,0,2,6,0.0,7,0,4,-1,6,0,0.0,0,3,0
0,0,36,0,0,5,0,0,2,1.0,5,0,4,-1,2,1,-1.0,0,4,0
0,0,21,-1,0,7,0,0,3,0.0,7,0,6,0,3,1,-1.0,4,4,1
0,2,39,0,0,4,0,0,2,1.0,4,-1,2,-1,2,0,0.0,-1,3,0
1,0,26,0,0,2,0,0,0,1.0,2,-1,2,-1,0,0,0.0,-1,1,0
