id,race,sex,score,true_label,predicted_label,true-pred,predicted-race,predicted-sex
5390,0,0,0.896600425,1,1,0,0,0
3223,2,0,1.007654548,1,1,0,0,0
8298,2,0,-0.90162462,0,0,0,0,0
3248,2,0,-0.943719447,1,0,1,0,0
1332,5,0,-0.499370277,1,0,1,0,0
396,0,0,0.457917303,0,1,-1,0,0
10317,0,0,-1.200962305,0,0,0,0,0
7,5,0,-1.477905154,0,0,0,0,0
7226,2,0,-0.204720706,1,0,1,0,0
9795,1,0,-0.281518579,0,0,0,0,0
100,0,1,-2.133444786,0,0,0,0,0
2514,0,0,1.907525659,1,1,0,3,0
10976,2,1,-0.938945234,1,0,1,0,0
9054,0,0,0.595138192,1,1,0,0,0
10189,0,0,1.42502141,1,1,0,3,0
4694,2,0,-0.711589277,0,0,0,0,0
72,5,1,-1.207177639,0,0,0,0,0
1791,0,0,0.945478201,1,1,0,0,0
1541,0,0,0.387040228,0,1,-1,0,0
6379,2,0,0.326453209,0,1,-1,0,0
5352,0,0,-0.561898649,1,0,1,0,0
1866,1,0,-1.237970352,0,0,0,0,0
2914,0,0,0.288375437,0,1,-1,0,0
5005,1,0,1.44848609,1,1,0,3,0
10333,5,0,-1.084373593,0,0,0,0,0
10621,5,0,1.122182846,1,1,0,0,0
8729,2,0,0.276269376,0,1,-1,0,0
2649,2,0,-1.792376041,0,0,0,0,0
8461,1,0,-0.286809236,1,0,1,0,0
5948,2,0,-1.703296661,0,0,0,0,0
9523,0,0,-0.233305648,1,0,1,0,0
8409,1,0,0.491171092,1,1,0,0,0
10945,0,0,0.607277274,1,1,0,0,0
5750,0,0,0.393099993,1,1,0,0,0
1764,2,1,-0.799596488,0,0,0,0,0
5079,2,0,-0.513111651,0,0,0,0,0
2915,2,0,-0.570179939,1,0,1,0,0
5508,0,0,-0.428395927,0,0,0,0,0
5670,2,0,0.942082345,1,1,0,0,0
1691,2,0,1.109101653,0,1,-1,0,0
3961,1,0,-1.428384304,0,0,0,0,0
7993,2,1,-0.099484786,1,0,1,0,0
2497,5,0,-1.625722051,0,0,0,0,0
8765,0,0,0.306116581,1,1,0,0,0
2211,0,0,0.664764047,1,1,0,0,0
4802,2,0,-0.047078308,0,0,0,0,0
6646,0,0,-0.145442367,1,0,1,0,0
5043,2,0,0.648076892,1,1,0,0,0
932,1,0,-1.478456736,0,0,0,0,0
8884,2,0,-1.197546721,0,0,0,0,0
1041,0,1,-1.567424297,0,0,0,0,0
10482,1,0,-1.164332628,1,0,1,0,0
5482,5,0,0.394286036,1,1,0,0,0
4265,0,0,0.193545088,0,1,-1,0,0
8153,2,0,-1.752013087,0,0,0,0,0
409,0,0,0.417253464,0,1,-1,0,0
5806,2,0,-0.991345942,1,0,1,0,0
6667,0,1,-0.537437916,0,0,0,0,0
4391,0,0,-0.586927414,0,0,0,0,0
4141,0,0,0.120812058,0,1,-1,0,0
8716,0,0,-0.868793309,0,0,0,0,0
2512,0,0,1.640690804,1,1,0,3,0
532,2,0,-0.299416035,0,0,0,0,0
2350,0,0,1.236296296,1,1,0,0,0
8009,0,0,1.608154297,1,1,0,3,0
1742,5,0,-0.139213234,1,0,1,0,0
9717,2,1,-1.634240031,0,0,0,0,0
4618,0,0,0.491963565,0,1,-1,0,0
2794,2,0,0.062829211,1,1,0,0,0
8448,0,0,-0.301838458,0,0,0,0,0
5388,2,0,1.078855157,1,1,0,0,0
9226,2,0,-0.763982415,1,0,1,0,0
8797,0,0,-0.480195731,0,0,0,0,0
5465,0,1,0.10336411,1,1,0,0,0
9378,2,1,0.416531742,1,1,0,0,0
6828,2,0,-0.631487668,0,0,0,0,0
8365,0,0,-0.305104643,0,0,0,0,0
1448,2,0,-0.436258435,0,0,0,0,0
9855,2,0,-1.193078876,0,0,0,0,0
7553,5,1,-0.162700504,0,0,0,0,0
6717,2,1,-0.045835793,0,0,0,0,0
3130,0,0,1.37247324,0,1,-1,3,0
5761,2,0,-0.920319498,0,0,0,0,0
6577,2,0,-0.919070244,0,0,0,0,0
3716,0,0,-0.132167444,0,0,0,0,0
5736,2,1,-1.560537338,0,0,0,0,0
7499,2,0,-1.220834494,0,0,0,0,0
88,0,0,0.055698384,1,1,0,0,0
1329,2,0,0.844317257,1,1,0,0,0
3238,0,0,1.374951601,1,1,0,3,0
8569,2,0,-1.383337259,1,0,1,0,0
8217,1,0,-0.065057814,0,0,0,0,0
451,0,0,0.878065646,1,1,0,0,0
6032,0,0,0.511389971,0,1,-1,0,0
1349,1,0,-1.539111853,0,0,0,0,0
1262,2,0,-1.394635916,0,0,0,0,0
5681,0,0,0.372769952,1,1,0,0,0
6837,2,0,-1.374159336,1,0,1,0,0
4330,0,0,-0.410457224,1,0,1,0,0
5545,2,0,0.850137115,1,1,0,0,0
5551,0,0,0.695704997,0,1,-1,0,0
1196,2,0,-1.072932601,0,0,0,0,0
6189,2,1,-1.344521046,0,0,0,0,0
2873,2,0,1.636193037,1,1,0,3,0
7913,0,0,0.385706544,0,1,-1,0,0
4612,2,0,0.591780841,1,1,0,0,0
9272,2,1,-1.630538106,0,0,0,0,0
10158,0,0,0.914795935,1,1,0,0,0
8962,2,0,-0.76307714,0,0,0,0,0
7794,2,1,-0.870829284,0,0,0,0,0
5915,2,0,0.664578557,1,1,0,0,0
7127,5,0,0.495646149,0,1,-1,0,0
2439,0,1,-1.416897774,0,0,0,0,0
4753,1,0,-1.298277736,0,0,0,0,0
3087,0,0,0.026415018,1,1,0,0,0
378,0,0,-0.738397241,1,0,1,0,0
7140,0,1,-0.827662945,1,0,1,0,0
5122,0,0,1.432456493,1,1,0,3,0
8163,0,0,-0.076707795,1,0,1,0,0
3408,2,1,-0.728692234,1,0,1,0,0
10526,2,0,0.422399074,0,1,-1,0,0
9973,0,0,1.160711288,1,1,0,0,0
6106,0,0,0.519431353,0,1,-1,0,0
1215,1,0,-1.927210331,0,0,0,0,0
3392,2,0,-1.605034828,0,0,0,0,0
6564,2,0,-0.857967913,0,0,0,0,0
4971,0,0,0.7247895,1,1,0,0,0
5208,0,0,-0.19294858,1,0,1,0,0
7898,0,0,-0.566461682,0,0,0,0,0
8708,0,0,0.946186244,0,1,-1,0,0
4233,0,0,-1.002283931,0,0,0,0,0
2534,2,0,-1.539537787,1,0,1,0,0
7382,0,0,0.643326461,1,1,0,0,0
805,2,0,-0.032455917,1,0,1,0,0
2009,0,0,-0.331268638,1,0,1,0,0
2398,2,1,-1.660947561,0,0,0,0,0
10807,2,0,0.856152356,1,1,0,0,0
2579,0,1,-1.802031159,0,0,0,0,0
4338,0,0,-0.729145229,0,0,0,0,0
4333,5,0,-0.87886399,1,0,1,0,0
10617,2,0,-1.046530962,1,0,1,0,0
587,0,0,-1.504184365,0,0,0,0,0
4970,0,0,-0.815038443,0,0,0,0,0
465,2,1,-1.312859058,0,0,0,0,0
2035,0,0,-0.624280989,1,0,1,0,0
8197,2,0,-1.195697665,1,0,1,0,0
4961,5,0,-0.507421792,1,0,1,0,0
1372,2,0,-0.706530094,0,0,0,0,0
1882,0,0,1.634342074,1,1,0,3,0
8563,1,0,-0.791534126,0,0,0,0,0
4828,2,0,0.480015725,0,1,-1,0,0
3166,2,0,-0.494172722,1,0,1,0,0
8845,5,0,-0.053420488,0,0,0,0,0
9367,0,1,0.870210588,1,1,0,0,0
6043,2,0,-0.987347305,0,0,0,0,0
603,0,0,-0.218702659,0,0,0,0,0
2561,2,1,0.681099415,1,1,0,0,0
1125,0,0,0.758326948,1,1,0,0,0
375,2,0,-0.496015668,0,0,0,0,0
7188,0,0,-0.34894976,0,0,0,0,0
9810,0,0,0.822574556,0,1,-1,0,0
10581,0,0,0.000571029,1,1,0,0,0
3265,2,1,-1.604181647,0,0,0,0,0
1594,0,1,-0.600224137,0,0,0,0,0
5861,2,1,0.235843167,1,1,0,0,0
10130,0,1,-1.68571949,0,0,0,0,0
3773,1,0,0.038220029,0,1,-1,0,0
6528,0,0,0.46204564,1,1,0,0,0
7443,0,1,-1.210839868,0,0,0,0,0
9699,5,0,-0.971253872,0,0,0,0,0
9420,0,0,-0.398218542,0,0,0,0,0
1235,0,0,1.514194965,1,1,0,3,0
2819,0,0,0.945513964,1,1,0,0,0
2753,0,0,0.655823767,1,1,0,0,0
5647,0,1,-1.738708735,1,0,1,0,0
10554,0,0,0.244819924,1,1,0,0,0
461,1,0,-0.492967933,0,0,0,0,0
10142,0,0,0.425575644,0,1,-1,0,0
4122,2,1,-0.146950305,0,0,0,0,0
8618,1,1,-1.14723289,0,0,0,0,0
7153,0,0,-0.061345145,0,0,0,0,0
6855,2,0,-0.843151629,1,0,1,0,0
6096,0,0,1.048800111,1,1,0,0,0
10123,2,0,1.533312201,1,1,0,3,0
530,2,0,0.49524945,0,1,-1,0,0
649,2,0,-0.729180157,0,0,0,0,0
5620,0,0,1.562194824,1,1,0,3,0
540,2,1,-1.771131873,0,0,0,0,0
2151,2,0,-0.271212608,1,0,1,0,0
9296,0,1,0.488350779,1,1,0,0,0
4682,2,0,-0.778534114,0,0,0,0,0
2938,0,0,-0.950987637,0,0,0,0,0
8453,1,0,-0.428365827,1,0,1,0,0
6330,2,1,-0.116825745,0,0,0,0,0
8827,1,0,-0.164423004,0,0,0,0,0
8423,0,0,-0.713451266,0,0,0,0,0
10354,0,1,-0.178463832,0,0,0,0,0
10363,0,0,1.260728359,1,1,0,2,0
521,1,1,-1.107823014,1,0,1,0,0
5473,0,0,-0.490266234,0,0,0,0,0
1084,0,0,-1.357908249,0,0,0,0,0
7631,2,0,0.044488888,1,1,0,0,0
10643,0,0,1.161994815,0,1,-1,0,0
7681,5,0,-1.656543851,0,0,0,0,0
9707,5,1,0.573737562,1,1,0,0,0
4595,0,0,0.409482479,1,1,0,0,0
3687,0,0,-0.028867342,1,0,1,0,0
3969,0,0,1.185078025,1,1,0,0,0
9843,0,0,1.405732632,1,1,0,3,0
9965,2,0,-0.099685431,0,0,0,0,0
3511,2,0,-0.586529732,0,0,0,0,0
4732,0,0,0.13767983,0,1,-1,0,0
5301,0,0,-0.247173175,1,0,1,0,0
8472,0,0,1.135082722,1,1,0,0,0
2696,0,0,-0.559558213,0,0,0,0,0
223,0,0,0.687012851,1,1,0,0,0
3037,1,0,0.082801238,0,1,-1,0,0
6492,2,0,-0.827432394,0,0,0,0,0
8392,1,0,0.111925006,1,1,0,0,0
99,5,0,-1.292406559,0,0,0,0,0
2065,2,0,-0.807972729,0,0,0,0,0
8479,0,0,-0.421042114,1,0,1,0,0
1464,1,1,-0.303555578,1,0,1,0,0
4491,0,0,-0.347341359,1,0,1,0,0
10851,0,1,-0.672280431,1,0,1,0,0
10217,0,0,0.977105319,1,1,0,0,0
9780,0,1,0.912647307,1,1,0,0,0
5524,0,0,-0.113749251,0,0,0,0,0
9566,2,0,0.588309169,1,1,0,0,0
3706,0,1,-1.734503031,0,0,0,0,0
7342,2,0,-1.256067514,1,0,1,0,0
9307,0,0,1.275511503,1,1,0,2,0
5223,0,1,-0.382529587,1,0,1,0,0
1575,0,0,-0.549439192,1,0,1,0,0
10667,0,1,-0.693926811,0,0,0,0,0
8309,0,0,0.267665774,0,1,-1,0,0
10690,0,0,0.020605404,0,1,-1,0,0
6058,5,0,-1.165654182,1,0,1,0,0
6538,2,0,-1.182924628,0,0,0,0,0
2006,0,0,0.643318117,1,1,0,0,0
5287,5,0,-1.013751984,0,0,0,0,0
10084,2,0,0.22791788,0,1,-1,0,0
872,0,0,1.250694394,0,1,-1,2,0
9747,0,0,-0.209855437,1,0,1,0,0
8960,0,0,-0.448651284,1,0,1,0,0
9085,2,0,0.223589256,0,1,-1,0,0
3804,0,0,-0.90979892,0,0,0,0,0
7875,0,0,0.980832756,1,1,0,0,0
7440,0,0,0.118192658,0,1,-1,0,0
3872,2,0,-0.21777606,0,0,0,0,0
7450,0,0,1.622259617,1,1,0,3,0
469,0,0,0.971558273,1,1,0,0,0
362,0,0,2.134155273,1,1,0,3,1
3144,0,0,1.785449743,1,1,0,3,0
7058,0,0,0.404901087,0,1,-1,0,0
1446,2,0,-0.962315738,0,0,0,0,0
10380,5,1,-1.27183485,0,0,0,0,0
3391,0,1,0.742913604,1,1,0,0,0
1198,2,0,-0.582890809,0,0,0,0,0
6034,2,0,0.532420695,1,1,0,0,0
3403,0,0,-0.198708802,1,0,1,0,0
901,0,0,-1.01271224,0,0,0,0,0
6496,2,0,-0.71058768,0,0,0,0,0
1984,0,1,-0.145377249,1,0,1,0,0
5111,0,0,-0.524381578,0,0,0,0,0
861,2,0,-0.259293407,1,0,1,0,0
8641,2,0,-1.898009777,0,0,0,0,0
3867,0,0,0.951683581,0,1,-1,0,0
2282,0,0,-0.683905303,0,0,0,0,0
7194,0,0,0.625182331,1,1,0,0,0
83,1,0,-0.52770251,0,0,0,0,0
3941,2,0,-0.941924632,0,0,0,0,0
3919,4,0,-1.007534504,1,0,1,0,0
4978,0,0,-0.443537742,0,0,0,0,0
3550,0,0,0.631130517,1,1,0,0,0
7312,2,0,1.129928112,1,1,0,0,0
9544,2,0,0.78138119,1,1,0,0,0
5162,2,1,-1.17193532,0,0,0,0,0
8639,0,1,-0.018968917,0,0,0,0,0
2268,2,1,0.521121562,0,1,-1,0,0
4397,0,0,-0.541862309,1,0,1,0,0
1079,0,0,-0.844412625,1,0,1,0,0
9005,2,1,-0.236650601,0,0,0,0,0
6296,0,0,-0.261536241,1,0,1,0,0
4891,2,1,-0.68475312,0,0,0,0,0
5716,0,0,-0.600493371,0,0,0,0,0
10468,3,1,0.092073783,1,1,0,0,0
10039,0,0,1.193802595,1,1,0,0,0
3226,0,0,0.691365659,0,1,-1,0,0
5037,2,1,0.563556373,0,1,-1,0,0
5073,0,0,-0.137369052,0,0,0,0,0
10949,0,0,1.134404659,1,1,0,0,0
6830,2,1,0.683405101,1,1,0,0,0
1804,0,0,-0.713804245,0,0,0,0,0
10019,0,0,0.289951354,1,1,0,0,0
7205,2,0,0.608760774,1,1,0,0,0
407,0,0,1.075759411,1,1,0,0,0
1796,0,0,-0.364453524,1,0,1,0,0
2437,5,0,-0.627344847,0,0,0,0,0
9284,2,0,-1.048787236,0,0,0,0,0
8117,2,0,0.216780409,1,1,0,0,0
8906,2,0,0.767315447,1,1,0,0,0
9357,0,0,-0.103578851,0,0,0,0,0
962,2,0,1.185001016,0,1,-1,0,0
995,0,0,0.016514197,1,1,0,0,0
1783,1,0,-0.213034585,0,0,0,0,0
10229,0,0,-0.602208197,0,0,0,0,0
8113,0,0,1.413458824,1,1,0,3,0
7612,2,0,-1.593813062,1,0,1,0,0
4755,0,0,2.027580261,1,1,0,3,1
10854,5,0,-0.965275705,0,0,0,0,0
9282,0,1,-0.113533258,0,0,0,0,0
2568,0,0,0.776583493,1,1,0,0,0
6405,2,0,-1.808558941,0,0,0,0,0
2654,0,0,0.224496216,0,1,-1,0,0
50,5,0,-0.751837909,1,0,1,0,0
2154,5,0,0.375979096,0,1,-1,0,0
8256,0,0,0.447615713,1,1,0,0,0
5068,2,0,0.305216789,0,1,-1,0,0
6428,2,1,1.734835386,1,1,0,3,0
8354,2,0,1.266907454,1,1,0,2,0
414,5,1,-1.12875092,0,0,0,0,0
225,0,0,0.376126111,1,1,0,0,0
4274,0,0,0.513654172,1,1,0,0,0
4640,0,0,1.327490211,1,1,0,3,0
5430,0,0,0.311021715,1,1,0,0,0
9517,2,1,-1.52246058,0,0,0,0,0
9131,5,0,0.226029143,0,1,-1,0,0
6249,2,0,-0.71440953,1,0,1,0,0
9516,0,0,-0.252926171,0,0,0,0,0
9668,0,1,-1.121695757,0,0,0,0,0
1216,2,0,0.4749538,0,1,-1,0,0
1097,2,0,-0.936310291,0,0,0,0,0
3146,1,0,-1.142675638,1,0,1,0,0
6571,0,0,0.546022713,1,1,0,0,0
8530,1,0,-1.408603072,0,0,0,0,0
5247,0,0,0.155399978,1,1,0,0,0
1729,0,0,-1.08926475,1,0,1,0,0
8022,0,0,0.199104771,1,1,0,0,0
10889,0,0,-0.395121247,0,0,0,0,0
512,0,1,-0.492772609,0,0,0,0,0
6231,0,0,-0.686613262,0,0,0,0,0
8290,0,0,2.013834715,1,1,0,3,1
9501,1,0,-1.385706902,0,0,0,0,0
8997,0,0,-1.092664123,0,0,0,0,0
9264,1,0,-1.5052917,0,0,0,0,0
7738,2,0,-0.766345441,0,0,0,0,0
8701,0,0,-0.755038977,1,0,1,0,0
1360,0,0,-0.934302747,1,0,1,0,0
8512,0,0,1.820628047,1,1,0,3,0
1107,2,0,-0.206627265,1,0,1,0,0
1707,0,0,-0.75774008,0,0,0,0,0
9919,0,0,-0.551112711,0,0,0,0,0
3778,2,0,-0.771725357,1,0,1,0,0
3305,2,1,-1.245173693,0,0,0,0,0
190,0,0,1.789928675,1,1,0,3,0
153,0,0,-1.023759604,0,0,0,0,0
9397,5,0,-0.912825763,1,0,1,0,0
9191,0,0,-0.14405477,1,0,1,0,0
6167,0,1,0.203800216,1,1,0,0,0
924,2,1,-1.760072708,0,0,0,0,0
3531,2,1,-0.86948061,0,0,0,0,0
3162,2,0,1.040986657,1,1,0,0,0
9414,2,0,-1.005813837,1,0,1,0,0
10786,2,1,-1.01495111,0,0,0,0,0
475,2,0,-1.71587193,0,0,0,0,0
10823,1,0,-1.266192198,1,0,1,0,0
174,0,0,-0.963056862,0,0,0,0,0
1698,2,1,-0.874666989,0,0,0,0,0
5745,0,0,-0.510140538,0,0,0,0,0
3186,2,1,-0.749744356,0,0,0,0,0
4353,2,0,-0.672064722,1,0,1,0,0
6127,0,0,-1.136054993,0,0,0,0,0
8601,0,0,0.291032165,1,1,0,0,0
4888,0,0,-0.865571737,0,0,0,0,0
7348,0,0,-0.909448266,0,0,0,0,0
7199,0,0,-0.162328318,0,0,0,0,0
612,0,0,1.187747121,1,1,0,0,0
2393,0,0,-0.387432724,0,0,0,0,0
5456,0,0,1.734531403,1,1,0,3,0
5266,2,0,-0.829749942,0,0,0,0,0
1656,1,0,-1.376288891,0,0,0,0,0
4384,0,0,0.999319971,1,1,0,0,0
9337,2,0,-0.345161557,0,0,0,0,0
5213,1,0,-0.853687704,0,0,0,0,0
7360,2,1,-0.593014717,0,0,0,0,0
4872,0,1,-0.9880597,0,0,0,0,0
6239,0,0,-0.975360692,0,0,0,0,0
10426,2,0,-1.412509561,0,0,0,0,0
3404,0,0,-1.180820704,0,0,0,0,0
10497,5,0,0.071722046,1,1,0,0,0
1888,0,0,0.217571869,0,1,-1,0,0
9868,0,0,0.665059149,0,1,-1,0,0
6531,0,0,0.98922056,1,1,0,0,0
10330,2,0,-1.808386445,0,0,0,0,0
9215,2,0,-0.246703222,0,0,0,0,0
8027,2,0,-1.555382967,1,0,1,0,0
963,2,0,0.087181434,0,1,-1,0,0
2863,5,0,-0.309253126,1,0,1,0,0
2807,1,0,1.520441771,1,1,0,3,0
163,2,0,-1.218979359,0,0,0,0,0
1293,0,0,0.374175817,1,1,0,0,0
5528,2,1,-0.210467979,0,0,0,0,0
1646,1,0,-1.59036541,0,0,0,0,0
4434,2,0,1.251536608,1,1,0,2,0
6229,2,0,0.232286453,1,1,0,0,0
9380,2,0,-0.148705021,0,0,0,0,0
3728,5,0,-1.776158571,0,0,0,0,0
1652,2,0,-1.617713332,0,0,0,0,0
4615,0,1,-0.185575098,0,0,0,0,0
10448,0,0,0.080405578,1,1,0,0,0
5968,2,0,-0.198919132,1,0,1,0,0
10457,0,0,0.761666834,1,1,0,0,0
7960,2,1,-1.696056962,1,0,1,0,0
1965,0,1,0.416536421,1,1,0,0,0
2567,2,0,-0.022051692,0,0,0,0,0
51,2,0,1.239980817,0,1,-1,2,0
8287,2,1,0.222348168,1,1,0,0,0
9004,0,0,-0.393746495,0,0,0,0,0
2385,0,1,0.308468014,1,1,0,0,0
3564,0,0,0.726411998,1,1,0,0,0
7604,2,0,-1.745043755,0,0,0,0,0
10631,2,0,-0.454059601,0,0,0,0,0
3766,2,0,-0.662912071,1,0,1,0,0
1499,0,0,1.090577722,1,1,0,0,0
7242,0,1,-0.540697157,0,0,0,0,0
9830,2,0,-1.378504753,0,0,0,0,0
10143,0,0,1.398507833,0,1,-1,3,0
5088,2,1,-0.295798331,1,0,1,0,0
269,2,0,-1.714694262,0,0,0,0,0
9593,2,1,-1.50728941,0,0,0,0,0
10637,2,0,-0.395668507,1,0,1,0,0
557,0,0,1.108876944,1,1,0,0,0
7625,5,0,-0.773396611,1,0,1,0,0
1135,2,0,-0.520385504,0,0,0,0,0
4376,5,1,-0.296809942,0,0,0,0,0
1379,0,0,0.297786802,1,1,0,0,0
10444,0,0,0.353658885,0,1,-1,0,0
3031,2,0,1.176321983,1,1,0,0,0
10641,0,0,0.277061999,1,1,0,0,0
2869,1,0,-1.402048111,0,0,0,0,0
9227,2,0,-0.798181474,0,0,0,0,0
268,2,0,-1.925452709,1,0,1,0,0
5935,0,0,0.07467857,1,1,0,0,0
4990,2,0,0.328343451,1,1,0,0,0
8040,0,0,-0.552579105,0,0,0,0,0
7246,2,0,-0.496944398,0,0,0,0,0
9187,1,0,1.294269204,1,1,0,3,0
4267,5,0,-1.717097998,1,0,1,0,0
4563,0,1,-0.73700887,1,0,1,0,0
1141,0,0,0.754102051,0,1,-1,0,0
2788,2,0,-1.6957587,0,0,0,0,0
10223,0,0,-0.403173506,0,0,0,0,0
4820,0,0,0.519061029,1,1,0,0,0
6089,0,0,0.12595816,1,1,0,0,0
10306,2,0,-1.357781172,1,0,1,0,0
2959,0,0,0.148579895,0,1,-1,0,0
3541,0,0,-1.227719784,0,0,0,0,0
5553,2,0,-0.440571845,0,0,0,0,0
1335,2,1,-0.582012653,0,0,0,0,0
1953,5,0,-0.900033176,1,0,1,0,0
9617,0,0,-0.117010817,1,0,1,0,0
6901,0,1,-0.083299115,0,0,0,0,0
6415,0,0,-0.415751606,0,0,0,0,0
7781,0,0,0.674786389,1,1,0,0,0
616,0,0,-0.836515546,0,0,0,0,0
918,0,1,-1.825828195,0,0,0,0,0
10729,0,0,-0.879528105,1,0,1,0,0
10817,5,0,-1.605081558,1,0,1,0,0
2836,4,0,-1.950713515,1,0,1,0,0
4439,2,1,-0.121981949,0,0,0,0,0
6490,0,0,-0.027959451,1,0,1,0,0
1781,2,0,-0.495425969,0,0,0,0,0
9381,2,0,-0.90566963,0,0,0,0,0
439,0,0,-1.046078205,0,0,0,0,0
1834,2,0,-0.453767985,0,0,0,0,0
8760,0,1,0.501710713,1,1,0,0,0
3380,0,1,-1.59423542,0,0,0,0,0
252,2,0,-0.112944424,0,0,0,0,0
2045,2,1,-0.800393522,0,0,0,0,0
6394,0,0,-0.938465774,0,0,0,0,0
8877,2,1,-1.443469048,0,0,0,0,0
10015,0,0,-0.100906506,1,0,1,0,0
9348,2,0,0.443747044,0,1,-1,0,0
3255,0,0,-0.862105906,0,0,0,0,0
6654,0,0,0.438502461,1,1,0,0,0
5438,0,0,1.190550208,1,1,0,0,0
143,0,0,0.171221331,0,1,-1,0,0
7036,1,0,-1.126289129,1,0,1,0,0
7987,2,0,1.311251879,1,1,0,3,0
6387,1,1,-0.964498758,0,0,0,0,0
2651,0,0,-1.020110726,0,0,0,0,0
173,0,0,0.015664686,1,1,0,0,0
8439,1,0,-0.318283647,0,0,0,0,0
1529,0,1,0.126054198,1,1,0,0,0
3446,0,0,-0.003768973,1,0,1,0,0
645,0,0,0.550122738,0,1,-1,0,0
6389,2,1,0.599497497,1,1,0,0,0
7211,0,0,0.250844151,1,1,0,0,0
2495,2,0,0.147764787,0,1,-1,0,0
945,0,0,0.904627621,0,1,-1,0,0
1870,0,0,-0.33621937,0,0,0,0,0
8939,0,1,-0.597546577,0,0,0,0,0
7574,2,1,-1.535405636,0,0,0,0,0
1620,2,0,-1.678025246,0,0,0,0,0
4999,0,0,0.390837371,1,1,0,0,0
8818,0,0,-0.627679408,0,0,0,0,0
2983,2,1,-0.750614822,0,0,0,0,0
7678,0,0,0.808517694,1,1,0,0,0
3362,0,0,2.190290689,1,1,0,3,1
8426,2,0,-1.675848484,0,0,0,0,0
9774,2,0,-1.318419933,1,0,1,0,0
1545,0,0,-0.396277815,0,0,0,0,0
10369,1,0,-0.930922747,0,0,0,0,0
10910,1,0,-0.335501879,0,0,0,0,0
2309,1,1,-0.424059898,1,0,1,0,0
4831,2,0,0.486180395,0,1,-1,0,0
3448,0,1,0.873951137,1,1,0,0,0
6807,0,0,1.084968805,1,1,0,0,0
1242,5,1,-1.498647213,1,0,1,0,0
7830,0,1,-0.470878333,1,0,1,0,0
300,2,1,-1.11055541,0,0,0,0,0
4959,1,0,-0.748792827,1,0,1,0,0
6801,2,0,0.379858643,0,1,-1,0,0
6911,1,0,-0.040235084,1,0,1,0,0
7468,2,0,0.272263736,1,1,0,0,0
6484,2,1,-1.650478363,0,0,0,0,0
8823,1,0,2.015264988,1,1,0,3,1
3751,0,0,1.802729845,1,1,0,3,0
1229,0,0,0.377017051,0,1,-1,0,0
5246,2,1,-1.675466537,0,0,0,0,0
10010,0,0,1.035174847,1,1,0,0,0
4341,5,0,0.789712131,1,1,0,0,0
53,2,0,-0.607994378,1,0,1,0,0
8440,2,0,-0.088771343,0,0,0,0,0
6441,0,0,-0.067317754,0,0,0,0,0
8212,2,0,-1.084612608,0,0,0,0,0
5852,0,1,-1.952421427,0,0,0,0,0
2484,2,0,-1.635374784,0,0,0,0,0
8381,0,0,-0.516155303,0,0,0,0,0
5635,2,1,-1.437805653,0,0,0,0,0
4073,2,0,-0.834096253,0,0,0,0,0
10386,2,0,0.430759937,0,1,-1,0,0
7224,0,0,-0.264225513,1,0,1,0,0
5863,0,0,-0.093011707,1,0,1,0,0
7944,2,0,-0.981114089,0,0,0,0,0
4443,2,1,-0.391271085,0,0,0,0,0
9737,2,0,-1.39318037,0,0,0,0,0
1523,5,1,-1.10311079,0,0,0,0,0
3934,0,0,0.007748134,0,1,-1,0,0
6749,2,1,0.287132889,0,1,-1,0,0
8518,0,0,1.27158308,1,1,0,2,0
5742,0,0,-0.775922954,0,0,0,0,0
4651,0,0,-0.172316805,0,0,0,0,0
959,0,0,1.099913716,1,1,0,0,0
6870,2,0,1.361106515,0,1,-1,3,0
1419,2,1,-1.229317904,0,0,0,0,0
4473,0,0,-1.009696364,1,0,1,0,0
5850,2,1,-0.69450134,1,0,1,0,0
2470,0,0,-0.51853931,0,0,0,0,0
441,5,0,-0.386865467,0,0,0,0,0
1456,0,0,1.069895506,1,1,0,0,0
8619,2,0,-0.70649308,0,0,0,0,0
10141,0,0,0.224646971,1,1,0,0,0
613,2,0,-1.316889286,1,0,1,0,0
1562,1,0,-0.991110861,0,0,0,0,0
2723,0,0,0.29359439,1,1,0,0,0
7365,2,0,-0.391601056,0,0,0,0,0
6708,0,0,-0.658249617,0,0,0,0,0
6729,1,1,-1.327331066,0,0,0,0,0
5453,0,1,0.412745714,1,1,0,0,0
5027,0,0,0.06880416,1,1,0,0,0
2208,0,0,-0.032684375,1,0,1,0,0
6390,0,0,-0.72409153,0,0,0,0,0
7166,0,1,-0.714826643,0,0,0,0,0
10648,1,0,-0.411756605,1,0,1,0,0
1906,2,0,-0.263290167,0,0,0,0,0
3960,0,0,-0.911566019,0,0,0,0,0
10107,0,1,-0.639392197,0,0,0,0,0
3749,0,0,0.044386156,1,1,0,0,0
7116,0,0,1.205824375,0,1,-1,0,0
2620,0,0,0.998509705,1,1,0,0,0
5732,2,1,-0.307897538,1,0,1,0,0
10447,2,0,-1.502147198,0,0,0,0,0
8469,0,0,-0.165146366,1,0,1,0,0
7644,0,0,1.030308604,0,1,-1,0,0
2479,0,0,0.656911612,1,1,0,0,0
5289,0,0,0.449758977,1,1,0,0,0
1676,2,1,-1.316441059,0,0,0,0,0
701,0,0,1.013329387,0,1,-1,0,0
5515,0,0,-1.069294095,0,0,0,0,0
